Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Visakhapatnam,Jaipur,Thiruvananthapuram
01-10-2017,1.37,12.04,14.66,16.22,2.95,19.34,0.05,0,1
02-10-2017,1.8,9.25,12.1,22.14,4.8,19.88,0.07,0,0.48
03-10-2017,1.81,9.16,11.47,32.38,9.81,39.73,0.05,0,0.83
04-10-2017,7.5,11.83,14.09,23.2,11.72,45.4,0.11,51.05,0.97
05-10-2017,21.6,13.9,13.8,36.06,11.45,41.89,0.03,35.78,1.18
06-10-2017,17.21,14.66,12.19,31.85,8.09,42.64,0.04,40.28,0.68
07-10-2017,17.23,12.3,14.27,37.13,12.33,23.05,0.06,35.25,1.56
08-10-2017,14.42,12.53,14.05,31.31,10.59,40.39,0.03,34.28,0.99
09-10-2017,15.19,18.35,17.82,35.01,6.49,35.55,0.04,35.86,1.8
10-10-2017,14.78,12.65,13.81,41.09,6.08,40.18,0,37.68,0
11-10-2017,17.4,14.11,14.22,22.52,4.63,109.78,0,31.06,0
12-10-2017,16.24,16.1,12.39,29.05,5.04,28.26,0,27.22,0
13-10-2017,16.58,20.74,14.41,46.9,3.15,25.66,0,33.94,0
14-10-2017,15.1,17.57,23.78,29.84,3.74,19.4,0,40.95,0
15-10-2017,18.62,16.49,15.25,41.41,3.41,47.92,0,66.35,0
16-10-2017,15.09,18.07,40.14,65.79,3.45,39.43,0,90.36,0
17-10-2017,21.29,23.85,49.91,57.02,4.69,44.39,0,72.9,0
18-10-2017,23.66,26.48,55.52,71.46,5.58,44.95,0,37.33,0
19-10-2017,21.72,27.96,53.32,33.42,10.71,33.57,0.13,31.03,2.91
20-10-2017,22.47,14.79,47.28,29.91,3.38,42.2,0,34.68,0.1
21-10-2017,16.86,14.83,49.3,25.23,5.46,29.46,0.03,39.87,0.6
22-10-2017,14.94,14.45,31.89,56.2,2.55,60.74,0,46.75,0
23-10-2017,17.72,16.93,63.05,84.66,5.48,92.02,0.12,25.84,1.41
24-10-2017,25.27,16.04,87.22,70.3,2.17,91.32,0,36.92,0.1
25-10-2017,26.42,16.63,57.55,84.92,1.55,72.98,0,60.91,0
26-10-2017,22.64,18.49,63.21,108.75,1.84,40.44,0,38.37,0
27-10-2017,19.54,16.51,52.4,98.16,2.33,41.76,0,47.29,0.13
28-10-2017,22.25,15.98,60.5,113.9,2.4,94.11,0,66.65,0
29-10-2017,21.46,14.75,57.94,45.39,4.19,55.14,0,45.42,0
30-10-2017,16.63,16.25,64.94,55.14,0,69.64,0,37.63,0
31-10-2017,24.36,14.16,75.68,62.96,32.64,29.03,0.21,48.24,5.92
01-11-2017,47.53,9.72,43.9,36.76,36.6,0,0.17,90.2,5.43
02-11-2017,50.52,10.8,56.86,44.44,27.41,26.02,0.14,112.11,6.32
03-11-2017,62.33,13.65,60.96,46.54,27.54,67.76,0.09,66.96,7.04
04-11-2017,27.96,18.14,74.75,52.5,23.05,122.4,0.14,28.03,6.78
05-11-2017,23.52,11.65,97.76,66.41,19.93,84.83,0.15,41.78,5.13
06-11-2017,22.24,15.71,96,60.42,25.12,63.09,1.65,90.88,7.88
07-11-2017,25.13,20.32,103.77,58.14,29.83,58.85,4.45,92.25,7.73
08-11-2017,25.46,14.1,104.65,66.12,24.69,84.36,11.07,80.23,9.29
09-11-2017,26.42,14.27,104.52,82.14,25.68,79.33,12.03,107.75,7.43
10-11-2017,20.93,15.3,109.98,63.79,27.05,203,4.18,93.27,8.01
11-11-2017,24.53,13.12,117.92,44.84,29.64,132.18,0.81,85.19,6.76
12-11-2017,24.2,11.81,104.82,30.59,29.99,70.91,0,94.28,7.04
13-11-2017,22.14,19.88,105.48,76.25,27.59,114.74,2.73,95.44,9.57
14-11-2017,20.53,19.35,75.36,116.02,28.97,166.51,12.06,28.69,9.06
15-11-2017,17.34,28.29,79.14,69.47,25.3,78.83,12.59,23.64,8.28
16-11-2017,23.09,31.03,82.34,70.19,27.1,50.08,11.94,21.08,9.24
17-11-2017,18.76,19.05,70.95,45.63,25.49,75.54,14.19,25.35,8.57
18-11-2017,22.57,18.68,50.62,37.86,24.83,136.55,11.36,25.1,7.32
19-11-2017,25.1,14.12,55.24,35.5,25.29,87.81,5.82,26.36,5.33
20-11-2017,25.05,14.46,64.19,31.15,25.21,39.46,10.34,23.93,6.73
21-11-2017,26.66,16.24,75.18,34.77,28.86,38.81,8.28,31.51,6.92
22-11-2017,28.5,18.52,74.09,42.64,22.12,42.31,9.69,43.67,7.9
23-11-2017,28.13,25.94,70.15,43.51,28.39,25.56,22.58,70.95,8.42
24-11-2017,30.94,26.61,82.97,43.54,23.41,47.96,21.16,102.15,8.4
25-11-2017,34.88,22.93,88,59.61,24.28,36.7,25.13,101.31,10.9
26-11-2017,33.72,15.45,101.44,40.24,31.34,19.86,17.64,116.25,7.43
27-11-2017,34.14,16.55,87.3,41.65,33.05,14.26,28.9,99.29,8.96
28-11-2017,34.51,16.62,93.71,55.7,36.36,25.02,41.05,125.28,8.6
29-11-2017,26.59,19.6,132.94,130.14,29.33,45.99,32.46,107.63,6.23
30-11-2017,22.72,14.21,108.26,101.26,30.5,48.46,25.48,98.2,3.79
01-12-2017,21.32,14.07,94.55,124.68,26.11,28.65,30.94,76.07,5.23
02-12-2017,23.42,16.1,102.69,79.94,23.91,45.69,19.62,59.86,5.93
03-12-2017,29.32,15.55,99.76,72.57,25.61,18.58,16.66,68.91,6.47
04-12-2017,30.26,16.56,101.07,60.04,24.68,21.4,23.34,64.01,5.83
05-12-2017,25.19,14.06,104.85,42.85,20.52,25.66,45.6,44.14,6.663333333
06-12-2017,28.15,15.27,68.08,36.02,20.6,24.32,44.64,29.58,7.496666667
07-12-2017,31.84,18.02,39.33,33.79,27.61,14.62,24.99,27.11,8.33
08-12-2017,50.17,21.07,3.63,38.04,22.87,17.91,26.84,17.66,4.38
09-12-2017,44.62,20.82,9.06,77.61,22.57,129.42,31.93,23.45,4.48
10-12-2017,38.79,18.97,16.38,79.86,23.47,107.68,42.5,11.05,4.7
11-12-2017,41.9,16.3,13.13,68.51,32.65,114.79,32.49,6.04,4.77
12-12-2017,33,20.09,3.04,77.96,42.71,67.03,40.7,8.84,4.79
13-12-2017,28.17,14.83,2.59,41.47,33.14,57.63,52.74,7.96,4.97
14-12-2017,34.18,18.59,2.33,31.95,22.84,47.53,14.13,6.9,6.01
15-12-2017,67.93,14.2,3.26,33.77,23.42,43.36,25.01,6.8,5.85
16-12-2017,29.85,18.54,2.87,31.24,31.68,35.74,66.71,7.71,6.2
17-12-2017,31.65,13.79,2.44,42.28,31.63,20.69,49.16,12.71,5.38
18-12-2017,39.92,15.45,2.15,47.82,23.1,65.97,39.63,9.39,5.17
19-12-2017,31.68,16.64,4.37,95.55,32.53,53.79,27.22,20.4,4.64
20-12-2017,88.57,18.2,5.96,131.19,48.21,51.81,37.01,20.68,4.7
21-12-2017,69.84,17.48,3.57,65.06,50.51,11.85,25.28,15.07,4.16
22-12-2017,77.93,21.68,2.69,35.32,55.73,45.13,51.86,17.08,4.65
23-12-2017,37.69,20.49,3.61,51.76,42.69,75.53,55.38,32.12,3.93
24-12-2017,17.8,19,9.75,52.15,41.56,32.78,40,19.04,4.2
25-12-2017,14.41,16.38,7.06,41.29,36.68,53.5,26.44,24.54,3.95
26-12-2017,20.89,23.35,6.18,52.01,34.06,25.24,45.4,18.38,4.26
27-12-2017,26.75,19.01,9.76,64.87,34.05,28.9,42.58,15.77,6.49
28-12-2017,25.49,27.14,11.62,73.3,39.96,14.52,55.3,31.67,6.41
29-12-2017,27.48,20.07,10.69,50.17,45.17,8.19,35.2,44.81,7.53
30-12-2017,24.2,21.65,15.32,44.54,47.61,35.53,19.08,27.74,7.23
31-12-2017,24.62,10.97,23.13,37.95,43.33,38.14,13.63,21.26,5.08
01-01-2018,22.62,11.72,11.79,28.79,36.98,29.5,13.89,30.68,6.13
02-01-2018,21.46,13.17,4.26,40.59,31.23,16.12,16.24,30.26,5.59
03-01-2018,25.24,15.62,2.87,28.67,28.9,68.3,41.16,55.09,7.11
04-01-2018,25.4,14.55,4.24,34.5,40.67,29.69,98.05,45.46,10.52
05-01-2018,27.28,14.05,4.57,39.93,41.36,13.2,66.2,41.07,9.62
06-01-2018,26.54,13.34,8.53,50.65,40.73,47.68,92.21,51.15,10.12
07-01-2018,24.43,13.8,4.99,49.26,36.43,67.77,79.46,36.34,6.9
08-01-2018,24.61,13.71,5.28,40.75,33.01,61.93,52.99,56.41,10.93
09-01-2018,22.08,11.96,10.36,44.62,33.53,25.19,19.04,51.81,11.15
10-01-2018,20.93,12.39,3.98,39.3,33.57,53.95,48.04,73.06,9.77
11-01-2018,31.34,14.8,3.47,42.21,36.87,52.96,64.86,74.17,9.68
12-01-2018,24.24,15.35,3.73,40.61,43,65.07,65.57,54.8,9.51
13-01-2018,28.98,20.98,3.2,59.1,41.95,39.86,38.32,95.22,9.35
14-01-2018,30.63,14.32,1.87,65,40.04,15.67,62.89,31.18,7.08
15-01-2018,20.85,10.79,2.15,70.75,23.11,46.99,41.32,20.46,9.49
16-01-2018,26.35,10.75,3.92,33.04,25.41,82.87,38.84,15.77,10.75
17-01-2018,23.5,15.27,34.61,43.64,28.58,23.04,37.54,10.69,10.02
18-01-2018,24.32,18.85,85.75,57.82,38.39,20.22,47.89,25.55,8.88
19-01-2018,23.41,17.57,81.11,104.19,38.21,49.99,56.92,31.11,10.15
20-01-2018,23.33,17.79,53.34,43.51,42.06,39.44,62.16,31.71,11.55
21-01-2018,20.26,16.88,63.87,47.75,37.92,33.14,58.52,46.95,8.2
22-01-2018,19.57,16.82,72.5,60.5,31.43,29.03,51.08,28.63,10.76
23-01-2018,20.22,18.15,67.65,81.59,27.83,52.97,94.82,32.81,9.58
24-01-2018,28.47,18.6,56.27,29.79,26.3,24.81,74.7525,48.47,8.48
25-01-2018,20.55,18.91,48.6,24.61,38.56,10.36,54.685,61.77,7.51
26-01-2018,18.82,16.01,57.6,26.22,37.18,6.68,34.6175,57.18,8.92
27-01-2018,21.59,16.59,60.99,26.06,34.93,38.14,14.55,55.53,7.61
28-01-2018,18.06,15.9,73.57,31.53,30.72,20.84,37.57,50.91,8.7
29-01-2018,20.86,16.29,74.45,33.49,28.63,14.09,34.35,45.22,10.13
30-01-2018,18.96,18.79,51.3,27.1,33.46,67.17,62.06,67.01,7.84
31-01-2018,20.81,21.61,48.06,21.7,44.33,39.23,48.88,50.6,8.93
01-02-2018,31,20.84,67.65,27.21,63.29,10.81,46.23,44.29,6.26
02-02-2018,25.09,18.15,71.59,50.47,53.44,9.66,53.53,31.11,5.83
03-02-2018,19.43,22.82,64.81,85.06,33.42,78.6,61.32,25.56,10.17
04-02-2018,17.81,16.68,56.52,24.26,25.66,53.8,55.05,28.55,7.77
05-02-2018,19.56,17.01,78.45,24.02,29.17,20.35,56.53,30.15,7.76
06-02-2018,17.18,18.16,67.62,24.7,40.94,12.17,66,24.59,7.45
07-02-2018,18.77,15.07,55.33,27.97,56.56,10.46,45.16,26.28,7.41
08-02-2018,32.12,15.81,86.77,27.34,42.94,9.28,39.76,31.33,9.07
09-02-2018,26.93,18.28,84.22,26.29,38.89,8.94,42.5,26.43,9.72
10-02-2018,25.66,17.07,86.85,34.48,32.19,8.22,30.27,19.86,7.92
11-02-2018,14.77,14.25,82.24,55.4,17.89,11.26,15.38,17.21,12.65
12-02-2018,15.02,12.66,42.62,29.17,12.99,13.92,0.3,20.32,11.58
13-02-2018,12.96,16.55,72.84,26.82,16.16,13.57,0.38,32.45,11.81
14-02-2018,13.54,17.53,44.75,20.07,22.99,9.93,2.22,32.95,11.2
15-02-2018,15.35,16.78,47.11,22.13,29.9,8.84,9.43,38.92,12.31
16-02-2018,22.24,12.52,60.03,21.53,33.77,10.1,5.75,54.9,12.37
17-02-2018,23.18,10.31,60.9,25.88,39.91,25.73,0.98,78.06,11.31
18-02-2018,15.17,13.46,67.43,30.06,39.49,29.26,0.6,55.76,9.13
19-02-2018,17.17,11.8,88.37,30.55,26.69,16.43,1.04,61.35,11.44
20-02-2018,16.61,12.05,87.59,39.68,25.68,36.75,13.07,87.92,11.74
21-02-2018,20.66,11,94.31,85.51,28.9,22.49,46.12,86.83,12.2
22-02-2018,26.13,12.53,90.58,55.94,29.91,16.93,49.93,77.43,10.8
23-02-2018,19.82,11.96,92.54,74.73,30,9.39,44.85,73.15,12.02
24-02-2018,15.15,9.91,80.95,52.21,27.02,10.54,117.99,65.37,11.06
25-02-2018,13.05,10.8,59.15,26.11,33.9,8.73,102.86,41.26,10.32
26-02-2018,23.09,13.45,43.27,23.22,52.86,7.83,49.45,47.11,9.58
27-02-2018,20.8,12.95,56.44,30.83,52.81,7.74,40.83,42.66,9.49
28-02-2018,25.1,14.34,78.41,36.52,54.05,8.48,49.76,43.46,10.1
01-03-2018,20.33,12.58,79.9,34.48,46.13,25.26,43.38,36.96,9.56
02-03-2018,21.33,11.87,78.23,29.24,37.83,10.7,36.46,40.16,8.43
03-03-2018,26.83,10.47,59.03,28.02,27.24,5.18,36.56,54.25,8.42
04-03-2018,31.34,11.96,56.08,33.09,32.28,7.78,38.14,49.83,8.38
05-03-2018,39.95,10.3,56.62,28.16,27.82,6.73,35.96,40.93,8.7
06-03-2018,29.06,15.17,44.67,27.32,23.52,6.29,28.18,51.47,8.35
07-03-2018,19.18,14.02,54.4,33.73,26.99,7.26,36.69,58.14,9.23
08-03-2018,19.49,27.97,82.26,51.26,31.44,9.06,13.2,48.29,9.61
09-03-2018,31.65,14.85,75.45,41.19,31.79,8.36,14.06,45.3,7.44
10-03-2018,25.26,15.41,47.05,31.44,30.19,5.79,33.86,42.08,9.29
11-03-2018,20.37,12.02,55.86,32.65,20.92,6.7,33.9,48.85,10.29
12-03-2018,16.54,10.68,65.27,34.97,24.38,32.2,33.06,56.16,9.79
13-03-2018,13.79,10.34,73.67,36.52,25.69,63.94,38.34,61.12,9.43
14-03-2018,15.38,11.68,87.49,77.86,27.97,62.19,38.12,51.65,7.47
15-03-2018,17.84,14.92,66.89,48.68,22.92,34.25,34.22,54.24,5.92
16-03-2018,15.29,13.71,62.19,28.47,23.98,26.55,24.53,45.46,5.45
17-03-2018,22.16,16.28,44.69,29.87,20.02,14.63,43.48,43.71,7.5
18-03-2018,25.18,16.28,41.03,26.57,20.64,10.85,35.1,39.58,8.61
19-03-2018,28.1,17.53,62.83,32.7,25.09,37.33,27.24,34.41,8.26
20-03-2018,34.02,18.53,82.08,31.04,29.2,23.1,28.34,44.5,9.7
21-03-2018,31.3,16.58,66.03,50.38,27.17,14.21,36.83,40.25,8.68
22-03-2018,38.75,15.48,41.53,34.95,34.8,13.4,30.71,33.77,6.61
23-03-2018,50.12,12.52,42.49,26.68,41.43,12.04,26.56,33.29,6.63
24-03-2018,28.5,9.04,44.39,27.29,43.32,7.04,20.32,43.21,7.86
25-03-2018,47.05,7.91,41.31,25.68,30.11,7.23,18.13,46.6,8.56
26-03-2018,31.84,11.67,51.42,28.35,23.68,10.05,26.01,65.21,10.22
27-03-2018,23.6,13.31,76,30.87,26.49,11.28,31.57,86.52,9.05
28-03-2018,33.78,13.96,79.52,63.85,24.05,12.35,23.28,40.83,8.31
29-03-2018,41.75,12.43,49.23,52.1,28.94,11.98,19.76,45.81,8.95
30-03-2018,34.17,11.16,58.22,45.75,23.3,6.24,18.9,42.69,6.01
31-03-2018,27.21,12.92,57.92,30.89,24.83,22.93,26.95,33.35,6.82
01-04-2018,17.49,13.7,46.42,52.33,19.08,17.85,25.96,31.74,6.69
02-04-2018,31.9,13.43,64.03,48.47,26.19,17.35,18.88,45.68,5.71
03-04-2018,49.37,13.71,66.35,64.6,24.93,16.89,17.04,39.32,7.43
04-04-2018,45.2,16.57,69.5,47.29,24.13,11.21,20.62,55.55,8.43
05-04-2018,51.07,14.11,76.02,36.46,22.52,9.59,23.79,43.27,6.71
06-04-2018,55.02,17.25,62.14,32.46,26.36,8.44,26.06,28.76,8.3
07-04-2018,33.33,17.41,50.39,30.99,32.78,7.72,24.67,39.97,7.38
08-04-2018,12.97,19.85,41.32,40.51,22.43,7.96,12.33,26.74,5.81
09-04-2018,10.6,16.58,53.81,37.22,28.67,9.22,33.42,28.75,6.2
10-04-2018,36.05,16.73,65.04,40.52,25.31,7.62,27.18,29.88,7.33
11-04-2018,43.24,18.24,41.68,35.64,20.42,8.5,24.95,34.97,7.21
12-04-2018,39.18,15.81,49.98,29.06,26.69,9.67,23.41,26.56,7.27
13-04-2018,41.42,20.6,64.81,32.57,21.17,12.78,29.83,38.41,10.05
14-04-2018,35.53,17.46,73.26,35.76,18.73,32.2,21.87,35.13,8
15-04-2018,17.16,14.52,75.59,43.54,20.46,14.25,22.81,35.45,8.47
16-04-2018,12.56,16.4,79.53,63.01,31.05,9.82,23.25,43.58,9.06
17-04-2018,32.3,18.98,69.28,51.87,23.94,9.66,27.44,38.92,9.84
18-04-2018,35.66,18.74,46.57,30.43,22.78,8.61,30.71,37.22,12.32
19-04-2018,18.62,18.85,62.47,37.42,32.35,7.61,22.62,48.99,8.92
20-04-2018,27.12,17.82,49.75,62.57,35.01,6.21,20.8,42.25,10.11
21-04-2018,41.59,19.04,35.73,29.7,38.23,8.22,17.99,30.89,9.72
22-04-2018,23.46,15.3,35.38,25.06,24.29,8.67,22.78,34.26,8.46
23-04-2018,22.84,15.93,43.95,29.31,17,7.22,23.51,34.61,9.24
24-04-2018,24.4,20.6,61.05,47.53,21.62,12.55,25.25,56.57,7.24
25-04-2018,29.28,49.33,77.25,80.39,17.69,30.04,22.65,71.45,8.88
26-04-2018,21.13,39.58,78.44,37.19,21.42,28,24.58,50.99,8.8
27-04-2018,30.23,23.4,54.16,28.77,21.56,30.51,15.3,50.85,9.88
28-04-2018,31.32,24.85,41.23,30.87,18.35,27.16,16.05,51.62,10
29-04-2018,26.98,21.08,48.22,31.32,18.74,21.84,19.56,40.97,8.64
30-04-2018,12.72,24.69,58.38,25.82,26.63,25.16,19.32,35.74,8.61
01-05-2018,9.9,64.31,41.04,28.5,20.1,21.59,20.39,41.2,7.16
02-05-2018,21.7,47.54,42.86,28.28,18.75,19.16,39.94,32.24,7.55
03-05-2018,31.13,25.05,40.96,27.84,16.39,17.5,48.21,30.48,9.16
04-05-2018,36.23,77.57,37.96,33.45,20.45,35.06,28.23,30.24,7.44
05-05-2018,18.98,59.62,55.93,33.16,18.07,30.21,21.68,40.5,7.47
06-05-2018,14.69,32.55,71.2,34.49,17.4,27.65,20.64,31.37,7.39
07-05-2018,32.23,30.08,76.02,40.14,17.24,32.8,24.92,34.22,8.33
08-05-2018,13.81,33.89,32.84,59,27.32,36.08,21.76,39.54,7.55
09-05-2018,19.63,41.88,56.74,26.89,22.67,40,22.62,31.34,9.36
10-05-2018,17.75,25.82,68.21,28.47,19.53,35.82,29.28,41.54,8.15
11-05-2018,18.71,22.08,75.54,45.82,18.67,13.81,17.59,43.12,7.71
12-05-2018,13.98,21.65,88.45,29.03,18.58,8.05,25.57,35.19,7.48
13-05-2018,13.73,20.18,44.1,25.92,19.38,6.09,19.79,34.29,6.96
14-05-2018,21.25,20.3,41.85,28.58,15.62,6.01,25.58,27.02,9.09
15-05-2018,18.25,20.89,43.92,34.12,14.76,22.46,38.16,30.82,10.45
16-05-2018,16.48,20.45,45.65,35.09,21.61,25.35,28.15,51.73,8.1
17-05-2018,15.82,20.26,44.55,26.18,26.17,19.01,20.2,48.58,7.1
18-05-2018,27.53,20.47,63.16,30.8,21.97,11.09,27.36,48.72,6.91
19-05-2018,34.28,19.43,81.75,28.54,23.1,7.76,23.52,14.57,6.06
20-05-2018,10.96,18.7,50.04,29.22,17.35,7.16,18.36,19.51,4.59
21-05-2018,19.8,21.56,48.33,41.6,18.72,7.16,21.87,16.62,3.19
22-05-2018,20.95,29.83,60.5,34.12,15.7,4.83,21.83,27.73,4.66
23-05-2018,26.25,21.94,86.18,27.68,19.55,3.72,17.1,39.64,8.85
24-05-2018,21.18,20.48,67.13,25.63,20.82,3.04,20.56,31.24,8.54
25-05-2018,21.53,19.86,63.04,32.67,18.88,24.46,16.65,58.58,11.59
26-05-2018,26.53,18.25,61.71,56.48,16.85,26.04,11,50.55,10.47
27-05-2018,27.37,18.71,57.05,31.7,16.54,18.38,16.04,37.31,6.89
28-05-2018,18.11,16.9,57.51,28.06,15.75,20.87,24.95,44.83,6.47
29-05-2018,17.52,16.78,66.84,22.9,17.59,31.38,20.21,28.58,6.53
30-05-2018,16.18,17.08,42.64,29.11,16.12,29.17,17.11,25.08,8.92
31-05-2018,17.21,17.04,44.17,34.78,15.51,28.66,13.24,30.82,10.54
01-06-2018,19.15,20.3,33.87,33.75,18.61,28.84,22.91,29.19,11.14
02-06-2018,24.13,19.9,35.13,21.65,21.68,31.2,24.94,27.64,10.85
03-06-2018,15.78,18.9,43.09,21.89,18.05,27.34,45.23,23.85,9.69
04-06-2018,16.36,18.57,38.57,22.07,19.01,38.95,15.09,26.62,11.47
05-06-2018,15.62,17.84,32.62,21.61,18.39,40.32,32.14,18.46,14.09
06-06-2018,15.45,20.84,33.05,21.02,17.68,39.64,29.49,19.44,10.11
07-06-2018,17.37,18.07,37.99,22.53,14.03,36.7,17.03,20.01,12.49
08-06-2018,16.94,17,36.1,22.24,13.55,27.75,28.74,23.36,7.38
09-06-2018,16.88,16.14,36.36,22.05,13.67,20.75,28.75,23.49,3.59
10-06-2018,20.16,15.87,38.52,19.79,13.49,14.96,30.91,21.46,3.16
