Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Visakhapatnam,Jaipur,Thiruvananthapuram
27-10-2019,23.05,34.75,68.91,46.27,11.8,7.35,47.34,63.45,1.74
28-10-2019,26.91,36.78,59.73,61.07,15.71,14.11,17.3,74.07,2.03
29-10-2019,27.53,56.01,86.74,57.93,17.77,17.68,14.43,84.16,1.65
30-10-2019,32.16,40.96,113.63,51.36,19.03,19.08,23.77,68.66,1.65
31-10-2019,26.76,42.24,123.63,61.41,13.88,15.13,43.48,64.42,1.93
01-11-2019,31.75,48.82,96.68,58.9,14.98,16.21,39.56,50.96,2.49
02-11-2019,30.28,22.08,61.32,69.53,18.73,17.36,43.67,35.6,2.47
03-11-2019,27.98,27.23,53.58,47.15,15.44,12.88,34.74,36.27,1.89
04-11-2019,46.01,26.57,51.48,41.39,17.28,12.37,51.98,46.83,2.11
05-11-2019,61.74,27.57,53.16,39.12,23.28,14.63,56.28,77.62,2.52
06-11-2019,53.01,26.64,81.72,46.3,24.61,14.99,38.15,48.42,2.57
07-11-2019,61.28,27.37,54.77,73.07,17.71,19.75,31.31,28.05,2.18
08-11-2019,47.34,26.41,73.74,70.2,21.6,22.23,77.19,33.67,2.26
09-11-2019,40.02,22.12,56.07,59.48,19.58,44.34,55.22,33.51,1.84
10-11-2019,31.84,24.79,56.41,42.04,17.44,55.73,33.73,35.2,1.68
11-11-2019,34.39,23.68,75.05,28.59,20.55,39.18,40.98,39.37,2.14
12-11-2019,27.22,25.55,83.09,43.45,17.74,72.61,30.8,37.62,2.93
13-11-2019,31.5,20.04,94.33,57.71,20.36,75.81,16.35,49.62,3.49
14-11-2019,32.14,13.12,114.67,73.59,18.43,74.46,18.83,42.32,3.35
15-11-2019,38.17,18.49,73.02,59.61,21.15,58.93,21.37,37.29,2.84
16-11-2019,33.07,20.74,45.36,55.69,20.91,49.82,23.55,42.66,2.18
17-11-2019,34.06,16.07,32.29,40.72,18.84,45.18,17.88,40.99,1.87
18-11-2019,36.43,15.25,49.47,35.22,21.34,43.74,14.96,43.07,2.53
19-11-2019,34.15,20.75,77.11,46.52,19.65,67.99,14.83,70.7,10.82
20-11-2019,33.42,16.8,106.76,36.42,23.25,75.24,16.04,57.93,17.46
21-11-2019,39.94,17.41,135.9,45.72,24.57,59.19,18.22,39.95,21.23
22-11-2019,36.86,16.06,113.99,40.9,25.3,89.3,20.15,47.89,19.49
23-11-2019,34.86,21.16,60.68,37.99,28.07,65.89,24.34,66.46,23.25
24-11-2019,20.72,18.43,42.87,32.58,25.13,56.45,48.58,51.7,16.26
25-11-2019,28.88,17.11,69.13,39.9,20.55,67.31,22.13,36.58,18.93
26-11-2019,32.97,26.56,73.89,71.13,15.71,50.29,18.13,48.22,24.32
27-11-2019,40.58,15.73,41.04,34.59,20.13,56.54,17.37,39.12,22.41
28-11-2019,35.02,22.02,27.14,26.59,30.01,106.91,18.36,41.64,21.79
29-11-2019,31.74,18.19,49.52,36.72,29.05,112.23,20.13,44.39,19.74
30-11-2019,27.09,18.24,56.55,31.14,26.28,57.23,17.81,44.81,20.08
01-12-2019,23.27,19.5,63.15,25.65,22.23,57.24,14.62,47.21,11.05
02-12-2019,24.48,19.5,77.73,31.56,19.45,98.01,18.18,58.9,17.62
03-12-2019,31.57,18,82.31,31.19,24.79,87.26,19.84,86.05,26.85
04-12-2019,28.23,15,107.88,60.23,25.8,119.3,20.84,99.62,26.66
05-12-2019,34.22,14.87,148.59,70.5,32.55,82.61,19.64,48.35,19.31
06-12-2019,31.36,17.05,103.48,67.92,32.85,37.31,25.23,61.78,16.84
07-12-2019,34.96,19.28,107.56,84.03,33.08,46.84,18.06,56.82,17.66
08-12-2019,26.74,26.23,137.04,59.6,29.65,57.49,16.04,67.66,14.57
09-12-2019,30.66,31.82,114.07,44.55,28.47,44.86,21.67,66.75,21.91
10-12-2019,28.35,24.72,115.07,59.81,31.49,38.43,44.11,88.16,20.7
11-12-2019,29.6,32.61,138.71,73.2,36.44,60.46,45.5,79.62,21.56
12-12-2019,27.89,21.33,76.85,58.51,30.6,31.44,54.98,35.13,20.5
13-12-2019,27.01,25.69,32.94,16,23.17,14.62,28.61,38.65,18.53
14-12-2019,27.35,31.9,43.17,18.03,24.88,13.84,16.72,34.56,14.52
15-12-2019,23.24,30.77,43.01,20.85,22.09,18.67,15.44,34.72,21.28
16-12-2019,27.99,25.96,36,15.41,27.36,13.89,17.03,33.14,23.97
17-12-2019,31.1,22.7,40.32,12.1,33.48,11.64,16.78,47.37,12.22
18-12-2019,34.26,24.6,48.79,13.78,37.04,11.77,16.91,67.99,23.3
19-12-2019,34.57,21.11,72.47,16.88,32.73,25.76,16.67,57.15,20.74
20-12-2019,37.72,20.82,66.4,29.06,38.9,30.178,16.34,67.34,21.16
21-12-2019,28.63,25.58,57.35,44.87,33.96,34.596,29.5,55.27,25.32
22-12-2019,25.64,22.47,36.7,25.65,28.6,39.014,17.06,38.33,18.84
23-12-2019,31.8,25.99,44.43,17.99,28.3,43.432,20.51,63.24,20.62
24-12-2019,31.31,25.04,64.46,17.81,24.29,47.85,24.62,40.83,32.04
25-12-2019,27.4,25.26,40.79,19.02,23.25,43.25,30.37,65.71,15.91
26-12-2019,29.65,30.75,41.2,24.25,24.52,39.17,46.34,96.58,15.81
27-12-2019,32.59,33.61,54.95,49.95,26.15,49.02,54.01,96.65,38.7
28-12-2019,27.78,32.37,83.47,57.03,28.11,49.18,21.25,82.95,28.18
29-12-2019,26.31,20.92,61.51,51.12,31.18,48.57,13.07,70.51,23.01
30-12-2019,27.79,18.99,79.04,49.67,26.86,64.26,21.58,55.85,23.22
31-12-2019,27.48,20.97,64.57,85.91,22.41,82.49,20.78,40.45,23.62
01-01-2020,26.74,18.7,135,118.48,19.3,81.09,17.06,33.18,20.09
02-01-2020,30.18,19.86,143.71,83.02,20.49,78.83,18.51,32.49,18.82
03-01-2020,26.92,20.62,131.13,61.45,18.87,70.31,15.18,44.62,23.57
04-01-2020,41.89,18.64,110.2,57.73,22.36,73.4,14.88,55.68,18.82
05-01-2020,29.52,13.3,54.3,46.25,24.59,52.81,12.18,69.22,15.92
06-01-2020,31.18,15.93,60.14,69.59,25.69,58.67,13.76,54.28,24.79
07-01-2020,32.13,15.99,46.56,78.58,21.53,84.61,16.93,35.02,28
08-01-2020,28.53,24.25,45.09,51.08,19.35,86.53,15.96,36.53,14.51
09-01-2020,32.74,26.55,31.03,39.14,22.57,62.86,61.67,34.16,21.74
10-01-2020,35.92,27.69,50.71,35.09,21.49,64.39,14.47,42.59,21.84
11-01-2020,28.01,30.05,69.66,66.13,29.49,73.54,17.42,69.15,25.34
12-01-2020,30.05,20.28,113.97,90.26,30.97,71.96,18.71,64.2,19.01
13-01-2020,41.27,22.56,84.22,43.38,33.07,91.2,54.02,56.52,22.24
14-01-2020,43.97,33.44,40.99,63.95,25.37,94.37,72.95,34.28,21.71
15-01-2020,37.49,20.74,54.26,82,15.62,98.56,42.92,29.3,20
16-01-2020,37.98,19.86,51.19,30.77,13.92,99.28,19.5,37.59,23.08
17-01-2020,43.73,18.78,49.2,51.64,19.17,69.02,15.46,61.39,20.17
18-01-2020,28.93,15.06,60.8,41.39,22.59,75.21,16.89,56.51,22.34
19-01-2020,25.93,22.8,36.38,38.53,22,81.16,28.09,49.87,20.12
20-01-2020,35.46,33.31,49.07,39,23.89,97.6,18.31,61.52,23.15
21-01-2020,33.87,30.54,83.32,80.41,24.07,141.74,12.78,33.96,20.99
22-01-2020,31.73,29.44,82.89,73.94,23.56,115.78,14.21,37.73,21.27
23-01-2020,30.61,23.65,33.47,34.1,31.09,99.05,42.87,45.77,22.52
24-01-2020,40.6,36.45,45.88,44.3,37.99,90.8,39.27,49.44,19.01
25-01-2020,49.87,33.21,84.2,64.83,36.22,119.9,45.89,90,20.7
26-01-2020,48.99,31.63,95.06,57.59,34.1,130.35,37.2,94.75,15.71
27-01-2020,46.01,29.51,116.25,72.79,30.46,131.91,12.72,36.02,17.9
28-01-2020,34.73,26.08,37.97,38.85,23.94,124.91,42.33,35.84,18.86
29-01-2020,38.26,21.46,48.65,17.61,28.53,96.2,30.68,38.02,21.31
30-01-2020,53.47,18.86,50.9,22.33,29.56,70.53,33.98,43.67,17.2
31-01-2020,35.68,18.27,53.46,30.3,30.84,90.82,21.91,45.15,19.26
01-02-2020,30.74,16.95,67.5,30.33,30.19,84.26,22.03,48.57,16.72
02-02-2020,23.37,13.98,54.17,30.67,22.65,73.98,14.34,41.75,15.36
03-02-2020,35.34,15.2,73.96,46.46,24.72,96.95,12.42,39.87,20.58
04-02-2020,33.89,17.53,115.76,71.28,24.15,161.95,43.31,34.34,18.92
05-02-2020,32.31,20.76,67.5,30.36,26.52,117.13,52.77,42.45,17.58
06-02-2020,37.61,32.42,60.54,42.4,29.82,163.1,21.18,43.42,16.31
07-02-2020,32.33,23.09,88.53,31.96,21.89,197.71,33.05,36.62,16.61
08-02-2020,30.83,18.18,54.41,44.47,24.59,165.36,11.31,40.92,17.3
09-02-2020,26.24,15.08,60.36,60.7,23.16,126.92,11.9,55.18,16.08
10-02-2020,26.76,15.14,82.69,52.76,23.63,115.49,13.71,80.83,19.62
11-02-2020,27.96,27.78,107.57,55.47,23.38,102.79,15,70.23,20.62
12-02-2020,27.32,28.76,64.65,49.52,27.32,64.03,16.65,68.55,15.94
13-02-2020,38.56,24.45,37.63,45.13,32.56,103.98,50.78,86.21,21.6
14-02-2020,49,24.59,30.48,24.24,52.12,113.68,28.9,44.09,27.09
15-02-2020,56.07,27.25,41.54,35.28,51.8,96.69,28.05,62.63,23.14
16-02-2020,32.5,21.01,70.95,44.98,34.66,152.09,22.19,92.47,19.38
17-02-2020,45.43,23.12,88.49,40.52,35.83,148.93,26.22,119.71,29.22
18-02-2020,38.88,34.56,67.21,32.47,33.53,108.66,24.13,135.91,25.09
19-02-2020,34.52,26.62,111.77,60.97,32.04,126.38,19.43,90.02,27.45
20-02-2020,34.36,22.64,32.65,25.81,21.75,127.25,10.92,34.97,29.23
21-02-2020,26.87,40.21,26.24,15.54,18.73,61.08,13.88,34.82,30.22
22-02-2020,26.23,15.94,50.12,20.03,21.61,72.16,14.56,33.16,30.14
23-02-2020,23.7,13.32,61.5,28.23,19.69,95.65,25.79,30.65,26.02
24-02-2020,28.15,19.03,51.6,29.39,20.91,81.91,25.88,42.84,30.68
25-02-2020,33.28,18.97,52.38,18.12,21.56,68.27,20.31,56.92,30.7
26-02-2020,30.32,14.06,78.58,25.11,26.33,93.46,22.62,40.15,27.43
27-02-2020,33.19,15.26,46.13,25.25,23.77,96.74,12.93,47.99,27.4
28-02-2020,29.54,16.35,26.32,30.59,19.28,79.46,23.69,35.85,31.28
29-02-2020,30.87,23.07,27.57,28.17,16.14,98.58,21.61,41.52,28.6
01-03-2020,21.37,14.59,41.36,23.27,17.73,96.77,22.98,25.74,20.74
02-03-2020,32.36,18.88,85.92,29.8,20.68,94.16,24.56,38.45,27.52
03-03-2020,35.82,25.41,71.98,26.55,17.39,111.01,28.8,37.78,31.6
04-03-2020,39.86,23.69,60.78,31.62,22.73,96.2,21.24,34.56,33.09
05-03-2020,30.95,22.63,28.54,21.35,27.67,80.49,12.38,27.95,37.12
06-03-2020,25.33,17.01,29.75,15.52,18.67,53.75,9.84,35.31,25.21
07-03-2020,28.22,19.21,34.85,15.38,21.69,70.27,10.19,50.35,15.69
08-03-2020,22.73,13.11,61.74,16.55,17.67,80.27,16.78,37.66,10.24
09-03-2020,24.69,18.79,34.79,17.5,18.72,67.04,13.74,38.91,12.49
10-03-2020,23.81,20.54,29.74,17.11,17.74,64.66,13.35,20.22,15.96
11-03-2020,27.1,17.42,24.99,19.34,20.78,67.25,14.45,25.5,17.83
12-03-2020,30.35,17.21,39.57,20.78,22.99,86.43,14.57,40.12,17.78
13-03-2020,30.03,28.29,49,16.11,19.82,84.2,11.85,51.48,19.63
14-03-2020,28.63,25.01,32.7,25.87,21.84,66.39,15.55,30.43,15.23
15-03-2020,23.19,19.31,46.69,28.06,21.68,57.98,17.16,30.67,12.35
16-03-2020,23.54,17.69,44.12,34.29,22.5,54.3,18.72,31.21,14.77
17-03-2020,22.33,16.23,48.87,45.35,22.98,57.58,22.04,44,15.24
18-03-2020,25.9,16.71,53.31,39.94,24.45,64.18,31.98,54.49,18.01
19-03-2020,27.94,18.85,59.24,32.38,24.66,58.24,45.87,48.53,15.9
20-03-2020,24.16,16.27,55.88,44.61,18.77,70.61,27.93,25.96,18.68
21-03-2020,32.76,16.23,54.04,26.71,19.21,79.79,24.88,28.98,15.88
22-03-2020,14.52,11.4,30.31,15.47,16.82,66.81,23.13,15.99,12.15
23-03-2020,20.75,13.48,25.31,15.56,12.92,64.96,17.39,19.12,12.5
24-03-2020,16.61,13.16,26.48,17.97,11.79,80.41,33.71,21.71,9.77
25-03-2020,11.41,9.79,22.57,14.18,11.53,66.72,21.35,15.89,10.05
26-03-2020,10.63,13.84,17.41,9.05,11.39,65.41,18.53,12.15,11.58
27-03-2020,11.22,9.8,15.89,12.92,11.2,64.28,19.62,12.8,11.17
28-03-2020,12.06,10.1,18.34,12.15,8.47,59.88,18.86,13.76,11.03
29-03-2020,14.05,13.3,16.42,10.26,11.3,25.29,17.81,12.51,9.53
30-03-2020,13.51,16.37,16.62,10.79,12.19,24.29,17.83,12.11,10.76
31-03-2020,11.79,13.7,18.01,11.2,14.38,64.97,18.82,18.65,10.18
01-04-2020,11.6,16.23,19.26,13.26,13.07,68.39,25.65,11.03,10.28
02-04-2020,10.93,13.84,17.72,10.17,12.85,62.84,28.43,10.98,9.85
03-04-2020,11.07,12.21,19.33,10.17,12.23,51.85,29.88,10.77,9.19
04-04-2020,10.79,12.6,21.19,9.6,13.49,53.03,26.03,16.84,11.04
05-04-2020,11.62,11.9,22.78,10.41,12.2,57.79,28.06,12.73,12.11
06-04-2020,11.77,13.82,22.68,9.2,13.41,51,28.59,13.24,13.71
07-04-2020,14.79,13.3,17.38,8.95,23.9,59.45,28.6,13.04,12.7
08-04-2020,14.46,11.87,16.51,12.6,21.26,72.57,25.79,12.48,12.09
09-04-2020,13.21,15.12,18.16,9.22,26.47,70.26,25.21,12.59,9.92
10-04-2020,11.44,17.08,23.3,10.61,22.02,46.09,26.86,14.13,10.94
11-04-2020,11.3,16.63,21.9,13.83,21.24,50.3,24.11,13.6,11.12
12-04-2020,12.7,14.87,14.66,12.23,15.09,46.05,26.45,12.76,8.44
13-04-2020,16.92,16.04,19.83,14.6,14.06,49.13,27.86,23.26,10.89
14-04-2020,16.73,12.73,22.96,17.62,13.94,42.84,27.71,18.21,10.24
15-04-2020,14.7,12,24.05,13.63,13.43,54.86,28.58,19.22,9.68
16-04-2020,13.63,13.09,25.66,15.56,13.75,51.46,30.61,12.67,10.07
17-04-2020,13.36,11.22,16.95,19.69,15.53,50.49,27.13,12.55,10.11
18-04-2020,12.25,11.66,17.02,11.4,17.34,47.22,25.73,15.04,9.38
19-04-2020,11.63,11.62,20.82,13.81,17.97,39.22,30.24,12.42,9.55
20-04-2020,11.72,9.88,25.55,9.47,18.67,50.14,29.22,13.26,9.71
21-04-2020,13.46,10.05,19.57,8.87,21.48,48.5,27.59,13.87,12.1
22-04-2020,11.49,13.87,24.17,10.81,18.57,47.55,20.05,14.74,12.05
23-04-2020,13.28,15.98,22.92,14.66,17.87,42.53,21.92,14.29,11.93
24-04-2020,15.61,15.03,24.87,10.23,16.45,55.3,18.97,18.71,9.99
25-04-2020,15.19,15,19.91,10.94,17.63,44.52,16.02,12.98,13.06
26-04-2020,13.11,15.7,17.77,7.53,15.56,54.83,13.07,17.25,10.66
27-04-2020,14.32,12.96,16.38,8.48,16.13,57.37,12.95,14.7,12.48
28-04-2020,13.01,11.52,20.03,8.54,15.18,58.88,7.24,14.18,13.8
29-04-2020,13.47,11.52,22.66,8.89,16.46,69.42,10.82,12.29,13.35
30-04-2020,17.17,16.53,20.45,9.66,16.33,61.62,9.74,15.01,13.56
01-05-2020,14.65,9.36,20.45,7.72,15.54,92.02,10.83,17.28,11.8
02-05-2020,15.24,7.96,19.49,7.62,18.8,90.23,13.11,16.14,11.75
03-05-2020,16.81,7.73,21.57,7.91,18.2,76.55,15.15,13.16,7.91
04-05-2020,17.75,6.95,20.79,10.16,14.89,76.8,9.1,12.94,23.24
05-05-2020,17.24,8.02,24.06,8.83,17.35,53.63,8.43,11.81,33.73
06-05-2020,16.58,9.68,25.58,9.15,15.19,44.36,12.5,15.13,34.8
07-05-2020,17.08,9.18,18.92,8.98,15.26,71.38,10.73,19.46,35.5
08-05-2020,16.68,8.67,20.69,11.11,15.87,53.76,12.07,18.06,33.45
09-05-2020,15.16,7.99,19.17,10.16,14.83,54.67,7.95,18.45,35.24
10-05-2020,13.74,9.5,14.47,7.76,18.09,54.28,13.44,16.1,30.83
11-05-2020,14.33,9.72,15.6,10.81,20.61,65.15,8.87,15.96,33.99
12-05-2020,14.61,10.02,14.62,10.83,19.37,55.05,7.91,20.34,24.11
13-05-2020,14.5,9.07,16.74,12.56,16.92,76.54,9.15,19.77,9.56
14-05-2020,16.02,12.7,21.86,12.24,15.62,66.61,8.43,16.7,13.08
15-05-2020,16.78,20.87,18.9,15.48,16.59,55.68,8.78,16.94,15.27
16-05-2020,17.24,12.81,19.89,15.27,17.99,73.86,6.11,15.54,14.13
17-05-2020,12.56,15.85,26.01,18.66,19.68,91.79,7.07,19.86,9.96
18-05-2020,11.92,18.39,29.28,19.06,17.21,76.16,10.97,19.01,14.04
19-05-2020,13.59,22.97,38.49,18.93,19.56,57.23,16.46,23.42,14.03
20-05-2020,15.4,21.31,25.93,15.16,20.28,55.07,40.98,17.25,15.48
21-05-2020,16.17,18.62,25.81,13.92,22.31,54.62,27.74,27.37,14.99
22-05-2020,16.51,17.82,40.17,12.97,25.41,54.39,24.12,30.97,15.45
23-05-2020,15.53,15.94,37.85,9.22,22.82,58.97,14.25,18.39,14.7
24-05-2020,13.26,16.33,21.76,13.12,17.02,39.45,11.8,17.87,10.44
25-05-2020,17.08,16.23,25,15.61,15.57,30.01,13.59,18.53,16.38
26-05-2020,16.95,16.14,37.41,15.95,15.44,11.16,12.06,19.82,17.08
27-05-2020,18.77,18.62,21.37,13.41,15.94,11.37,11.9,19.99,17.23
28-05-2020,16.36,18.71,13.26,8.86,17.03,11.81,12.23,19.25,16.15
29-05-2020,17.14,21.64,14.69,9.12,15.88,13.18,13.61,16.35,14.93
30-05-2020,17.45,15.08,14.11,10.25,15.62,18.18,27.93,16.52,14.94
31-05-2020,10.32,12.57,13.15,10.77,19.32,13.99,14.92,17.65,8.54
01-06-2020,9.4,17.89,17.6,12.7,21.23,11.71,12.15,18.78,13.12
02-06-2020,10.18,16.95,19.94,16.23,16.75,23.73,12.6,21.25,18.25
03-06-2020,10.9,16.64,21.64,20.08,14,27.13,20.59,20.31,12.28
04-06-2020,13.01,15.78,29.57,15.36,13.16,54.39,22.18,21.74,17.32
05-06-2020,18.98,19.15,20.45,14.22,15.07,35.29,24.69,19.71,18.52
06-06-2020,16.43,18.93,16.37,14.95,14.47,45.29,22.56,24.7,10.6
07-06-2020,12.94,20.39,17.92,13.44,13.89,46.35,20.66,19.36,7.37
08-06-2020,15.43,21.97,21.44,15.53,14.29,42.41,27.26,24.27,15.09
09-06-2020,16.43,21.03,28.36,17.66,13.92,50.18,30.35,21.12,9.2
10-06-2020,17.72,15.9,35.09,13.81,16.09,43.94,27.38,21.88,14.88
11-06-2020,16.75,18.3,30,13.79,17.06,34.96,35.79,19.56,23.87
12-06-2020,15.48,20.6,29.74,10.62,15.04,48.94,35.52,20.83,23.12
13-06-2020,16.68,21.63,22.93,10.55,13.7,35.51,22.6,21.62,16.28
14-06-2020,14.6,22.91,22.01,10.09,14.15,12.47,20.43,19.03,11.95
15-06-2020,15.5,18.82,21.79,11.5,14.57,19.3,22.97,20.81,17.64
16-06-2020,15.94,22.1,19.98,9.23,12.66,23.62,26.81,18.22,19.7
17-06-2020,17.22,24.29,14.73,12.46,13.65,25.83,24.23,16.06,19.56
18-06-2020,16.54,27.99,15.69,9.9,13.77,27.81,26.79,21,17.99
19-06-2020,15.89,23.72,15.57,9.18,15.44,24.26,26.1,16.93,14.82
20-06-2020,14.97,22.61,17.92,9.3,14.55,28.38,22.46,15.75,17.46
21-06-2020,14.83,21.18,19.89,9.59,15.65,25.68,25.78,16.33,12.11
22-06-2020,17.28,18.09,17.46,9.31,15.23,33.47,27.06,18.65,15.98
23-06-2020,17.11,23.05,15.33,12.35,16.53,36.15,19.92,17.77,19.22
24-06-2020,16.98,16.05,15.72,19.87,17.75,33.97,13.12,17.57,16.73
25-06-2020,19.1,20.56,21.17,22.33,17.73,28.9,13.09,20.25,17.71
26-06-2020,15.57,13.96,21.75,17.02,14.59,24.65,17.19,21.85,14.67
27-06-2020,13.07,19.59,22.47,17.78,15.39,22.28,19.54,18.14,12.46
28-06-2020,10.58,16.39,23.86,17.6,14.89,36.76,16.53,17.2,9.57
29-06-2020,12.94,16.74,21.94,18.87,17.09,47.69,18.33,19.5,12.88
30-06-2020,15,20.29,15.44,11.95,14.59,52.04,18.8,16.94,12.41
01-07-2020,14.83,16.44,16.81,6.73,16.13,57.72,14.05,14.16,2.58
