Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Gurugram,Jaipur,Thiruvananthapuram
15-10-2019,23.94,42.02,53.79,35.32,23.86,47.62,48.5,15.67
16-10-2019,25.81,31.95,55.69,33.1,25.33,50.6,52.1,21.96
17-10-2019,20.66,29.34,49.68,36.99,17.79,52.32,63.12,20.8
18-10-2019,24.17,30.63,42.7,27.79,18.67,48.88,56.63,18.36
19-10-2019,20.61,29.19,43.23,26.61,21.13,55.13,43.18,25.87
20-10-2019,26.13,32.64,33.47,23.94,18.41,40.47,51.21,28.29
21-10-2019,22.97,27.49,36.8,29.96,20.2,42.63,40.89,25.61
22-10-2019,22.81,28.67,39.48,28.34,14.93,38.25,38.57,30.12
23-10-2019,17.5,36.29,44.15,26.49,14.48,37.95,30.96,26.67
24-10-2019,21.49,33.34,57.94,26.03,12.59,47.8,53.36,26.54
25-10-2019,19.33,32.03,52.25,32.01,13.74,57.02,58.26,25.26
26-10-2019,19,30.06,50.59,26,15.61,44.97,50.67,23.88
27-10-2019,20.17,32.75,47.27,26.24,17.96,50.71,42.25,27.95
28-10-2019,18.21,27.69,42.79,28.37,20.95,46.49,41.49,26.25
29-10-2019,20.89,33.76,33.2,26.64,19.55,27.04,42.53,27.21
30-10-2019,27.66,28.51,34.86,24.85,19.73,32.35,45.68,31.97
31-10-2019,35.18,30.92,38.29,24.81,20.34,35.38,49.6,39.53
01-11-2019,41.88,29.3,49.77,37.76,19.96,41.66,48.71,27.43
02-11-2019,30.92,30.83,35,49.12,20.79,20.41,60.74,30.05
03-11-2019,34.6,36.51,33.91,55.48,23.74,13.47,45.06,34.48
04-11-2019,38.89,44.21,36.82,47.57,27.88,21.81,40.66,36.96
05-11-2019,34.78,46.2,39.23,41.37,28.26,27.86,38.39,37.51
06-11-2019,55.74,45.94,29.77,24.88,27.88,32.48,49.84,41.04
07-11-2019,54.15,47.64,23.72,29.59,31.05,19.44,54.77,40.88
08-11-2019,42.01,55.69,32.33,32.97,28.77,26.65,63.63,32.8
09-11-2019,41.92,53.69,30.42,31.36,32.63,23.92,62.47,35.34
10-11-2019,41.1,53.81,38.5,26.51,38.45,30.41,68.85,32.36
11-11-2019,57.13,43.01,42.35,39.84,27.21,32.4,66.41,38.87
12-11-2019,46.59,31.9,48.8,47.48,32.11,35.2,70.64,34.03
13-11-2019,43.84,41.66,39.52,42.41,34.16,32.69,64,35.31
14-11-2019,38.82,43.38,26.54,54.08,34.65,24.67,68.85,28.46
15-11-2019,18.93,38.96,37.71,47.44,30.76,50.9,47.29,34.36
16-11-2019,21.06,38.12,31.94,44.06,30.5,38.4,51.04,24.68
17-11-2019,36.16,51.76,27.01,41.61,34.73,35.4,50.32,27.76
18-11-2019,30.81,29.15,30.33,42.89,41.27,42.12,43.58,31.24
19-11-2019,25.97,28.85,31.56,39.72,44.86,33.71,38.21,25.21
20-11-2019,23.22,22.78,38.99,51.19,35.3,44.37,48.96,28.4
21-11-2019,29.31,27.28,48.43,48.28,30.22,47.46,66.03,24.04
22-11-2019,32.59,27.26,41.54,42.84,29.72,44.57,60.61,27.77
23-11-2019,36.87,23.1,25.58,38.32,26.43,34.2,45.18,17.12
24-11-2019,47.58,33.32,29.6,43.71,30.62,47.76,46.3,32.53
25-11-2019,37.89,31.05,31.86,47,32.54,35.98,60.28,29.64
26-11-2019,43.3,33.72,39.21,49.53,32.79,30.19,61.13,33.3
27-11-2019,34.88,39.18,30.2,50.64,28.08,31.37,66.26,32.06
28-11-2019,30.99,32.91,28.72,49.72,27.41,35.71,62.43,29.61
29-11-2019,24.82,27.3,24.66,35.63,28.58,27.64,35.12,27.88
30-11-2019,19.8,31.58,23.38,30.34,24.91,26.31,51.42,22.96
01-12-2019,18.54,33.27,32.28,45.73,23.4,34.45,56.94,24.27
02-12-2019,22.64,23.57,32.54,49.6,22.17,34.14,55.6,27.85
03-12-2019,28.88,26.08,32.57,56.45,20.1,38.16,44.5,21.71
04-12-2019,44.53,34.43,33.48,46.86,30.71,38.59,41.07,26.59
05-12-2019,42.62,33.57,42.41,41.39,27.09,44.68,72.92,32.49
06-12-2019,40.61,33.97,32.34,28.97,30.81,36.28,61.14,58.08
07-12-2019,30.49,20.01,33.69,26.27,33.25,34.34,52.82,39.31
08-12-2019,28.46,20.11,32.51,22.69,27.28,34.74,54.34,40.55
09-12-2019,29.65,19.98,29.47,24.75,24.99,33.01,64.27,43.46
10-12-2019,33.44,20.15,38.14,15.74,24.18,35.58,46.63,45.3
11-12-2019,31.81,24.04,41.46,18.73,26.62,39.18,51.47,40.34
12-12-2019,37.02,24,44.13,16.58,23.84,40.94,79.11,42.26
13-12-2019,35.09,22.78,29.14,19.93,26.76,22.46,37.08,41.61
14-12-2019,28.77,22.61,22.94,20.46,26.37,21.17,41.45,32.31
15-12-2019,34.2,26.83,22.96,17.99,27.3,25.94,42.13,31.46
16-12-2019,30.69,26.19,22.1,18.38,25.47,25.34,40.94,40.86
17-12-2019,30.3,35.26,24.27,18.36,24.37,27.62,30.83,43.04
18-12-2019,32.35,29.67,32.08,17.47,24.3,31.24,33.53,47.89
19-12-2019,26.97,33.87,28.22,13.58,25.57,28.39,36.13,38.84
20-12-2019,28.4,36.82,29.05,12.75,25.49,31.68,34.8,29.93
21-12-2019,37.53,33.86,23.62,17.22,31.18,23.62,35.94,39.35
22-12-2019,45.17,38.89,21.48,13.55,28.57,23.49,38.69,46.2
23-12-2019,43.35,32.21,23.8,12.52,30.37,26.71,35.59,42.96
24-12-2019,37.89,28.38,28.17,11.28,32.49,29.28,47.06,38.6
25-12-2019,32.38,33.18,21.13,11.47,34.33,21.96,32.49,46.83
26-12-2019,43.66,27.5,25.73,16.71,29.67,23.43,28.11,47.93
27-12-2019,39.42,24.11,27.55,34.48,26.83,29.85,29.57,29.09
28-12-2019,37.81,28.28,27.92,25.59,31.39,26.6,36.27,37.06
29-12-2019,43.5,33.22,35.11,29.92,32.58,31.52,29.6,44.11
30-12-2019,44.92,35.08,26.44,29.28,36.01,24.64,37.5,43.56
31-12-2019,45.78,36.95,28.07,26.22,30.96,28.33,30.58,40.43
01-01-2020,37.39,24.79,39.58,26.13,28.71,39.32,54.13,42.93
02-01-2020,33.11,21.31,36.5,23.98,22.23,30,54.38,37.71
03-01-2020,32.98,25.52,27.82,19.37,22.63,17.93,41.04,34.07
04-01-2020,37.35,28.4,29.94,20.27,27.61,20.99,36.18,46.14
05-01-2020,45.1,30.88,30.21,19.38,29.06,26.11,30.41,43.66
06-01-2020,25.22,25,21.99,19.15,26.58,14.87,32.81,36.49
07-01-2020,28.66,28.97,22.82,18.09,27.64,19.03,50.94,35.13
08-01-2020,47.48,29.73,17.63,22.01,26.31,9.61,34.35,35.46
09-01-2020,45.49,27.67,22,28.78,20.13,20.76,45.67,40.21
10-01-2020,39.61,28.3,27.25,29.36,30.67,28.33,50.83,33.62
11-01-2020,40.4,27.22,30.98,30.66,29.76,32.18,40.1,46.81
12-01-2020,37.47,32.45,32.47,30.04,29.52,28.24,46.56,50.65
13-01-2020,46.68,33.52,27.98,24.18,32.27,24.61,37.9,51.15
14-01-2020,47.83,35.37,21.62,34.9,41.27,18.3,44.74,58.43
15-01-2020,55.92,33.57,26.19,17.6,36.53,20.05,47.5,58.14
16-01-2020,59.83,33.34,18.63,30.7,33.42,10.41,48.08,54.89
17-01-2020,43.88,26.76,18.97,30.24,25.51,15.35,39.04,54.29
18-01-2020,24.91,29.02,19.93,16.38,25.43,20.46,39.97,46.57
19-01-2020,29.97,26.29,25.86,14.33,25.09,39.73,50.48,38.07
20-01-2020,35.59,26.38,24.64,20.22,25.95,31.63,46.14,29.1
21-01-2020,36.29,31.09,27.6,23.55,28.47,30.6,53.34,34.92
22-01-2020,32.1,34.26,24.63,21.36,27.79,26.71,54.89,37.51
23-01-2020,31.17,34.64,27.73,28.89,23.8,44.71,49.54,33.38
24-01-2020,29.94,32.88,30.53,29.38,21.9,57.14,43.67,36.8
25-01-2020,30.14,34.13,26.8,28.27,24.01,41.64,39.26,41.96
26-01-2020,36.55,33.78,32.7,23.44,26.27,28.19,38.55,52.55
27-01-2020,42.71,31.54,26.6,23.99,29.09,18.13,58.51,53.33
28-01-2020,47.28,33.41,23.29,34.09,36.31,17.76,45.97,53.45
29-01-2020,50.62,26.05,23.96,36.45,27.33,23.66,53.34,52.46
30-01-2020,37.97,21.78,24.23,29.62,32.23,23.65,44.68,53.25
31-01-2020,47.97,32.79,24.36,28.41,33.28,27.43,42.47,56.73
01-02-2020,43.71,28.75,29.22,24.82,23.6,25.48,48.61,51.58
02-02-2020,39.98,23.73,29.69,26.28,22.37,28.89,56.42,55.43
03-02-2020,32.47,20.76,33.94,23.89,19.82,28.47,54.92,47.23
04-02-2020,32,26.69,41,24.37,22.31,26.02,64.82,44.03
05-02-2020,34.73,30.7,32.03,26.77,20.87,39.12,65.6,41.08
06-02-2020,41.55,33.97,33.75,25.75,22.55,44.36,52.03,46.71
07-02-2020,41.16,27.6,34.75,35.96,28.54,43.74,62.78,40.6
08-02-2020,38.36,29.24,35.72,26.75,22.27,52.62,62.17,48.19
09-02-2020,34.35,31.94,36.29,26.62,17.12,50.82,51.55,51.13
10-02-2020,32.75,34.11,31.92,28.12,24.04,45.46,43.28,52.3
11-02-2020,34.75,28.62,37.22,27.96,30.41,41.76,61.41,46.07
12-02-2020,34.6,30.14,37.86,29.97,27.5,52.01,56.7,44.08
13-02-2020,34.92,23.31,36.8,24.55,28.73,59.5,49.06,43.74
14-02-2020,45.01,37.77,43.62,26.94,25.32,60.62,58.76,48.64
15-02-2020,46.99,31.92,42.21,23.03,27.56,41.7,47.75,50.41
16-02-2020,49.12,21.95,40.01,24.11,34.95,36.29,46.34,46.08
17-02-2020,42.21,18.31,38.6,25.15,29.88,25.93,36.29,52.61
18-02-2020,47.44,24.7,42.7,39.35,29.11,23.02,36.74,63
19-02-2020,49.57,24.71,44.29,40.48,32.27,28.43,49.74,69.11
20-02-2020,38.42,27.14,55.32,55.78,31.14,62.28,58.24,55.25
21-02-2020,40.89,16.21,39.58,55.98,32.66,37.34,54.19,43.76
22-02-2020,37.76,20.66,32.03,37.41,28.48,26.27,48.74,47.92
23-02-2020,49.19,26.85,35.15,21.28,29.68,30.42,61.16,55.44
24-02-2020,43.59,23.61,33.36,26.32,32.78,37.23,59.99,42.28
25-02-2020,50.22,28.52,35.32,39.24,31.4,32.57,51.19,51.43
26-02-2020,36.49,39.14,38.64,37.33,34.42,33.78,65.03,54.66
27-02-2020,41.29,31.47,36.36,35.12,36.84,33.45,67.06,51.53
28-02-2020,46.4,36.16,41.53,42.81,35.27,57.46,64.07,46.5
29-02-2020,47.04,38.15,37.35,47.24,33.3,54.76,64.28,52.67
01-03-2020,49.93,50.11,39.84,42.76,33.69,58.03,72.11,50.62
02-03-2020,48.39,26.4,36.64,37.2,29.23,45.68,70.56,47.03
03-03-2020,61.01,43.88,32.39,38.34,29.24,39.54,72.23,35.92
04-03-2020,52.01,34.39,41.77,42.33,26.06,44.57,75.54,29.52
05-03-2020,53.06,20.27,36.98,38.37,29.33,51.61,66.29,31.83
06-03-2020,50.82,21.65,33.52,38.6,21.86,47.23,54.62,27.06
07-03-2020,37.49,24.05,35.47,39.7,23.93,38.14,40.75,24.6
08-03-2020,40.31,21.36,34.59,37.03,23.97,35.2,62.14,30.78
09-03-2020,45.57,20.12,34.54,36.14,18.94,42.54,64.83,37.24
10-03-2020,50.57,27.37,47.66,31.35,21.56,53.14,76.3,39.97
11-03-2020,50.73,34.46,42.36,35.62,21.78,58.4,73.03,40.62
12-03-2020,49.83,29.98,34.27,45.8,21.14,40.31,53.33,44.33
13-03-2020,42.26,21.73,37.42,34.83,20.64,40.26,51,50.3
14-03-2020,38.8,21.6,29.17,29.84,20.47,38.98,67.46,47
15-03-2020,49.32,30.14,37.25,34.5,22.61,50.33,66.38,43.06
16-03-2020,36.51,21.02,38.38,31.11,19.88,47.56,87.83,45.65
17-03-2020,31.85,30.61,40.59,31.53,20.94,52.03,76.5,41.94
18-03-2020,39.28,49.4,41.73,34.27,20.74,46.04,71.2,41.09
19-03-2020,55.4,40.15,43.16,39.61,24.86,50.39,69.56,45.49
20-03-2020,53.12,31.17,48.23,44.36,29.44,60.03,86.07,45.88
21-03-2020,59.91,45.38,43.19,38.06,28.78,57.23,77.24,42.77
22-03-2020,48.99,46.53,47.67,35.96,26.93,55.11,88.19,45.7
23-03-2020,42.02,31.28,46.48,37.21,28.82,50.47,72.65,40.42
24-03-2020,39.76,35.18,38.23,34.65,28.26,43.6,59.98,42.23
25-03-2020,38.24,37.16,32.11,31.82,28.67,38.79,47.16,38.14
26-03-2020,35.05,36.81,30.59,37.84,29.13,36.85,45.6,42.63
27-03-2020,35.6,33.97,27.38,25.53,33.42,38.52,35.1,53.93
28-03-2020,36.29,16.33,25.06,32.18,36.97,42.37,38.85,49.23
29-03-2020,37.19,34.65,35.75,38.54,36.94,54.46,53.13,36.25
30-03-2020,41.31,33.94,40.26,42.16,36.78,58.39,52.62,35.2
31-03-2020,42.69,35.24,40.96,37.28,37.4,63.43,44.5,40.33
01-04-2020,41.52,36.35,35.06,27.68,35.46,54.79,45.57,36.55
02-04-2020,46.12,37.84,39.47,33.27,33.65,61.46,46.11,38.57
03-04-2020,49.16,38.03,46.82,35.36,31.37,66.52,47.78,46.56
04-04-2020,43.88,38.31,41.26,33.08,26.57,58.64,41.64,44.84
05-04-2020,39.66,37.64,44.55,29.91,27.81,53.97,48.18,37.6
06-04-2020,42.79,32.83,44.16,31.38,25.48,54.3,51.63,30.17
07-04-2020,42.61,30.45,42.65,27.77,34.09,61.31,54.99,34.58
08-04-2020,52.65,34.11,45.8,27.87,36.03,62.85,53.07,51.56
09-04-2020,48.84,32.83,48.34,30,29.65,67.87,56.44,46.01
10-04-2020,47.67,37.08,40.36,37.27,28.05,50.44,53.28,39.11
11-04-2020,45.02,30.16,49.51,29.1,23.3,60.63,50.51,35.92
12-04-2020,47,33.51,50.15,24.84,24.1,67.11,52.32,39.28
13-04-2020,46.22,36.84,41.07,18.6,29.34,53.63,39.86,43.58
14-04-2020,46.63,41.74,40.74,22.11,33.8,47.71,48.44,40.95
15-04-2020,46.04,36.82,38.22,20.48,34.56,45.18,43.41,36.84
16-04-2020,43.3,35.94,41.87,22.13,33.93,55.51,51.39,36.95
17-04-2020,41.22,33.55,53.53,19.8,29.02,73.94,50.1,40.74
18-04-2020,39.05,33.46,49.14,21.16,24.66,71.23,45.98,42.84
19-04-2020,36.3,37.03,40.53,21.52,24.31,62.46,58.19,28.32
20-04-2020,32.7,35.57,32.67,19.7,21.8,37.77,52.65,29.78
21-04-2020,31.78,38.09,48.56,22.41,20.2,66.92,58.62,32.43
22-04-2020,34.71,36.05,46.94,23.51,23.58,62.97,65.96,33.23
23-04-2020,38.1,34.28,43.99,24.39,23.42,55.3,53.95,29.95
24-04-2020,34.36,37.53,47.98,33.12,23.95,63.8,42.34,30.46
25-04-2020,30.95,41.7,54.53,24.99,24.59,73.49,48.04,30.76
26-04-2020,37.25,34.53,47.16,23.97,25.52,62.13,42.95,35.45
27-04-2020,33.06,37.34,53.43,23.11,26.87,67.03,49.23,42.41
28-04-2020,33.9,38.1,58.96,23.16,23.68,74.53,59.58,44.55
29-04-2020,30.77,45,58.57,23.39,29.77,66.09,64.5,38.97
30-04-2020,32.26,42.2,59.55,31.42,32.53,70.1,51.56,39.23
01-05-2020,40.97,50.88,56.81,28.24,27.21,79.99,43.9,34.11
02-05-2020,38.88,46.97,60.45,26.78,30.87,91.17,40.61,40.83
03-05-2020,39.28,45.9,49.04,28.22,30.42,72.95,51.96,38.72
04-05-2020,42.46,41.28,50.56,19.64,32.53,64.94,49.42,36.06
05-05-2020,43.07,42.79,52.12,21.55,32.74,67.79,52.07,42.54
06-05-2020,38.88,47.7,53.95,26.63,31.28,74.54,56.17,37.83
07-05-2020,34.69,43.98,73.11,33.77,26.6,83.29,53.48,29.32
08-05-2020,31.87,48.61,74.28,40.69,29.18,92.2,59.21,24.44
09-05-2020,30.1,42.92,76.32,44.38,31.69,100.91,50.36,26.44
10-05-2020,34.13,46.44,63.71,38.5,26.82,83.27,54.73,30.16
11-05-2020,35.18,40.83,64.6,33.78,27.77,70.79,58.73,24.78
12-05-2020,26.07,45.26,64.1,34.29,24.41,78.92,52.76,26.32
13-05-2020,27.46,43.23,52.2,31.25,25.87,73.47,57.77,27.01
14-05-2020,33.15,48.56,50.22,22.81,25.8,67.65,67.13,28.47
15-05-2020,25.11,43.18,53.08,22.08,27.84,77.07,76.26,34.35
16-05-2020,32.49,38.92,63.12,21.61,30.88,89.44,88.66,43.58
17-05-2020,36.41,39.6,59.79,22.52,31.95,63.65,69.98,48.44
18-05-2020,35.55,43.39,53.55,26.95,35.11,61.06,75.42,47.64
19-05-2020,27.88,48.74,57.05,28.31,33.8,61.72,67.08,37.95
20-05-2020,26.03,46.54,62.34,28.45,29.47,71.92,87.55,31.41
21-05-2020,26.55,57,62.56,35.42,32.1,71,68.88,32.17
22-05-2020,34.42,60.89,55.45,39.65,28.72,53.74,43.33,35.45
23-05-2020,39.84,46.91,41.87,36.74,35.2,51.48,46.8,25.23
24-05-2020,27.7,49.94,53.31,33.04,43.37,55.27,48.84,32.04
25-05-2020,33.26,49.76,54.74,31.37,38.23,55.55,47.5,21.75
26-05-2020,34.72,41.21,38.73,38.78,37.5,34.74,43.71,25.07
27-05-2020,26.83,39.81,66.77,37.29,40.38,69.11,48.85,27.19
28-05-2020,27.7,38.64,55.92,36.68,32.09,73.51,61.95,27.9
29-05-2020,25.16,57.6,47.48,36.09,30.78,70.04,82.35,24.31
30-05-2020,24.01,62,50.29,29.22,32.56,62.58,70.86,26.96
31-05-2020,25.66,47.36,42.29,26.35,25.41,64.29,65.28,34.17
01-06-2020,20.96,49.45,50.57,38.02,30.2,72.06,74.05,23.69
02-06-2020,17.46,53.61,50.06,40.95,29.86,64.49,75.03,16.83
03-06-2020,19.62,59.22,52.16,37.94,18.84,64.22,69.32,14.84
04-06-2020,17.73,60.66,39.14,39.31,21.39,52.81,63.54,8.66
05-06-2020,18.92,55.1,44.83,37.11,20.05,57.47,72.53,9.92
06-06-2020,18.22,52.89,51.46,30.8,17.59,64.64,71.75,23.05
07-06-2020,14.91,56.57,45.4,36.71,17.98,64.41,61.08,27.2
08-06-2020,16.9,46.75,51.77,34.27,16.57,64.5,54.43,24.13
09-06-2020,16.73,55.54,49.14,42.58,20.04,74.49,57.35,20.87
10-06-2020,15.65,41.46,40.8,51.12,17.59,65.41,51.3,19.07
11-06-2020,12.9,46.53,40.63,44.3,13.48,67.71,54.61,16.1
12-06-2020,15.56,52.79,43.37,42.83,15.47,93.6,70.47,12.38
13-06-2020,15.52,51.41,34.95,47.41,16.2,91.81,78.89,17.69
14-06-2020,13.54,52.51,38.86,45.48,17.74,93.14,72.98,23.68
15-06-2020,16.22,51.3,48.39,48.03,15.24,94.84,71.61,21.01
16-06-2020,16.51,56.23,51.4,51.25,13.05,81.32,76.8,17.99
17-06-2020,13.01,53.18,48.72,46.7,14.37,79.58,74.1,15.06
18-06-2020,12.63,73.43,47.98,51.53,13.99,69.32,53.48,19.28
19-06-2020,12.34,52.41,40.95,48.21,12.04,62.43,56.55,20.45
20-06-2020,14.16,61.97,36.24,54.11,13.86,55.44,59.19,20.2
21-06-2020,13.37,59.9,33.92,49.52,14.47,66.63,45.49,20.74
22-06-2020,13.04,71.42,42.76,49.16,15.94,79.1,53.53,23.96
23-06-2020,17.72,69.77,28.64,47.86,16.49,54.24,64.22,26.45
24-06-2020,18.26,70.18,24.77,47.33,20.81,49.35,46.24,23.23
25-06-2020,19.58,69.8,25.92,42.23,23.48,45.86,45.26,27.5
26-06-2020,19.53,66.85,24.82,46.84,24.41,32.75,39.55,30.8
27-06-2020,15.69,68.51,18.88,56.36,24.22,19.54,39.12,29.89
28-06-2020,17.59,77.45,18.05,56.4,22.25,17.28,34.4,27.73
29-06-2020,16.99,62.57,26.61,43.61,19.98,36.5,39.21,25.61
30-06-2020,16.08,68.75,37.29,41.17,17.4,58.07,50.71,26
01-07-2020,15.4,48.37,29.73,36.07,13.2,44.14,53.68,22.1
