Date,Bengaluru,Delhi,Hyderabad,Jaipur,Thiruvananthapuram
31-08-2017,111.68,60.15,49.77,62.19,48.67
01-09-2017,86.06,41.64,63.66,129.39,52.14
02-09-2017,87.12,45.86,75.72,76.9,35.43
03-09-2017,59.94,79.78,37.21,76.67,34.39
04-09-2017,85.24,84.29,49.36,105.84,48.9
05-09-2017,98.1,75.82,62.12,107.61,45.75
06-09-2017,49.13,85.23,70.96,119.22,19.97
07-09-2017,100.44,67.06,80.64,134.85,35.68
08-09-2017,72.73,101.89,58.94,127.1,28.79
09-09-2017,83.19,111.65,57.8,141.03,27.17
10-09-2017,93.49,119.5,41.91,134.31,25.92
11-09-2017,115.56,120.06,30.25,119.65,28.58
12-09-2017,104.51,103.84,27.36,100.32,23.44
13-09-2017,108.42,143.16,36.34,93.43,20.83
14-09-2017,90.68,186.11,17.55,129.25,21.98
15-09-2017,71.81,127.68,27.69,159.03,37.03
16-09-2017,92.8,82.26,19.92,166.8,34.22
17-09-2017,52.78,85.65,27.18,158.2,21.48
18-09-2017,66.31,102.29,16.29,166.38,29.78
19-09-2017,87.05,112.21,19.23,138.75,38.16
20-09-2017,81.53,111.9,24.64,147.92,27.48
21-09-2017,80.51,76.81,28.99,123.45,31.36
22-09-2017,80.49,18.59,35.75,86.61,44.17
23-09-2017,91.14,43.57,63.17,99.61,48.97
24-09-2017,112.5,81.42,108.57,103.16,44.41
25-09-2017,53.18,100.02,87.46,91.97,52.61
26-09-2017,76.88,114.15,98.84,106.71,45.45
27-09-2017,50.86,125.39,108.16,121.45,29.29
28-09-2017,90.26,102.91,74.16,93.76,24.1
29-09-2017,71.25,140.94,58.36,135.61,29.61
30-09-2017,68.52,125.73,61.2,156.57,24.03
01-10-2017,57.46,120.56,50.52,132.15,13.37
02-10-2017,46.54,128.15,31.41,103.81,10.5
03-10-2017,63.75,127.48,36.84,126.14,17.57
04-10-2017,67.04,138.81,77.06,168.86,22
05-10-2017,42.33,125.31,89.52,49.68,30.71
06-10-2017,55.39,111.43,54.04,127.56,13
07-10-2017,70.61,151.15,46.38,136.85,19.95
08-10-2017,65.04,155.03,42.02,137.4,33.45
09-10-2017,71.87,173.87,41.72,167.67,42.21
10-10-2017,73.85,158.68,46.53,137.5,41.2
11-10-2017,62.71,122.3,51.78,148.16,40.18
12-10-2017,54.56,186.91,69.1,163.82,39.17
13-10-2017,52.24,207.87,39.46,185.03,38.16
14-10-2017,44.65,208.87,60.37,203.48,37.15
15-10-2017,50.86,195.47,61.1,177.3,36.13
16-10-2017,76.61,213.98,154.52,183.07,35.12
17-10-2017,118.88,212.35,133.53,199.42,34.11
18-10-2017,188.67,204.03,137.82,209.76,33.09
19-10-2017,147.94,259,144.81,185.42,32.08
20-10-2017,264.9,387.13,112.82,242.1,16
21-10-2017,157.62,317.52,105.44,220.78,24.75
22-10-2017,118.74,201.91,98.82,164.83,46.65
23-10-2017,123.41,242.73,83.34,157.92,68.55
24-10-2017,176.27,331.64,97.66,169.87,43.5
25-10-2017,134.15,326.46,159.54,241.74,39.83333333
26-10-2017,88.04,290.41,139.05,233.76,36.16666667
27-10-2017,87.11,293.68,146.09,191.48,32.5
28-10-2017,91.81,329.05,163.27,179.77,33.505
29-10-2017,100.35,300.92,147.82,149.33,34.51
30-10-2017,82.59,308.22,144.485,192.4,35.515
31-10-2017,68.08,323.45,141.15,199.97,36.52
01-11-2017,56.91,265.9,149.12,191.69,37.06
02-11-2017,57.13,227.41,141.02,149.72,35.06
03-11-2017,73.54,239.73,126.96,179.69,40.5
04-11-2017,64.65,292.7,97.93,208.45,45.71
05-11-2017,29.28,334.64,68.47,179,24.78
06-11-2017,27.3,330.27,67.08,184.37,41.97
07-11-2017,42.42,654.68,81.64,235.07,29.74
08-11-2017,40.08,796.88,82.74,206.93,28.67
09-11-2017,66.25,652.21,84.55,202.82,27.27
10-11-2017,51.65,496.48,83.57,245.62,45.25
11-11-2017,77.14,511.44,115.98,245.38,46.57
12-11-2017,72,622.4,109.26,221.93,59.01
13-11-2017,57.77,498.63,107.88,224.06,86.2
14-11-2017,65.86,365.91,118.47,152.03,76.8
15-11-2017,66.28,279.26,100.21,159.11,78.67
16-11-2017,78.07,278.95,82.13,176.02,69.39
17-11-2017,71.36,220.08,80.34,189.76,83.82
18-11-2017,63.17,202.59,71.59,143.58,80.76
19-11-2017,59.05,190.51,77.41,220.31,59.98
20-11-2017,58.7,249.28,89.51,124.92,48.04
21-11-2017,41.37,253.38,87.99,121.42,31.01
22-11-2017,46.73,258.11,75.97,138.6,42.44
23-11-2017,63.39,251.23,88.36,165.07,61.21
24-11-2017,80.23,256.92,125.61,208.73,89.2
25-11-2017,81.86,268.09,133.01,224.97,126.78
26-11-2017,69.67,338.82,137.59,251.58,102.32
27-11-2017,57.05,328.09,145.39,200.67,49.07
28-11-2017,65.13,290.47,144.06,198.49,48.66
29-11-2017,64.65,327.64,122.5,226.64,48.34
30-11-2017,36.84,344.17,121.51,223.61,11.05
01-12-2017,19.23,309.07,128.64,176.81,15.05
02-12-2017,53.35,324.46,123.66,160.86,29.16
03-12-2017,69.73,359.22,125.86,171.25,41.84
04-12-2017,71.86,390.1,119.15,196.77,53.82
05-12-2017,63.98,358.86,96.64,170.11,61.00666667
06-12-2017,92.18,210.21,85.9,154.46,68.19333333
07-12-2017,77.97,170.12,127.59,153.87,75.38
08-12-2017,93.55,204.38,153.15,178.79,61.09
09-12-2017,108.41,268.35,149.05,195.03,49.68
10-12-2017,117.05,341.87,108.63,142.66,73.21
11-12-2017,85.74,338.45,117.26,104.96,101.59
12-12-2017,85.6,152.76,140.38,103.7,88.6
13-12-2017,93.92,203.48,136.56,103.23,58.23
14-12-2017,73.5,189.9,120.92,81.34,66.47
15-12-2017,55.14,194.15,119.88,95.76,88.53
16-12-2017,63.26,152.72,131.11,84.63,68.19
17-12-2017,69.56,163.65,142.76,162.87,69.96
18-12-2017,81.51,189.64,143.78,122.76,71.95
19-12-2017,72.71,257.19,130.67,233.77,71.07
20-12-2017,70.28,410.74,152.17,157.34,46.85
21-12-2017,62.23,435.23,148.17,114.04,56.57
22-12-2017,58.04,241.38,162,82.12,41.88
23-12-2017,60.26,181.59,170.76,143.67,59.38
24-12-2017,38.57,301.71,156.46,145.27,49.75
25-12-2017,45.31,368.35,144.94,139.44,64.2
26-12-2017,60.95,326.11,151.9,179.15,79.85
27-12-2017,87.05,317.87,129.4,194.31,86.73
28-12-2017,83.3,362.39,139.18,173.48,98.85
29-12-2017,74.48,347.63,152.12,169.41,85.7
30-12-2017,70.68,401.15,132.99,203.76,100.61
31-12-2017,59.11,445.58,126.76,167.95,80.02
01-01-2018,74.54,415.09,119.64,178.65,88.43
02-01-2018,78.63,422.59,135.87,206.62,88.75
03-01-2018,69.71,336.87,149.51,246.82,78.75
04-01-2018,80.05,377.61,164.76,184.38,90.64
05-01-2018,93.29,360.99,160.28,168.34,118
06-01-2018,94.22,378.9,150.95,188.25,117.45
07-01-2018,94.39,292.74,144.54,148.31,101.17
08-01-2018,77.23,259.13,141.46,186.29,95.2
09-01-2018,76.89,355.21,160.44,193.76,115.88
10-01-2018,71,294.24,158.74,201.64,109.22
11-01-2018,63.45,243.95,162.88,192.72,71.31
12-01-2018,76.54,281.06,159.96,204.94,71.91
13-01-2018,98.69,355.43,157,225.04,67.32
14-01-2018,110.99,308.74,141.02,177.58,53.93
15-01-2018,100.57,309.85,115.26,147.77,72.73
16-01-2018,99.23,231.04,126.51,147.79,95.26
17-01-2018,101.11,353.55,128.06,95.02,109.18
18-01-2018,103.52,428.08,141.85,150.86,102.56
19-01-2018,92.99,398.16,139.54,162.69,98.15
20-01-2018,114.17,252.92,143.85,171.49,115.98
21-01-2018,104.31,274.5,140.77,159.86,118.82
22-01-2018,119.95,352.68,142.1,151.15,115.3
23-01-2018,132.27,248.48,117.57,139.83,120.64
24-01-2018,125.43,192.19,131.41,150.18,112.83
25-01-2018,129.02,167.31,155.17,136.44,84.26
26-01-2018,117.17,207.66,155.11,165.34,89.49
27-01-2018,143.26,271.1,156.79,125.73,99.88
28-01-2018,124.79,248.26,145.17,125.41,71.88
29-01-2018,114.19,272.45,149.79,128.24,99.08
30-01-2018,115.21,212.59,152.71,255.39,96.6
31-01-2018,112.97,205.56,141.76,194.82,107.96
01-02-2018,106.5,298.58,129.95,202.91,114.76
02-02-2018,103.77,282.16,120.39,163.54,102.16
03-02-2018,104.97,239.61,115.8,142.6,96.7
04-02-2018,99.74,252.13,105.44,131.3,95.27
05-02-2018,94.58,308.37,112.02,143.84,93.88
06-02-2018,98.75,274.72,124.69,122.86,89.88
07-02-2018,95.75,246.92,135.34,125.18,71.72
08-02-2018,87.19,338.61,105.04,133.57,47.29
09-02-2018,96.52,348.94,116.97,142.45,63.08
10-02-2018,84.89,373.06,119.66,130.41,65.34
11-02-2018,96.63,300.96,88.76,153.69,70.25
12-02-2018,88.93,153.11,87.6,94.19,77.5
13-02-2018,55.15,170.12,85.63,115.9,86.42
14-02-2018,68.55,149.43,100.95,95.49,95.91
15-02-2018,59.31,173.59,118.54,120.24,84.58
16-02-2018,53.91,219.11,116.94,151.38,72.11
17-02-2018,70.68,244.27,121.32,195.09,82.45
18-02-2018,64.77,234.67,126.08,206.35,82.58
19-02-2018,62.32,315.75,112.55,170.79,93.06
20-02-2018,66.18,317.53,101.62,169.44,89.44
21-02-2018,79.69,346.46,118.2,191.24,101.58
22-02-2018,64.91,313.47,131.06,218.51,89.49
23-02-2018,71.15,333.99,125.93,200.22,90.78
24-02-2018,56.42,349.29,112.47,173.37,90.74
25-02-2018,33.81,222.46,105.66,132.12,75.225
26-02-2018,25.9,156.72,119.73,111.95,59.71
27-02-2018,30.13,178.51,123.59,140.03,72.7
28-02-2018,56.03,279.26,139.53,135.15,63.66
01-03-2018,99.47,256.86,127.04,125.46,68.91
02-03-2018,116.47,253.32,120.49,96.5,69.71
03-03-2018,121.49,205.92,122,106.4,72.3
04-03-2018,128.58,182.26,116.74,112.89,92.26
05-03-2018,94.71,164.74,111.76,65.63,94.17
06-03-2018,109.19,163.52,104.93,76.99,95.3
07-03-2018,114.17,178.53,101.89,87.4,91.27
08-03-2018,125.36,283.57,114.59,74.35,91.55
09-03-2018,133.95,274.89,120.43,93.2,90.79
10-03-2018,143.26,171.69,133.3,101.44,89.77
11-03-2018,123.62,183.74,108.18,93.48,95.27
12-03-2018,105.52,223.67,96.19,114.52,74.65
13-03-2018,63.71,245.66,87.82,134.5,41.85
14-03-2018,85.74,328.98,101.24,149.6,36.01
15-03-2018,54.8,314.72,103.11,145.77,27.9
16-03-2018,33.54,256.67,134.44,145.28,32.91
17-03-2018,33.85,170.16,78.33,110.91,38.78
18-03-2018,33.52,173.07,71.63,95.43,45.87
19-03-2018,57.31,197.13,92.55,117.03,40.88
20-03-2018,70.07,249.2,102.17,102.34,66.78
21-03-2018,98.38,280.94,118.46,170.32,66.95
22-03-2018,176.51,176.02,139.34,137.88,58.81
23-03-2018,136.77,151.45,146.7,99.92,76.01
24-03-2018,141.77,186.62,149.81,99.02,81.22
25-03-2018,113.42,190.95,150.7,120.57,84.28
26-03-2018,94.3,198.67,126.86,122.38,77.71
27-03-2018,72.36,256.4,124.78,193.53,71.97
28-03-2018,101.135,280.25,113.07,145.62,40.97
29-03-2018,129.91,217.49,135.91,123.85,61.25
30-03-2018,126.18,241.13,114.81,165.81,77.14
31-03-2018,95.37,292.49,112.36,128.46,76.18
01-04-2018,112.89,199.8,89.8,150.31,64.64
02-04-2018,96.92,241.96,75.96,147.7,63.12
03-04-2018,100.63,252.21,97.31,164.25,67.92
04-04-2018,106.41,262.69,91.88,159.23,61.69
05-04-2018,114.6,337.64,86.82,168.6,78.18
06-04-2018,108.71,231.2,103.01,165.54,72.54
07-04-2018,109.09,132.97,79.03,130.82,73.04
08-04-2018,94.63,137.52,61.55,131.99,45.04
09-04-2018,67.05,123.41,91.86,114.73,39.62
10-04-2018,64.9,251.98,97.46,132.35,35.43
11-04-2018,63.33,125.53,72.09,107.11,38.12
12-04-2018,64.13,109.03,79.04,57.9,32.92
13-04-2018,57.17,196.02,66.21,67.81,30.35
14-04-2018,60.06,235.01,58.22,96.36,25.04
15-04-2018,57.83,258.52,63.54,114.8,31.97
16-04-2018,55,334.05,103.38,188.52,32.97
17-04-2018,61.9,260.67,90.45,162.73,37.77
18-04-2018,69.46,256.18,92.25,155.48,56.12
19-04-2018,79.33,282.24,118.3,167.26,41.6
20-04-2018,60.94,385.04,120.61,283.19,37.06
21-04-2018,84.17,480.07,139.55,476.74,52.84
22-04-2018,75.88,208.53,110.65,123.99,53.8
23-04-2018,60.47,219.94,80.06,109.14,58.59
24-04-2018,77.31,274.05,95.19,132.15,57.52
25-04-2018,58.32,313.41,86.24,141.44,52.44
26-04-2018,61.07,397.1,92.67,167.8,72.46
27-04-2018,63.83,336.49,99.47,203.97,72.5
28-04-2018,66.58,316.52,86.22,182.58,68.55
29-04-2018,69.33,259.12,95.6,181.87,76.45
30-04-2018,72.08,214.51,106.84,182.6,59.65
01-05-2018,74.84,165.91,133.09,210.23,53.26
02-05-2018,77.59,189.28,95.82,224.58,56.07
03-05-2018,80.34,153.75,86.12,155.74,50.04
04-05-2018,83.1,123.82,48.18,132.15,55.18
05-05-2018,85.85,196.76,68.37,148.22,46.4
06-05-2018,88.6,290.63,81.65,168.37,30.75
07-05-2018,91.36,302.1,93.43,145.71,30.01
08-05-2018,94.11,177.71,110.15,295.96,27.82
09-05-2018,96.86,177.76,101.87,148.03,42.75
10-05-2018,99.61,215.34,74.91,126.26,28.12
11-05-2018,102.37,315.8,80.97,146.01,28.73
12-05-2018,105.12,353.5,81.54,155.01,21.4
13-05-2018,107.87,236.35,76.51,223.93,23.59
14-05-2018,110.63,137.39,67.84,266.9,24.27
15-05-2018,113.38,177.03,46.54,202.16,46.65
16-05-2018,116.13,221.21,90.88,196.66,50.52
17-05-2018,118.88,288.92,103.29,199.7,33.39
18-05-2018,124.39,241.99,88.67,153.33,23.2
19-05-2018,94.78,284.44,136.63,166.85,30.44
20-05-2018,66.81,228.61,106.87,223.76,24.91
21-05-2018,58.23,209.67,137.04,143.79,35.89
22-05-2018,71.88,243.14,108.84,189.57,43.92
23-05-2018,84.46,324,122.16,203.48,45.18
24-05-2018,65.64,298.07,93.09,168.39,65.82
25-05-2018,64.28,249.82,108.46,159.11,17.46
26-05-2018,43.62,263.49,67.93,138.06,44.1
27-05-2018,52.37,314.96,69.28,196.27,27.03
28-05-2018,48.38,290.96,76.56,188.11,40
29-05-2018,27.94,312.18,91.62,161.76,41.09
30-05-2018,38.75,295.94,80.59,190.37,32.33
31-05-2018,41.38,235.22,83.68,137.75,42.4
01-06-2018,60.8,233.97,77.09,179.51,36.25
02-06-2018,54.34,154.66,63.45,491.01,27.32
03-06-2018,29.26,140.21,73.89,219.89,22.6
04-06-2018,28.86,179.31,64.8,234.51,30.1
05-06-2018,22.18,152.57,67.42,225.77,37.16
06-06-2018,27.69,159.45,62.83,191.06,33.78
07-06-2018,31.71,165.33,25.82,197.39,27.33
08-06-2018,21.36,196.34,33.87,256.32,43.69
09-06-2018,26.98,136.75,42.57,101.89,40.67
10-06-2018,28.7,141.09,32.8,113.8,36.92
11-06-2018,34.25,218.14,55.94,152,43.69
12-06-2018,48.19,497.9,88.06,248.63,53.74
13-06-2018,48.59,743.98,89.47,361.08,39.6
14-06-2018,35.64,761.91,92.58,324,28.3
15-06-2018,33.51,613.34,86.25,216.17,30.9
16-06-2018,43.59,516.85,63.65,158.06,28.76
17-06-2018,42.66,289.18,66.18,130.08,31.95
18-06-2018,100.6,166.71,48.97,239.87,38.2
19-06-2018,100.12,152.06,29.85,125.66,63.21
20-06-2018,73.69,201.22,26.79,99.87,49.12
21-06-2018,76.66,273.16,33.35,198.31,44.95
22-06-2018,79.08,247.55,45.55,145.43,45.68
23-06-2018,55.83,242.29,34.46,143.46,44.56
24-06-2018,73.73,163.89,37.87,116.5,25.55
25-06-2018,70.62,155.61,41.38,93.53,41.84
26-06-2018,56.97,92.12,41.54,80.01,39.79
27-06-2018,42.25,111.4,46.04,70.62,39.18
28-06-2018,34.44,71.42,50.36,45.71,34.99
29-06-2018,44.86,84.12,57.2,50.54,38.49
30-06-2018,65.8,103.75,57.03,66.1,35.9
01-07-2018,64.03,97.81,39.49,127.94,33.89
02-07-2018,55.13,122.23,42.25,92.06,34.53
03-07-2018,62.68,109.65,41.16,64.43,43.26
04-07-2018,71.37,113.75,58.87,75.61,42.32
05-07-2018,74.52,133.6,40.07,132.67,40.65
06-07-2018,58.91,163.19,48.6,164.14,46.16
07-07-2018,38.84,158.13,51.43,171.89,44.91
08-07-2018,42.49,179.05,45.9,174.4,36.83
09-07-2018,56.44,169.96,36.37,169.73,29.21
10-07-2018,52.63,112.45,44.03,125.02,27.82
11-07-2018,53.13,102.39,45.74,82.22,36.89
12-07-2018,51.19,127.08,16.09,82.09,39.8
13-07-2018,47.82,61.6,26.26,55.56,46.58
14-07-2018,60.54,70.35,40.97,59.32,36.38
15-07-2018,63.33,78.42,39.28,41.93,21.69
16-07-2018,47.19,83.03,20,52.99,26.23
17-07-2018,53.45,84.78,26.59,49.09,27.05
18-07-2018,56.14,97.11,36.01,62.93,41.07
19-07-2018,43.02,83.54,38.34,50.27,35.93
20-07-2018,41.94,80.33,32.59,73.79,46.7
21-07-2018,52.67,95.93,51.45,58.65,62.76
22-07-2018,67.89,47.63,54.49,51.94,58.53
23-07-2018,51.56,69.73,53.6,58.85,65.29
24-07-2018,50.14,94.8,44.78,56.67,43
25-07-2018,44.75,80.13,53.74,74.65,34.25
26-07-2018,55.87,57.98,42.62,154.02,40.29
27-07-2018,64.9,35.79,43.56,137.81,46.1
28-07-2018,64.54,67.2,55.98,115.76,54.71
29-07-2018,57.53,116.89,74.2,122.45,50.25
30-07-2018,65.5,122.86,84.97,107.31,37.53
31-07-2018,67.39,165.4,66.84,139.8,25.9
01-08-2018,68.6,195.09,75.6,178.41,39.67
02-08-2018,68.41,268.29,76.03,191.11,36.35
03-08-2018,71.35,248.8,101.48,187.2,37.27
04-08-2018,94.02,264.97,76.16,173.12,42.58
05-08-2018,81.19,246.89,55.76,164.36,33.81
06-08-2018,66.31,131.76,71.45,133.34,28.54
