Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Jaipur
01-10-2017,0.92,0.03,2.34,3.47,4.06,0.56,0.63
02-10-2017,0.75,0,2.43,2.74,2.16,0.67,0.31
03-10-2017,0.83,0.01,1.27,5.11,7.43,0.32,0.49
04-10-2017,1.16,0,2.07,7.57,12.69,0.54,0.92
05-10-2017,1.11,0.04,1.59,2.61,17.97,0.44,0.24
06-10-2017,1.78,0.05,2.11,2,8.81,0.41,0.45
07-10-2017,1.67,0.04,1.72,1.96,10.84,0.36,0.22
08-10-2017,1.31,0.05,2.14,2,6.82,0.66,0.23
09-10-2017,2.84,0.05,2.97,1.99,5.21,0.68,0.58
10-10-2017,4.13,0.04,3.28,1.86,3.27,0.11,0.76
11-10-2017,2.37,0.02,2.71,1.41,4.89,0.12,0.57
12-10-2017,2.39,0.07,2.56,4.44,6.71,0.11,0.65
13-10-2017,2.33,0.04,2.34,2.6,1.1,0.16,0.69
14-10-2017,2.03,0.05,3.4,2.06,1.48,0.26,0.84
15-10-2017,1.22,0.02,3.62,2.77,1.2,0.53,0.63
16-10-2017,2.24,0.05,3.42,0.52,0.96,0.61,1.4
17-10-2017,3.41,0.06,3.39,1.29,2.38,0.23,9.08
18-10-2017,3.57,0.03,3.38,1.32,11.62,0.09,8.58
19-10-2017,2.2,0.03,4.52,2.88,11.82,0.63,9.54
20-10-2017,2.51,0.03,5.54,2.53,0.87,0.03,7.01
21-10-2017,1.49,0.02,4.02,2.31,0.97,0.25,8.04
22-10-2017,1.27,0.13,4.04,3.26,0.19,0,9.57
23-10-2017,1.86,0.18,4.65,4.03,4.33,0.36,8.61
24-10-2017,2.58,0.02,5.47,5.71,0.89,0.63,7.86
25-10-2017,1.07,0.01,5.08,6.13,0.18,0.97,12.42
26-10-2017,0.85,0.56,4.28,4.31,0.34,1.35,13.81
27-10-2017,0.81,0.06,4.94,4.17,1.05,1.18,15.89
28-10-2017,0.67,0.02,7.47,3.4,9.04,0.48,18.15
29-10-2017,0.06,0.02,6.8,2.47,1.29,1.34,17.93
30-10-2017,0.04,0.02,5.67,3.21,0,0.68,13.59
31-10-2017,0.19,2.29,11.75,2.08,38.06,0.74,14.63
01-11-2017,0.06,1.72,6.36,2.48,45.03,0,18.51
02-11-2017,0.09,1.54,9.71,2.32,30.22,0.51,17.2
03-11-2017,0.15,0.99,6.06,4.33,30,1.63,12.63
04-11-2017,0.11,2.4,5.21,1.42,24.64,5,14.16
05-11-2017,0,3.46,12.85,0.72,26.92,5.26,14.36
06-11-2017,0.25,2.54,14.37,1.19,26.73,4.62,17.96
07-11-2017,0.28,5.08,26.96,2.22,31.07,4.43,25.61
08-11-2017,0.2,2.27,25.53,1.14,33.9,4.52,25.26
09-11-2017,0.21,1.67,25.25,2.87,35.04,4.56,22.89
10-11-2017,0.25,1.74,28.06,1.11,29.47,5.37,20.08
11-11-2017,0.18,1.83,32.33,1.54,26.91,5.7,24.82
12-11-2017,0,0.92,28.2,1.06,33.38,5.35,24.29
13-11-2017,0.12,1.69,18.48,1.76,31.59,5.22,19.59
14-11-2017,0,1.79,11.39,1.98,30.87,6.22,6.38
15-11-2017,0.12,1.83,13.31,1.47,21.49,5.42,5.29
16-11-2017,0.14,0.38,12.03,2.88,22.69,4.7,4.45
17-11-2017,0.21,2.62,8.48,1.07,25.05,5.03,1.88
18-11-2017,0.09,2.68,5.38,0.99,18.83,5.27,1.4
19-11-2017,0,2.45,5.24,0.8,25.26,5.47,0.59
20-11-2017,0,3.09,6.34,0.76,33.32,4.1,2.3
21-11-2017,0,1.23,10.71,0.67,21.33,3.48,2.45
22-11-2017,0.14,1.61,11.65,0.94,12.43,3.76,2.22
23-11-2017,0.07,2.7,11.97,0.9,15.71,3.81,4.68
24-11-2017,0.07,2.38,13.88,2.52,15.13,4.34,8.79
25-11-2017,0,1.27,15.24,2.79,17.66,4.49,14.11
26-11-2017,0,1.43,17.26,0.68,13.06,5.39,18.88
27-11-2017,0,1.14,13.04,1.55,20.01,4.56,11.34
28-11-2017,0,1.47,19.68,1.1,31.14,4.71,15.11
29-11-2017,0,0.3,28.86,2.98,16.61,6.19,21.26
30-11-2017,0,0.61,23.32,3.38,12.16,7.06,11.84
01-12-2017,0,0.33,20.7,3.83,13.32,6.44,8.57
02-12-2017,0,0.08,25.81,2.13,15.59,7.21,5.36
03-12-2017,0.02,0,26.32,1.66,11.38,5.93,5.59
04-12-2017,0,0.56,23.27,1.63,9.43,5.26,9.08
05-12-2017,0,1.05,15.21,0.73,7.83,4.81,2.51
06-12-2017,0.43,0.83,8.36,4.78,8.81,5.93,1.26
07-12-2017,2.92,1.75,7.35,12.75,20.98,5.22,5.2
08-12-2017,1.33,2.68,7.98,4.26,18.64,5.22,6.71
09-12-2017,1.38,3.65,17.98,3.16,21.25,4.95,7.89
10-12-2017,1.2,3.96,29.86,7.82,24.04,4.74,8.9
11-12-2017,1.31,1.8,19.42,4.33,25.71,4.95,0.9
12-12-2017,1.31,1.99,6.88,5,35.81,4.58,1.05
13-12-2017,1.25,3.31,6.59,1.26,22.77,4.24,1.09
14-12-2017,1.18,5.58,5.87,0.79,12.58,3.76,0.77
15-12-2017,1.17,3.23,4.83,0.76,12,3.69,0.82
16-12-2017,1.13,2.1,2.85,3.23,16.57,3.79,0.83
17-12-2017,1.07,1.51,3.48,1.7,24.39,4.02,0.97
18-12-2017,1.14,2.09,6.42,1.14,20.96,4.25,0.79
19-12-2017,1.19,2.33,10.74,3.02,19.14,4.07,1.835
20-12-2017,1.21,2.85,14.07,5.27,34.41,4.75,2.88
21-12-2017,1.13,2.5,10.87,2.56,32.45,4.18,1.49
22-12-2017,1.17,2.26,7.93,1.11,38.49,3.69,2.87
23-12-2017,1.22,2.94,9.81,1.1,25.14,3.65,6.25
24-12-2017,1.11,3.04,14.99,1.52,22.93,3.39,6.06
25-12-2017,1.22,2.95,15.78,0.93,21.63,3.05,4.96
26-12-2017,1.21,2.7,12.99,1.13,30.55,3.48,5.8
27-12-2017,0.97,2.53,18.27,1.72,22.49,4.1,8.26
28-12-2017,0.95,3.21,23.66,2.72,21.6,4.81,11.64
29-12-2017,1.2,4.44,19.38,1.56,21.46,3.82,12.16
30-12-2017,1.16,3.92,25.19,1.16,23.28,3.73,4.54
31-12-2017,0,3.4,21.12,1.12,23.6,3.56,2.38
01-01-2018,0,2.97,14.77,1.23,21.07,2.96,4.52
02-01-2018,0,4.07,9.71,3.19,16.68,3.03,5.3
03-01-2018,0,3.11,6.6,6.27,16.7,2.56,13.34
04-01-2018,0,3.17,8.2,7.18,26.54,2.78,7.31
05-01-2018,0,3.06,8.14,5.87,20.49,3.05,14.2
06-01-2018,0,3.56,13.64,4.82,25.95,2.81,14.72
07-01-2018,0,3.7,6.5,5.49,21.34,3.33,6.89
08-01-2018,0,2.86,7.87,5.86,12.46,3.87,18.63
09-01-2018,23.53,2.56,13.99,5.16,11.99,3.1,11
10-01-2018,0.39,4.02,7.3,5.43,13.68,2.82,15.98
11-01-2018,0.32,3.17,6.83,3.11,22.96,2.75,10.51
12-01-2018,0.3,3.65,11.32,2.32,27.68,3.16,10.34
13-01-2018,0.25,4.43,21.81,2.15,28.97,2.65,19.86
14-01-2018,1.11,2.54,10.03,3.4,24.52,2.84,4.37
15-01-2018,0.23,1.81,7.7,4.15,9.33,2.82,3.94
16-01-2018,0.22,2.28,9.36,3.46,26.83,3.56,3.18
17-01-2018,0.29,3.33,12.58,4.04,18.36,3.98,1.19
18-01-2018,0.39,3.03,14.81,3.89,30.44,3.67,1.73
19-01-2018,0.36,2.9,16.52,12.02,33.75,3.94,1.55
20-01-2018,0.37,3.05,4.43,4.84,37.82,3.02,0.91
21-01-2018,0.26,2.95,7.02,5.79,27.78,3.45,2.1
22-01-2018,0.44,2.68,10.9,4.52,16.9,3.7,0.63
23-01-2018,0.39,3.09,6.67,24.62,12.28,3.71,2.27
24-01-2018,0.39,2.55,6.23,18.98,12.56,3.34,6.63
25-01-2018,0.35,2.71,3.87,18.65,32.98,2.76,3.42
26-01-2018,0.39,2.32,3.7,16.63,33.63,2.74,4.1
27-01-2018,0.46,2.54,4.87,13.28,27.88,2.94,3.09
28-01-2018,0.29,1.75,4.36,15.75,18.63,3.66,2.41
29-01-2018,0.29,2.39,5.5,18.14,17.05,3.64,2.57
30-01-2018,0.4,2.12,4.26,9.56,29.14,3.27,7.15
31-01-2018,0.46,2.83,3.78,5.67,41.6,3.12,1.99
01-02-2018,0.41,3.56,5.48,3.58,37.74,3.36,3.73
02-02-2018,1.34,3.61,5.93,3.57,41.64,3.18,3.39
03-02-2018,0.24,3.4,4.57,5.69,32.65,3.75,0.5
04-02-2018,0.02,1.4,3.23,1.91,19.19,3.66,0.73
05-02-2018,0.18,2.54,4.47,0.78,5.67,3.07,1.13
06-02-2018,0.26,2.54,4.88,0.4,43.34,2.62,0.83
07-02-2018,0.07,1.71,3.92,0.53,35.02,2.97,2.57
08-02-2018,0.25,1.84,6.09,0.8,16.53,2.52,2.53
09-02-2018,2.58,2.1,6.44,0.75,17.15,2.7,2.9
10-02-2018,4.2,1.68,11,1.04,16.88,2.63,2.19
11-02-2018,0.92,1.45,5.29,2.25,4.53,3.22,1.37
12-02-2018,0.89,1.79,2.11,1.14,3.46,2.78,1.52
13-02-2018,0.91,1.59,4.16,1.52,4.74,2.9,3.21
14-02-2018,0.8,1.18,2.66,0.13,9.6,2.9,2.95
15-02-2018,0.96,1.7,2.82,0.14,13.04,2.3,5.08
16-02-2018,1.17,1.91,3.48,0.14,16.62,2.71,15.65
17-02-2018,1.91,1.69,3.91,0.26,22.59,2.53,25.16
18-02-2018,0.91,0.32,3.78,0.39,18.56,3.26,21.63
19-02-2018,1.06,0.28,5.52,0.58,6.61,3.19,23.16
20-02-2018,1.02,0.71,5.42,0.63,10.52,2.99,23.83
21-02-2018,1.12,1.62,8.8,2.11,14.68,3.31,4.07
22-02-2018,1.19,3.38,8.11,1.62,9.21,3.68,5.17
23-02-2018,1.04,2.26,9.53,2.48,10.21,3.14,8.57
24-02-2018,0.83,1.78,5.82,1.78,5.75,3.14,8.63
25-02-2018,0.69,1.23,3.94,0.61,7.65,3.25,2.62
26-02-2018,0.9,2.2,2.1,0.11,16.8,3.04,2.47
27-02-2018,0.78,3.17,3.03,0.25,18.83,2.91,2
28-02-2018,0.99,2.98,6.26,1.77,21.23,3.29,3.01
01-03-2018,0.92,3.03,5.76,0.33,19.29,2.63,4.17
02-03-2018,0.98,2.78,4.5,0.18,13.08,2.96,4.72
03-03-2018,1.17,2.66,3.67,0.13,7.39,2.56,4.41
04-03-2018,0.91,2.41,2.92,0.35,9.31,2.97,3.76
05-03-2018,0.93,1.9,2.92,0.13,6.32,3.05,2.61
06-03-2018,0.93,2.41,2.83,0.08,7.29,2.89,2.85
07-03-2018,0.75,2.27,3.57,0.25,6.6,2.94,3.13
08-03-2018,0.7,3.27,7.04,0.66,8.25,3.39,3.18
09-03-2018,1.5,3.22,6.65,0.5,5.98,3.36,4.06
10-03-2018,0.94,5.21,4,0.2,7.61,2.71,2.08
11-03-2018,0.53,0.23,3.12,0.23,4.32,3.2,3.31
12-03-2018,0.25,0.66,3.51,0.31,4.61,3.07,4.02
13-03-2018,0.58,0.96,4.78,0.35,5.96,2.94,2.68
14-03-2018,0.77,0.92,5.34,1.88,8.45,3.42,2.35
15-03-2018,1.07,0.83,5.3,1.24,4.36,3.02,2.7
16-03-2018,0.76,0.99,4.59,0.27,11.45,2.72,2.25
17-03-2018,1.22,1.09,2.68,0.19,4.57,2.76,1.26
18-03-2018,0.57,0.86,2.17,0.08,3.11,3.48,1.27
19-03-2018,0.53,1.13,4.02,0.28,4.69,3.11,1.33
20-03-2018,0.85,1.29,7.16,0.24,5.22,2.95,1.53
21-03-2018,1.1,1.14,5.93,1.27,8.23,2.94,1.15
22-03-2018,1.46,1.04,3.93,0.59,12.21,3.89,0.88
23-03-2018,2.08,1.55,3.61,0.12,18.45,3.78,0.88
24-03-2018,1.14,2.11,3.53,0.14,17.29,2.98,1.33
25-03-2018,0.77,1.99,2.91,0.11,10.45,3.88,1.95
26-03-2018,0.77,2.33,3.4,0.15,6.16,3.11,5.43
27-03-2018,1.04,2.12,5.92,0.22,9.03,3.09,11.47
28-03-2018,0.81,1.72,7.37,1.15,6.57,3.69,1.7
29-03-2018,0.82,1.66,3.78,0.99,10.48,4.87,1.25
30-03-2018,0.78,1.72,5.64,0.62,7.9,2.81,1.38
31-03-2018,0.82,1.14,5.24,0,6.17,2.56,2.53
01-04-2018,0.74,0.07,3.11,0,4.01,3,2.95
02-04-2018,0.76,1.2,4.77,0,4.38,2.91,2.08
03-04-2018,0.86,4.98,4.13,0,6.65,2.87,2.05
04-04-2018,0.76,2.92,4.85,0.85,3.64,2.69,3.92
05-04-2018,0.78,0,6.26,0.52,4,2.72,3.07
06-04-2018,0.75,0.64,4.14,0.36,6,2.52,1.95
07-04-2018,0.72,3.35,3.32,0.04,5.57,2.31,3.24
08-04-2018,0.68,1.94,2.63,0,3.51,2.47,2.57
09-04-2018,0.72,1.95,4.47,0,4.05,2.7,2.36
10-04-2018,0.76,5.55,13.51,0,6.17,2.65,2.37
11-04-2018,0.76,1.87,11.48,0,5.38,2.89,4.23
12-04-2018,0.73,7.75,6.09,0,6.43,3.03,5.96
13-04-2018,0.69,5.73,3.64,0,4.83,3.77,3.42
14-04-2018,0.42,1.4,4.84,0,2.59,3.08,6.97
15-04-2018,0.33,0.26,4.67,0,4.73,3.42,8.62
16-04-2018,0.42,0.84,6.12,0,11.57,3.15,11.71
17-04-2018,0.28,2.43,3.77,0,5.52,3.05,12.08
18-04-2018,0.32,10.79,2.79,0,6.12,3.04,9.4
19-04-2018,1.2,7.84,3.63,0,7.6,3.11,10.29
20-04-2018,1.82,5.94,3.71,0,9.53,2.69,10.92
21-04-2018,2.19,7.1,2.73,0,15.4,2.98,7.64
22-04-2018,2.05,6.3,2.24,0,6.62,3.22,0
23-04-2018,2.14,7.19,3.31,0,2.71,2.32,3.79
24-04-2018,1.94,9.66,5.14,0,5.04,2.7,9.57
25-04-2018,2.85,10.95,8.18,0,2.68,3.17,13.24
26-04-2018,2.63,11.14,6.76,0,4.83,2.54,7.57
27-04-2018,1.8,9.3,4.75,0,7.38,2.32,4.74
28-04-2018,1.24,9.53,3.23,0,2.33,2.56,13.42
29-04-2018,1.32,7.29,3.3,0,7.07,2.59,21.78
30-04-2018,1.19,9.11,3.66,0,7.43,2.32,13.4
01-05-2018,0.43,1.09,1.91,0,7.29,2.45,9.62
02-05-2018,0.54,2.05,1.84,0,3.81,24.49666667,4.96
03-05-2018,0.47,2.4,2.3,0,3.8,46.54333333,17.94
04-05-2018,0.57,2.35,2.55,0,4.95,68.59,19.83
05-05-2018,0.66,2.41,4.28,0,4.04,80.55,22.12
06-05-2018,0.55,2.35,5.89,0,2.19,89.51,15.21
07-05-2018,0.92,2.22,5.38,0,3.61,88.71,20.61
08-05-2018,1.61,2.4,2.67,0,8.91,80.23,10.51
09-05-2018,1.19,2.73,4.49,0,6.34,63.17,10.84
10-05-2018,1.15,0,4.57,0,5.2,60.86,12.65
11-05-2018,1.28,6.83,5.38,0,5.51,60.32,13.36
12-05-2018,1.22,5.476666667,5.23,0,3.26,63.28,8.7
13-05-2018,1.19,4.123333333,2.15,0,3.29,56.94,6.83
14-05-2018,1.34,2.77,2.34,0,2.44,53.58,7.12
15-05-2018,1.29,2.09,3.06,0,2.9,57.91,5.64
16-05-2018,1.31,2.34,3.61,0,3.35,58.79,6.36
17-05-2018,1.22,2.35,3.94,0,5.56,58.15,5.85
18-05-2018,1.37,2.23,5.04,0,5.38,58.54,4.96
19-05-2018,1.6,2.36,6.98,0.05,6.38,63.35,0.23
20-05-2018,1.17,2.41,5.24,0,3.35,63.73,0.31
21-05-2018,1.28,2.37,5.34,0,3.85,60.47,0.24
22-05-2018,1.02,1.06,6.23,0,4.3,62.01,0.34
23-05-2018,1.38,0.28,9.66,0,6.64,57.48,0.45
24-05-2018,1.04,0.55,6.97,0,4.99,58.33,1.36
25-05-2018,1.07,0.25,6.57,0,6.48,58.87,3.99
26-05-2018,0.76,0.62,6.65,0,3.84,54,4.36
27-05-2018,0.61,0.18,4.64,0,8.83,61.9,3.07
28-05-2018,0.53,0.97,5.02,0,5.24,55.21,3.89
29-05-2018,1.02,1.19,5.4,0,7.43,57.95,2.1
30-05-2018,1.29,2.61,1.85,0,4.34,62.47,2.03
31-05-2018,2.92,3.6,3.53,0,3.49,58.98,3.51
01-06-2018,1.56,2.93,3.18,0,6.75,61.54,3.79
02-06-2018,2.13,3.44,3.67,0,8.55,56.3,2.62
03-06-2018,1.76,4.33,3.37,0,4.88,59.4,1.36
04-06-2018,0.94,4.22,3.41,0,4.88,55.88,2.97
05-06-2018,1.09,3.45,4.69,0,5.9,53.75,1.55
06-06-2018,1.02,4.8,6.46,0,6.2,53.31,0.84
07-06-2018,0.77,5.67,6.4,0,2.39,52.12,1.07
08-06-2018,0.64,4.27,4.55,0,2.7,54.93,2.36
09-06-2018,0.56,2.23,4.57,0,2.65,57.25,2.64
10-06-2018,0.51,0.95,7.04,0,2.27,55.59,1.47
11-06-2018,0.88,3.53,5.41,0,4.08,56.32,1.77
12-06-2018,2.42,5.72,6.1,0.55,6.5,53.31,2.56
13-06-2018,2.41,4.06,4.31,0.27,3.3,50.82,2.24
14-06-2018,1.4,5.26,9.35,2.74,3.75,53.71,2.04
15-06-2018,1.74,5.81,10.64,1.86,3.67,53.39,2.39
16-06-2018,2.42,4.36,5.58,1.34,2.73,51.64,2.24
17-06-2018,1.8,0.4,6.3,1.35,2.64,59.46,2.34
18-06-2018,1.56,2.6,8.24,0.95,1.95,58.91,2.42
19-06-2018,1.24,2.95,8.34,0.7,1.92,53.97,3.93
20-06-2018,1.2,3.21,10.83,0.99,2.69,53.41,3.47
21-06-2018,1.18,4.43,11.19,1.24,3.91,49.34,3.69
22-06-2018,1.22,4.83,13.08,1.19,7.48,40.77,3.68
23-06-2018,1.45,3.08,13.63,1.1,5.46,32.2,2.76
24-06-2018,0.83,1.19,10.24,0.66,2.86,43.38,2.38
25-06-2018,1.09,3.87,11,0.93,1.84,36.87,3.35
26-06-2018,0.86,4.05,17.81,0.91,1.79,38.45,2.97
27-06-2018,0.93,4.17,22.29,0.59,2.36,36.4,3.7
28-06-2018,1.13,5.96,18.35,0.16,3.21,33.8,2.66
29-06-2018,1.32,7.68,17.18,0.15,3.21,36.01,2.29
30-06-2018,2,7.02,21.04,0.16,5.26,39.11,1.62
01-07-2018,5.82,1.37,20.66,0.32,4.16,39.73,1.29
02-07-2018,2.13,3.87,15.01,0.2,3.89,38.58,2.37
03-07-2018,3,3.19,21.86,0.16,2.87,32.43,3.78
04-07-2018,3.48,1.74,22.27,0.04,3.12,30.3,3.95
05-07-2018,3.5,0.82,32.38,0.03,3.72,37.63,5.05
06-07-2018,3.34,2.29,31.73,0.05,8.65,38.14,4.83
07-07-2018,3.18,1.64,24.89,0.07,10.22,36.63,3.77
08-07-2018,3.42,1.19,30.07,0.06,4.73,49.88,3.92
09-07-2018,3.99,1.44,20.19,0.06,2.8,58.81,5.77
10-07-2018,4.06,1.63,17.31,0.04,3.24,31.33,4.72
11-07-2018,3.75,1.78,21.21,0.05,4.72,34.94,7.01
12-07-2018,3.11,1.94,21.79,0.08,4.2,35.21,6.78
13-07-2018,3.04,2.48,24,0.08,4.02,33.02,6.64
14-07-2018,2.98,2.48,29.69,0.11,4.67,35.86,2.26
15-07-2018,2.35,1.31,21.78,0.08,4.5,37.5,3.04
16-07-2018,2.77,2.72,31.33,0.05,3.67,34.55,5.34
17-07-2018,3.37,2.94,28.84,1.59,2.55,33.67,3.18
18-07-2018,3.5,2.7,25.94,0.23,4.43,36.34,2.15
19-07-2018,3.1,2.48,22.7,0.49,2.8,36.52,4.4
20-07-2018,2.74,1.99,30.82,0.53,3.02,34.77,4.57
21-07-2018,3.07,1.33,32.24,0.47,5.28,34.18,2.47
22-07-2018,2.92,2.28,23.18,0.28,2.92,37.3,1.71
23-07-2018,3.55,2.7,23.1,0.33,3.01,35.61,2.48
24-07-2018,3.67,2.52,24.69,0.31,4.52,35.79,2.87
25-07-2018,6.09,2.41,26.71,0.35,4.14,33.48,2.63
26-07-2018,3.7,7.04,25.4,0.86,4.26,33.07,2.39
27-07-2018,3.91,7.55,30.17,0.63,3.91,34.1,1.81
28-07-2018,2.97,6.97,22.84,0.47,4.03,40.5,1.47
29-07-2018,2.79,3.19,22.57,0.48,5.19,39.52,1.11
30-07-2018,3.24,6.4,22.42,0.44,3.83,31.58,1.35
31-07-2018,3.1,4.78,24.33,0.29,3.96,39.24,1.57
01-08-2018,3.09,3.04,22.32,0.13,6.64,37.59,1.25
02-08-2018,2.59,13.84,23.26,0.28,8.76,33.72,1.3
03-08-2018,3.96,5.76,20.79,0.33,10.31,36.2,1.28
04-08-2018,3.09,6.27,22.81,0.29,6.36,33.85,1.07
05-08-2018,2.68,4.04,17.19,0.47,5.48,39.22,1.4
06-08-2018,2.77,7.59,22.79,0.39,3.87,36.56,1.76
07-08-2018,2.71,8.79,24.7,0.4,3.37,34.66,2.74
08-08-2018,3.37,1.37,23.23,0.25,3.96,34.57,2.95
09-08-2018,3.4,7.51,21.43,0.26,13,29.97,2.39
10-08-2018,3.42,9.88,28.91,0.38,10.03,30.72,2.46
11-08-2018,3.17,0,22.4,0.34,5.23,35.69,6.35
12-08-2018,2.52,5.24,20.03,0.26,3.91,36.94,9.19
13-08-2018,2.52,4.94,23.38,0.31,2.71,34.94,12.26
14-08-2018,2.73,1.43,31.99,0.43,7.87,31.7,14.94
15-08-2018,2.75,0.24,30.1,0.2,3.64,36.92,15.11
16-08-2018,2.17,2.5,38.17,0.12,1.88,33.32,17.07
17-08-2018,2.41,3.73,35.61,1.33,2.55,32.91,13.99
18-08-2018,2.25,6.74,31.04,0.22,2.64,35.7,11.7
19-08-2018,2.05,6.46,32.28,0.28,4.1,37.16,16.31
20-08-2018,2.12,8.41,30.16,0.28,2.58,39.8,11
21-08-2018,1.74,6.46,20.9,0.21,1.95,37.93,12.88
22-08-2018,1.78,4.54,25.98,0.13,2.27,39.6,11.26
23-08-2018,2.12,6.12,25.82,1.65,2.32,40.96,8.18
24-08-2018,2.52,4.99,27.47,0.39,3.43,42.4,11.69
25-08-2018,2.19,4.6,26.57,0.22,5.4,43.56,12.97
26-08-2018,1.83,1.74,20.49,0.17,3.42,42.18,15.6
27-08-2018,2.13,5.27,23.78,0.25,3.76,42.76,13.54
28-08-2018,2.02,4.56,28.19,0.29,9.47,36.25,12.67
29-08-2018,2.93,6.41,28.23,0.3,6.02,30.99,15.81
30-08-2018,2.43,7.59,30.81,0.19,11.2,33.18,9.97
31-08-2018,2.33,5.94,29.67,0.29,18.24,34.6,7.62
01-09-2018,2.03,7.97,34.3,0.33,14.86,34.28,7.17
02-09-2018,2,7.17,33.74,0.21,11.12,38.06,8.47
03-09-2018,2.25,5.62,29.86,0.23,5.4,40.97,9.48
04-09-2018,3.29,10.27,37.58,0.46,11.11,37.2,9.18
