Date,DL002,DL031,KA009
2016-10-24,44.71,30.49,23.24
2016-10-25,49.51,31.62,33.13
2016-10-26,61.23,36.64,40.67
2016-10-27,63.38,56.29,37.52
2016-10-28,64.58,76.86,34.9
2016-10-29,75.89,108.1,35.3
2016-10-30,96.19,109.15,41.04
2016-10-31,112.82,99.9,38.42
2016-11-01,124.38,86.43,37.58
2016-11-02,147.34,102.7,36.28
2016-11-03,146.22,106.3,37.76
2016-11-04,152.53,77.8,36.05
2016-11-05,141.54,90.01,28.78
2016-11-06,148.5,95.8,27.28
2016-11-07,114.13,55.23,29.92
2016-11-08,85.74,68.77,29.57
2016-11-09,78.89,72.97,28.86
2016-11-10,95.61,81.11,27.67
2016-11-11,112.67,93.92,29.6
2016-11-12,111.92,84.19,30.49
2016-11-13,100.93,74.62,39.82
2016-11-14,86.8,58.55,31.52
2016-11-15,86.57,49.41,14.03
2016-11-16,82.54,47.36,24.15
2016-11-17,62.46,39.08,34.63
2016-11-18,64.7,41.24,24.55
2016-11-19,83.3,44.91,24.89
2016-11-20,130.31,50.84,27.955
2016-11-21,136.15,44.25,31.02
2016-11-22,112.6,32.95,39.39
2016-11-23,84.07,37.23,39.88
2016-11-24,95.74,35.34,19.16
2016-11-25,47.32,26.25,17.7
2016-11-26,38.66,24.57,17.32
2016-11-27,44.73,25.41,17.2
2016-11-28,37.86,27.77,27.25
2016-11-29,86.38,46.44,27.55
2016-11-30,133.51,78.39,26.58
2016-12-01,134.35,74.99,27.97
2016-12-02,128.15,66.33,30.0
2016-12-03,89.57,37.45,37.49
2016-12-04,124.42,33.23,28.44
2016-12-05,9.83,34.76,29.23
2016-12-06,81.06,47.48,27.6
2016-12-07,86.44,43.11,26.04
2016-12-08,85.94,31.99,26.6
2016-12-09,38.85,52.57,24.42
2016-12-10,8.96,58.53,24.0
2016-12-11,0.13,54.58,32.37
2016-12-12,66.6,49.08,28.36
2016-12-13,0.92,49.32,37.1
2016-12-14,4.113333333333333,48.95,25.14
2016-12-15,7.306666666666667,46.19,27.42
2016-12-16,10.5,40.79,36.2
2016-12-17,112.42,52.37,23.44
2016-12-18,105.44,50.43,28.81
2016-12-19,110.36,49.4,20.01
2016-12-20,86.81,40.08,18.42
2016-12-21,74.56,33.63,16.41
2016-12-22,90.37,38.82,17.54
2016-12-23,135.3,69.43,17.39
2016-12-24,131.89,86.0,18.3
2016-12-25,101.99,73.9,17.31
2016-12-26,84.09,59.56,17.08
2016-12-27,72.77,53.88,16.9
2016-12-28,93.98,50.38,17.07
2016-12-29,137.49,70.18,16.91
2016-12-30,95.9,61.1,17.46
2016-12-31,89.8,56.34,17.59
2017-01-01,92.26,55.84,17.605
2017-01-02,100.81,53.56,17.62
2017-01-03,107.42,53.06,19.41
2017-01-04,116.02,47.22,24.85
2017-01-05,114.88,47.1,25.09
2017-01-06,112.1,48.65,24.47
2017-01-07,65.94,47.5,25.17
2017-01-08,50.14,40.24,25.52
2017-01-09,53.78,40.1,24.41
2017-01-10,43.19,30.69,24.92
2017-01-11,44.8,34.37,25.29
2017-01-12,61.51,44.35,26.47
2017-01-13,62.1,49.76,26.04
2017-01-14,67.47,63.8,24.76
2017-01-15,72.84,39.78,23.31
2017-01-16,78.21,47.97,23.82
2017-01-17,56.35,38.34,23.88
2017-01-18,53.95666666666667,45.73,22.76
2017-01-19,51.56333333333334,45.63,23.03
2017-01-20,49.17,43.9,24.05
2017-01-21,56.99,44.44,23.84
2017-01-22,64.81,44.98,23.035
2017-01-23,72.63,45.52,22.23
2017-01-24,81.09,55.68,23.95
2017-01-25,106.95,55.88,23.3
2017-01-26,84.32,49.8,24.99
2017-01-27,57.25,31.18,27.95
2017-01-28,46.67,28.66,26.906666666666663
2017-01-29,43.39,29.36,25.863333333333333
2017-01-30,55.31,37.89,24.82
2017-01-31,74.43,43.03,24.8
2017-02-01,74.72,36.48,23.83
2017-02-02,91.08,39.95,22.26
2017-02-03,101.96,42.13,22.29
2017-02-04,108.74,42.34,22.38
2017-02-05,77.67,35.62,20.54
2017-02-06,78.73,33.44,21.39
2017-02-07,49.31,24.96,20.74
2017-02-08,50.49,26.98,20.2
2017-02-09,55.87,33.08,21.68
2017-02-10,51.98,36.72,20.99
2017-02-11,49.74,26.06,21.44
2017-02-12,54.17,30.72,22.83
2017-02-13,55.8,32.99,23.08
2017-02-14,66.37,34.72,28.08
2017-02-15,77.51,34.88,24.68
2017-02-16,76.01,39.09,23.65
2017-02-17,82.95,38.14,22.85
2017-02-18,92.71,40.5,22.95
2017-02-19,99.11,39.68,22.5
2017-02-20,96.15,33.04,22.25
2017-02-21,112.76,34.68,21.94
2017-02-22,80.13,25.89,21.67
2017-02-23,69.07,29.69,22.22
2017-02-24,61.62333333333333,24.973333333333333,21.92
2017-02-25,54.17666666666666,20.256666666666664,22.93
2017-02-26,46.73,15.54,24.05
2017-02-27,59.62,19.0,22.87
2017-02-28,79.15,27.69,22.97
2017-03-01,84.04,29.14,107.53
2017-03-02,85.07,32.42,24.18
2017-03-03,61.43,19.58,26.25
2017-03-04,54.97,19.83,26.53
2017-03-05,45.46,19.05,27.95
2017-03-06,45.2,15.07,31.01
2017-03-07,48.46,17.11,34.12
2017-03-08,44.55,18.3,30.12
2017-03-09,,22.16,35.13
2017-03-10,,20.3,42.48
2017-03-11,,13.12,28.2
2017-03-12,,14.84,26.09
2017-03-13,,14.87,30.64
2017-03-14,,16.05,34.32
2017-03-15,,16.26,33.53
2017-03-16,,14.35,26.96
2017-03-17,,17.06,27.37
2017-03-18,,16.9,25.99
2017-03-19,,19.68,25.66
2017-03-20,,21.11,26.78
2017-03-21,,17.26,26.49
2017-03-22,,18.66,23.98
2017-03-23,,,24.06
2017-03-24,180.37,,20.33
2017-03-25,81.56,,20.79
2017-03-26,75.12,,22.33
2017-03-27,76.77,,22.04
2017-03-28,82.09,,25.2
2017-03-29,83.11,,28.76
2017-03-30,84.17,,25.74
2017-03-31,86.74,,22.44
2017-04-01,85.56,,24.02
2017-04-02,85.34,,28.54
2017-04-03,76.61,,26.81
2017-04-04,81.05,,25.66
2017-04-05,81.16,,27.27
2017-04-06,72.62,,27.92
2017-04-07,56.22,,28.02
2017-04-08,48.8,,26.68
2017-04-09,46.7,,25.78
2017-04-10,45.06,,29.59
2017-04-11,50.47,10.42,28.14
2017-04-12,57.0,21.43,26.435
2017-04-13,96.36,4.72,24.73
2017-04-14,77.04,8.51,24.12
2017-04-15,94.83,13.33,24.52
2017-04-16,85.97999999999999,13.17,28.035
2017-04-17,77.13,14.12,31.55
2017-04-18,67.35,13.87,28.01
2017-04-19,57.57,8.54,31.93
2017-04-20,60.54,9.71,28.87
2017-04-21,62.26,14.66,35.77
2017-04-22,47.71,12.195,30.19
2017-04-23,33.16,9.73,27.92
2017-04-24,41.67,9.84,27.52
2017-04-25,36.6,9.24,28.23
2017-04-26,44.43,11.27,27.58
2017-04-27,50.69,10.59,28.45
2017-04-28,45.39,9.46,27.29
2017-04-29,47.75,9.56,28.89
2017-04-30,43.01,11.57,27.355
2017-05-01,39.36,10.96,25.82
2017-05-02,56.48,13.9,26.1
2017-05-03,59.69,16.73,28.37
2017-05-04,55.39,14.71,22.96
2017-05-05,49.43,15.06,31.0
2017-05-06,58.71,15.32,31.4
2017-05-07,66.51,17.14,22.61
2017-05-08,69.68,15.89,29.12
2017-05-09,59.96,13.9,30.32
2017-05-10,59.67,16.22,31.83
2017-05-11,47.86,14.07,22.39
2017-05-12,48.66,13.18,11.61
2017-05-13,54.37,15.23,11.24
2017-05-14,44.82,13.19,18.05
2017-05-15,7.9,11.28,18.34
2017-05-16,13.9,11.82,17.72
2017-05-17,29.526666666666667,12.09,18.17
2017-05-18,45.153333333333336,13.57,15.07
2017-05-19,60.78,14.98,18.85
2017-05-20,50.13,11.74,23.79
2017-05-21,63.05500000000001,13.02,23.65
2017-05-22,75.98,17.3,23.78
2017-05-23,96.32,14.3,24.31
2017-05-24,94.09,16.24,23.85
2017-05-25,91.86,14.99,23.75
2017-05-26,78.44,16.13,23.65
2017-05-27,72.4,14.81,23.57
2017-05-28,69.09,15.79,23.46
2017-05-29,65.96,17.17,23.67
2017-05-30,77.76,24.29,23.64
2017-05-31,88.31,35.09,23.73
2017-06-01,74.83,46.9,23.75
2017-06-02,79.75,39.83,23.66
2017-06-03,89.1,35.16,23.86
2017-06-04,90.02,27.83,23.805
2017-06-05,74.7,25.4,23.75
2017-06-06,74.2,22.55,23.64
2017-06-07,86.55,22.4,23.83
2017-06-08,,,23.61
2017-06-09,,,23.79
2017-06-10,,,23.65
2017-06-11,,,23.52
2017-06-12,,,23.68
2017-06-13,,,23.7
2017-06-14,,,23.66
2017-06-15,,,23.69
2017-06-16,,,23.91
2017-06-17,,,23.92
2017-06-18,,,23.74
2017-06-19,,,23.76
2017-06-20,,,23.87
2017-06-21,,,23.87
2017-06-22,,,23.97
2017-06-23,,,23.86
2017-06-24,,,35.99
2017-06-25,,,31.68
2017-06-26,,,31.96
2017-06-27,,,31.97
2017-06-28,,,32.02
2017-06-29,,,32.05
2017-06-30,,,31.99
2017-07-01,,,31.77
2017-07-02,,,90.01
2017-07-03,,,104.87
2017-07-04,,,
2017-07-05,,,
2017-07-06,,,
2017-07-07,,,
2017-07-08,,,29.43
2017-07-09,,,32.09
2017-07-10,,,32.39
2017-07-11,,,30.96
2017-07-12,,,27.05
2017-07-13,,,27.1
2017-07-14,,,26.36
2017-07-15,,,26.88
2017-07-16,,,26.78
2017-07-17,,,26.87
2017-07-18,,,26.88
2017-07-19,,,27.04
2017-07-20,,,26.84
2017-07-21,,,26.79
2017-07-22,,,27.12
2017-07-23,,,26.75
2017-07-24,,,26.97
2017-07-25,,,27.22
2017-07-26,,,26.72
2017-07-27,,,27.03
2017-07-28,,,26.46
2017-07-29,,,26.99
2017-07-30,,,26.87
2017-07-31,,,26.22
2017-08-01,,,24.62
2017-08-02,,,24.78
2017-08-03,,,24.54
2017-08-04,,,24.15
2017-08-05,,,24.57
2017-08-06,,,24.46
2017-08-07,,,24.53
2017-08-08,,,24.43
2017-08-09,,,24.68
2017-08-10,,,24.56
2017-08-11,,,24.42
2017-08-12,,,23.93
2017-08-13,,,23.44
2017-08-14,,,22.95
2017-08-15,,,24.17
2017-08-16,,,24.61
2017-08-17,,,24.71
2017-08-18,,,24.69
2017-08-19,,,24.52
2017-08-20,,,24.3
2017-08-21,,,24.48
2017-08-22,,,24.4
2017-08-23,,,24.3
2017-08-24,,,24.49
2017-08-25,,,24.22
2017-08-26,,,25.06
2017-08-27,,,24.2
2017-08-28,,,24.36
2017-08-29,,,24.61
2017-08-30,,,24.58
2017-08-31,,,24.78
2017-09-01,,,24.45
2017-09-02,,,24.44
2017-09-03,,,24.2
2017-09-04,,,24.42
2017-09-05,,,24.44
2017-09-06,,,24.13
2017-09-07,,,24.37
2017-09-08,,,24.37
2017-09-09,,,24.34
2017-09-10,,,24.65333333333333
2017-09-11,,,24.966666666666665
2017-09-12,,,25.28
2017-09-13,,,24.62
2017-09-14,,,24.2
2017-09-15,,,25.08
2017-09-16,,,24.21
2017-09-17,,,23.37
2017-09-18,,,23.92
2017-09-19,,,23.97
2017-09-20,,,24.05
2017-09-21,,,24.04
2017-09-22,,,24.05
2017-09-23,,,24.15
2017-09-24,,,24.18
2017-09-25,,,23.77
2017-09-26,,,23.87
2017-09-27,,,22.64
2017-09-28,,,21.83
2017-09-29,,,23.84
2017-09-30,,,23.87
2017-10-01,,,23.86
2017-10-02,,,23.89
2017-10-03,,,23.95
2017-10-04,,,23.88
2017-10-05,,,24.02
2017-10-06,,,24.05
2017-10-07,,,25.33
2017-10-08,,,26.27
2017-10-09,,,26.53
2017-10-10,,,26.4
2017-10-11,,,26.24
2017-10-12,,,26.64
2017-10-13,,,26.23
2017-10-14,,,26.16
2017-10-15,,,26.03
2017-10-16,96.16,32.68,26.29
2017-10-17,96.18,34.54,26.83
2017-10-18,98.08,33.39,26.76
2017-10-19,97.99,43.66,26.71
2017-10-20,102.06,39.08,26.81
2017-10-21,123.32,45.05,26.51
2017-10-22,92.84,36.76,26.26
2017-10-23,85.77,35.99,26.38
2017-10-24,105.43,37.25,26.59
2017-10-25,106.13,39.64,26.4
2017-10-26,120.95,36.46,26.39
2017-10-27,86.07,41.36,26.4
2017-10-28,91.64,38.54,26.62
2017-10-29,95.47,40.56,26.6
2017-10-30,102.11,43.54,26.61
2017-10-31,107.51,41.2,26.65
2017-11-01,63.78,38.88,26.39
2017-11-02,88.88,45.46,26.14
2017-11-03,67.76,40.36,26.64
2017-11-04,82.23,45.56,26.61
2017-11-05,99.35,41.5,26.44
2017-11-06,106.55,39.89,26.93
2017-11-07,134.82,50.87,26.82
2017-11-08,145.74,58.01,26.82
2017-11-09,97.98,48.6,26.77
2017-11-10,110.46,49.01,25.71
2017-11-11,110.2,52.81,26.5
2017-11-12,100.48,66.22,26.38
2017-11-13,110.06,59.09,26.54
2017-11-14,91.37,61.71,26.59
2017-11-15,70.9,49.83,26.72
2017-11-16,83.83,49.51,26.88
2017-11-17,76.83,43.28,26.65
2017-11-18,65.76,44.56,26.87
2017-11-19,57.9,33.43,26.56
2017-11-20,51.07,34.6,26.43
2017-11-21,58.71,30.01,26.4
2017-11-22,66.74,28.87,26.84
2017-11-23,66.58,30.05,27.21
2017-11-24,81.04,29.52,26.78
2017-11-25,88.4,34.62,
2017-11-26,96.21,36.63,
2017-11-27,109.74,40.1,
2017-11-28,115.62,35.37,
2017-11-29,129.08,41.49,
2017-11-30,109.71,45.56,
2017-12-01,105.82,41.79,
2017-12-02,119.6,42.88,
2017-12-03,118.87,51.65,
2017-12-04,124.01,56.28,
2017-12-05,70.48,59.09,
2017-12-06,70.4,39.74,25.89
2017-12-07,51.78,31.27,37.81
2017-12-08,54.87,32.75,68.36
2017-12-09,74.35,37.39,30.02
2017-12-10,91.06,46.74,42.43
2017-12-11,112.6,48.09,37.61
2017-12-12,105.23,51.84,54.97
2017-12-13,82.29,48.53,87.2
2017-12-14,81.28,43.73,56.03
2017-12-15,58.71,41.06,28.03
2017-12-16,59.24,34.36,37.28
2017-12-17,59.77,27.66,46.53
2017-12-18,68.93,34.82,55.78
2017-12-19,92.05,39.93,65.03
2017-12-20,135.91,53.71,57.13
2017-12-21,121.06,60.02,49.98
2017-12-22,80.46,40.7,37.0
2017-12-23,68.23,33.26,80.1
2017-12-24,120.57,37.46,84.26
2017-12-25,109.33,43.02,72.53
2017-12-26,114.36,41.43,37.01
2017-12-27,142.92,35.86,9.77
2017-12-28,152.26,38.79,10.45
2017-12-29,137.77,47.47,9.6
2017-12-30,151.86,48.98,8.98
2017-12-31,146.8,47.69,
2018-01-01,118.12,50.67,
2018-01-02,79.54,51.88,
2018-01-03,72.41,44.29,
2018-01-04,74.1,44.06,
2018-01-05,61.19,45.45,
2018-01-06,94.01,45.5,
2018-01-07,88.15,40.11,
2018-01-08,82.91,33.23,
2018-01-09,113.51,36.38,
2018-01-10,79.1,33.79,45.45
2018-01-11,86.28,31.01,48.27
2018-01-12,93.86,36.75,42.34
2018-01-13,119.81,38.96,41.38
2018-01-14,86.72,39.12,36.21
2018-01-15,79.14,42.19,33.68
2018-01-16,65.49,32.98,36.95
2018-01-17,89.09,40.95,36.51
2018-01-18,106.93,44.11,34.11
2018-01-19,149.39,42.97,36.27
2018-01-20,119.48,37.13,40.27
2018-01-21,77.98,27.37,45.24
2018-01-22,120.51,32.25,50.22
2018-01-23,89.41,44.65,57.58
2018-01-24,65.72,38.33,68.02
2018-01-25,28.03,32.72,64.75
2018-01-26,52.98,33.38,57.65
2018-01-27,39.26,32.47,57.83
2018-01-28,49.96,26.85,58.16
2018-01-29,33.52,21.56,60.91
2018-01-30,45.52,29.18,70.16
2018-01-31,41.08,22.76,73.36
2018-02-01,38.2,18.17,81.64
2018-02-02,47.45,16.45,75.97
2018-02-03,40.14,13.46,75.86
2018-02-04,36.99,12.76,60.26
2018-02-05,34.97,26.54,74.39
2018-02-06,41.4,43.49,83.02
2018-02-07,29.23,42.24,89.31
2018-02-08,26.18,36.53,94.19
2018-02-09,29.65,43.68,98.39
2018-02-10,25.75,40.37,90.65
2018-02-11,45.89,33.71,62.54
2018-02-12,33.26,33.94,
2018-02-13,45.59,28.96,
2018-02-14,37.21,27.52,
2018-02-15,38.19,30.53,
2018-02-16,35.71,38.19,
2018-02-17,39.35,39.32,
2018-02-18,36.52,38.46,
2018-02-19,35.17,33.12,
2018-02-20,37.61,39.77,
2018-02-21,42.16,36.01,
2018-02-22,41.91,41.25,
2018-02-23,56.09,43.92,
2018-02-24,41.21,49.63,
2018-02-25,48.29,33.81,
2018-02-26,37.93,34.93,
2018-02-27,34.82,29.22,
2018-02-28,45.71,42.81,
2018-03-01,34.36,43.3,
2018-03-02,35.39,36.7,
2018-03-03,41.4,43.25,
2018-03-04,33.26,36.14,
2018-03-05,30.62,35.76,
2018-03-06,31.73,33.52,
2018-03-07,27.96,33.05,
2018-03-08,33.33,30.63,
2018-03-09,43.97,29.78,
2018-03-10,31.55,31.58,
2018-03-11,35.56,33.57,
2018-03-12,37.41,32.58,
2018-03-13,39.260000000000005,34.38,
2018-03-14,41.11,30.77,
2018-03-15,44.52,34.76,
2018-03-16,42.25,33.78,
2018-03-17,33.75,32.17,
2018-03-18,37.85,24.33,
2018-03-19,41.95,27.8,
2018-03-20,46.05,30.81,
2018-03-21,52.86,34.46,
2018-03-22,38.14,32.37,
2018-03-23,30.96,29.51,
2018-03-24,28.43,31.56,
2018-03-25,35.3,30.76,
2018-03-26,30.02,29.78,
2018-03-27,32.4,27.07,
2018-03-28,37.18,28.55,
2018-03-29,31.98,28.92,
2018-03-30,37.81,29.1,
2018-03-31,28.98,33.91,
2018-04-01,20.15,41.07,
2018-04-02,28.96,41.38,
2018-04-03,26.56,39.86,
2018-04-04,43.93,35.94,
2018-04-05,53.66,39.62,
2018-04-06,49.03,36.65,
2018-04-07,28.23,35.53,
2018-04-08,20.48,35.49,
2018-04-09,28.63,36.58,
2018-04-10,20.18,46.67,
2018-04-11,14.11,35.17,
2018-04-12,18.88,32.31,
2018-04-13,23.34,29.450000000000003,
2018-04-14,24.54,26.59,
2018-04-15,29.58,37.07,
2018-04-16,43.54,32.2,
2018-04-17,27.01,25.48,
2018-04-18,29.88,27.79,
2018-04-19,27.93,35.49,
2018-04-20,35.18,35.23,
2018-04-21,25.02,33.37,
2018-04-22,13.35,27.14,
2018-04-23,16.2,25.38,
2018-04-24,29.24,27.05,
2018-04-25,22.79,28.22,
2018-04-26,32.22,37.02,
2018-04-27,11.38,42.94,
2018-04-28,12.8,41.22,
2018-04-29,18.7,43.06,
2018-04-30,22.2,52.05,
2018-05-01,5.37,48.37,
2018-05-02,10.14,41.06,
2018-05-03,11.0,31.85,
2018-05-04,7.97,34.59,
2018-05-05,19.35,33.9,
2018-05-06,26.31,33.47,
2018-05-07,26.71,32.46,
2018-05-08,23.08,29.05,
2018-05-09,31.05,28.59,
2018-05-10,29.41,38.68,
2018-05-11,28.08,40.16,
2018-05-12,17.9,45.9,
2018-05-13,9.34,46.46,
2018-05-14,8.83,34.78,
2018-05-15,5.91,41.46,
2018-05-16,12.7,35.15,
2018-05-17,21.99,27.66,
2018-05-18,32.03,34.01,
2018-05-19,35.48,38.37,
2018-05-20,28.34,33.72,
2018-05-21,23.71,27.5,
2018-05-22,20.2,31.84,
2018-05-23,24.41,43.06,
2018-05-24,35.01,40.78,
2018-05-25,26.86,32.29,
2018-05-26,26.49,34.99,
2018-05-27,23.56,38.48,
2018-05-28,42.94,37.33,
2018-05-29,23.06,40.63,
2018-05-30,12.56,62.06,
2018-05-31,15.9,51.83,
2018-06-01,5.6,55.65,
2018-06-02,5.23,43.09,
2018-06-03,10.22,52.78,
2018-06-04,5.36,51.68,
2018-06-05,5.1,51.23,
2018-06-06,21.76,49.35,
2018-06-07,14.14,31.69,
2018-06-08,5.9,58.84,18.55
2018-06-09,4.87,53.39,
2018-06-10,18.88,53.89,
2018-06-11,12.84,44.31,
2018-06-12,8.47,44.61,
2018-06-13,20.87,37.4,
2018-06-14,30.49,27.82,
2018-06-15,13.89,24.54,54.13
2018-06-16,9.93,26.58,65.66
2018-06-17,5.93,29.03,65.85
2018-06-18,8.57,24.4,52.88
2018-06-19,8.74,22.68,39.88
2018-06-20,18.11,23.98,39.82
2018-06-21,20.25,26.52,39.87
2018-06-22,23.54,27.97,40.19
2018-06-23,21.78,38.7,43.21
2018-06-24,24.71,43.05,43.75
2018-06-25,5.93,40.26,43.32
2018-06-26,,36.79,42.98
2018-06-27,,45.92,42.71
2018-06-28,,57.78,42.01
2018-06-29,,56.56,42.49
2018-06-30,,48.89,43.05
2018-07-01,,44.6,43.45
2018-07-02,,37.31,43.18
2018-07-03,,34.03,42.43
2018-07-04,,36.49,42.77
2018-07-05,,44.02,42.54
2018-07-06,,46.63,39.95
2018-07-07,,38.7,40.12
2018-07-08,,70.32,40.24
2018-07-09,,71.06,40.42
2018-07-10,,52.01,40.38
2018-07-11,,34.43,40.45
2018-07-12,,28.22,40.5
2018-07-13,,26.96,40.34
2018-07-14,,27.93,40.37
2018-07-15,,26.4,40.31
2018-07-16,,27.61,40.23
2018-07-17,,29.69,39.41
2018-07-18,,29.29,38.39
2018-07-19,,30.46,38.46
2018-07-20,,30.38,38.68
2018-07-21,,36.9,38.82
2018-07-22,,31.13,38.84
2018-07-23,,36.17,45.78
2018-07-24,,20.285,58.25
2018-07-25,,4.4,45.05
2018-07-26,,12.35,23.77
2018-07-27,,17.33,17.44
2018-07-28,,6.76,21.39
2018-07-29,,6.85,29.2
2018-07-30,,7.32,33.11
2018-07-31,,6.8,31.37
2018-08-01,,13.16,31.83
2018-08-02,,16.89,33.06
2018-08-03,,15.49,29.64
2018-08-04,,26.84,23.22
2018-08-05,,9.75,24.81
2018-08-06,,11.21,23.69
2018-08-07,,12.62,24.15
2018-08-08,,12.93,23.57
2018-08-09,,17.48,23.59
2018-08-10,,16.71,23.77
2018-08-11,,12.29,24.1
2018-08-12,2.5,16.45,24.0
2018-08-13,19.72,35.9,23.47
2018-08-14,14.41,39.01,23.56
2018-08-15,11.98,40.11,24.19
2018-08-16,9.5,39.86,26.49
2018-08-17,6.49,19.67,31.68
2018-08-18,6.49,22.67,31.59
2018-08-19,4.72,17.79,26.31
2018-08-20,12.59,20.96,27.48
2018-08-21,31.37,18.01,30.61
2018-08-22,35.51,15.54,28.89
2018-08-23,27.68,13.75,31.15
2018-08-24,22.47,14.17,29.36
2018-08-25,29.73,9.7,29.77
2018-08-26,31.82,8.31,29.53
2018-08-27,18.76,9.7,29.33
2018-08-28,13.28,16.89,28.86
2018-08-29,17.88,9.44,29.57
2018-08-30,30.45,7.23,30.27
2018-08-31,27.79,8.07,32.03
2018-09-01,19.39333333333333,9.52,27.47
2018-09-02,10.996666666666664,10.72,15.74
2018-09-03,2.6,9.97,14.37
2018-09-04,50.53,7.88,13.68
2018-09-05,42.05,7.01,12.5
2018-09-06,42.66,7.7,12.38
2018-09-07,41.6,8.69,12.2
2018-09-08,39.16,7.54,12.23
2018-09-09,30.7,6.54,12.35
2018-09-10,31.59,6.19,12.43
2018-09-11,27.74,6.59,12.03
2018-09-12,30.46,6.77,12.55
2018-09-13,29.14,5.98,12.21
2018-09-14,30.39,5.82,12.16
2018-09-15,36.8,7.14,12.74
2018-09-16,36.24,11.49,14.58
2018-09-17,42.85,6.73,12.3
2018-09-18,35.26,7.26,12.31
2018-09-19,46.11,9.67,11.81
2018-09-20,,19.3,12.11
2018-09-21,,25.48,11.85
2018-09-22,,21.78,11.54
2018-09-23,,21.41,11.94
2018-09-24,29.09,38.58,12.94
2018-09-25,33.2,26.91,14.19
2018-09-26,38.77,22.72,13.61
2018-09-27,49.31,29.13,13.99
2018-09-28,67.27,35.39,14.95
2018-09-29,69.96,37.95,14.43
2018-09-30,58.09,39.17,15.38
2018-10-01,61.62,34.85,14.88
2018-10-02,79.12,41.5,14.47
