Date,DL002,DL021,DL031,KA003,TN001,UP012,UP014
2017-02-24,9.823333333333332,55.11,46.34333333333333,21.94,14.13,159.26,111.85
2017-02-25,9.606666666666666,55.2,39.46666666666667,19.64,18.29,107.43,86.02
2017-02-26,9.39,50.66,32.59,34.75,18.06,59.75,70.07
2017-02-27,9.8,51.43,43.21,25.64,19.94,59.59,77.82
2017-02-28,29.68,37.49,56.29,27.08,27.15,52.93,68.93
2017-03-01,45.6,45.02,46.82,32.88,54.36,45.79,50.38
2017-03-02,19.71,32.54,59.12,22.95,35.08,35.25,46.19
2017-03-03,12.53,40.39,42.47,22.65,41.66,48.25,72.76
2017-03-04,13.83,26.73,43.36,13.85,11.6,50.87,73.97
2017-03-05,14.87,40.51,40.25,20.8,13.06,76.81,94.55
2017-03-06,13.54,41.09,37.4,19.79,12.59,59.11,92.19
2017-03-07,20.94,39.85,42.51,25.64,9.91,34.62,69.6
2017-03-08,17.49,45.77,42.78,29.59,9.11,29.26,44.44
2017-03-09,9.4,33.83,58.12,16.07,6.85,32.17,66.68
2017-03-10,22.485,34.24,60.77,29.37,13.3,49.71,59.09
2017-03-11,35.57,42.2,54.96,26.56,31.65,43.48,42.65
2017-03-12,39.58,35.78,53.11,30.11,28.07,49.39,22.32
2017-03-13,14.67,43.41,44.51,19.9,23.97,58.4,60.355
2017-03-14,20.8,36.3,47.87,11.13,16.7,67.52,98.39
2017-03-15,15.65,33.73,46.66,8.93,10.8,62.82,80.69
2017-03-16,16.19,35.92,43.59,28.92,13.35,62.05,76.72
2017-03-17,12.6,32.42,52.79,47.72,21.35,55.98,69.3
2017-03-18,12.18,43.47,44.61,66.57,31.85,60.82,72.52
2017-03-19,16.43,30.74,48.33,57.26,35.43,67.09,68.22
2017-03-20,13.9,30.97,47.88,60.19,34.4,66.99,47.68
2017-03-21,13.6,30.78,41.45,42.51,28.81,85.13,76.16
2017-03-22,14.56,10.98,53.79,36.22,25.43,57.74,58.24
2017-03-23,19.32,67.26,,42.18,33.27,87.05,69.98
2017-03-24,14.29,25.77,,43.89,37.74,92.2,61.82
2017-03-25,12.19,32.34,,52.37,34.13,72.37,54.57
2017-03-26,12.21,34.06,,68.34,29.09,90.18,69.51
2017-03-27,11.86,35.11,,45.77,28.02,99.67,85.4
2017-03-28,12.3,25.31,,40.7,16.24,86.58,56.4
2017-03-29,13.86,16.85,,52.94,15.58,76.63,47.72
2017-03-30,12.07,19.81,,47.33,20.26,77.36,53.03
2017-03-31,12.72,32.5,,53.42,14.06,73.14,62.17
2017-04-01,11.83,35.03,,61.72,13.8,70.54,49.71
2017-04-02,11.31,58.15,,66.27,19.82,85.51,64.59
2017-04-03,10.88,54.96,,68.42,38.56,84.51,62.42
2017-04-04,23.57,40.34,,72.54,23.51,72.93,69.58
2017-04-05,26.28,33.44,,69.06,21.86,83.63,77.65
2017-04-06,12.17,49.15,,66.84,21.17,91.56,78.39
2017-04-07,22.4,51.72,,68.4,30.17,91.84,95.35
2017-04-08,14.59,58.45,,45.04,25.51,86.47,106.16
2017-04-09,20.24,84.71,,37.96,26.34,107.08,132.21
2017-04-10,30.73,79.05,,60.0,38.21,108.88,124.11
2017-04-11,33.32,62.75,20.63,60.0,40.63,114.82,117.72
2017-04-12,27.34,46.16,26.98,17.79,17.3,43.97,88.03
2017-04-13,35.26,5.64,26.5,75.93,24.36,117.98,71.47
2017-04-14,56.91,,29.71,63.27,19.26,119.7,110.36
2017-04-15,28.25,,28.75,60.39,23.92,114.27,119.17
2017-04-16,52.32,,27.86,66.23,39.32,114.72,127.98
2017-04-17,36.05,,34.81,83.69,52.16,114.02,136.79
2017-04-18,27.62,,29.68,91.3,42.61,115.47,122.54
2017-04-19,45.62,,18.42,81.46,31.95,112.3,99.91
2017-04-20,51.11,,28.07,47.22,29.14,99.26,72.67
2017-04-21,74.54,,39.18,54.16,45.42,112.9,101.78
2017-04-22,67.065,,31.325,24.41,53.37,102.17,67.32
2017-04-23,59.59,,23.47,7.03,51.13,93.76,50.97
2017-04-24,56.7,,28.51,21.33,39.09,92.66,96.6
2017-04-25,74.87,,25.98,27.0,33.19,97.86,104.16
2017-04-26,50.96,,26.23,48.16,32.11,59.34,103.49
2017-04-27,58.87,,26.7,27.84,28.98,85.37,106.86
2017-04-28,40.28,,27.03,61.69,39.2,100.67,111.52
2017-04-29,56.16,,29.11,43.66,20.36,,96.8
2017-04-30,84.71,,30.88,22.75,43.9,,127.74
2017-05-01,58.2,,27.51,39.36,34.38,,108.83
2017-05-02,99.58,,28.32,24.89,24.3,,96.07
2017-05-03,57.44,,30.12,21.17,19.53,,62.12
2017-05-04,60.54,,31.35,17.45,18.54,,90.9
2017-05-05,73.36,,28.01,6.19,20.81,,105.68
2017-05-06,60.22,,30.49,17.855,25.06,,91.64
2017-05-07,57.42,,29.24,29.52,21.04,,83.13
2017-05-08,63.27,,24.97,52.55,33.65,142.58,107.0
2017-05-09,60.19,,27.79,33.71,40.3,100.22,127.5
2017-05-10,85.06,,38.32,25.26,62.21,63.38,99.52
2017-05-11,104.26,,32.78,36.74,25.64,7.72,91.84
2017-05-12,105.62,,31.4,10.9,21.21,10.0,74.48
2017-05-13,108.75,,31.37,18.96,27.28,10.92,67.27
2017-05-14,57.79,,24.38,16.82,47.07,6.31,10.96
2017-05-15,46.83,,22.68,38.46,81.71,6.43,39.46
2017-05-16,79.73,,25.27,34.53,72.36,7.73,34.98
2017-05-17,72.53,,35.66,45.09,48.88,6.66,11.35
2017-05-18,99.82,,34.07,13.13,63.11,12.36,82.07
2017-05-19,55.45,,35.2,21.6,61.8,7.02,17.78
2017-05-20,62.23,,31.1,21.87,74.87,12.26,20.13
2017-05-21,60.84,,42.08,23.31,71.02,9.62,51.54
2017-05-22,24.55,,55.81,13.76,46.83,8.19,34.09
2017-05-23,43.21,,42.29,20.05,64.78,5.73,25.59
2017-05-24,39.515,,39.1,26.67,41.86,13.28,26.39
2017-05-25,35.82,,30.42,16.72,55.31,65.47,27.99
2017-05-26,78.23,,29.57,11.46,50.56,67.69,19.66
2017-05-27,69.0,,37.44,18.34,57.04,60.87,18.53
2017-05-28,63.14,,50.87,12.12,60.64,37.35,17.4
2017-05-29,39.36,,58.65,9.02,29.6,40.31,10.24
2017-05-30,58.79,,49.14,9.85,32.19,50.48,10.466666666666669
2017-05-31,40.61,,61.29,9.92,33.55,46.76,10.693333333333332
2017-06-01,80.94,,52.22,10.13,45.19,45.74,10.92
2017-06-02,52.37,,39.17,8.69,39.97,52.24,13.17
2017-06-03,53.94,,31.18,8.19,43.42,67.18,25.87
2017-06-04,38.04,,21.91,7.55,59.32,64.86,22.92
2017-06-05,15.97,,25.42,8.38,33.1,41.48,11.81
2017-06-06,20.74,,32.09,7.92,25.05,7.85,10.97
2017-06-07,27.45,,51.54,10.29,17.67,6.87,9.84
2017-06-08,,,,14.64,11.65,25.66,9.65
2017-06-09,,,,19.12,14.69,48.73,8.84
2017-06-10,,,,19.88,15.64,55.4,12.65
2017-06-11,,,,19.08,17.26,51.08,
2017-06-12,,,,19.47,20.7,54.38,
2017-06-13,,,,19.68,28.07,33.68,
2017-06-14,,,,21.06,34.87,,
2017-06-15,,,,20.85,35.61,,
2017-06-16,,,,18.43,31.69,,19.38
2017-06-17,,,,20.06,31.69,,27.63
2017-06-18,,,,9.1,37.9,,31.87
2017-06-19,,,,10.17,29.2,69.77,23.25
2017-06-20,,,,7.75,26.21,59.45,17.86
2017-06-21,,,,13.04,38.32,16.63,22.54
2017-06-22,,,,8.43,26.43,14.09,25.01
2017-06-23,,,,13.82,27.92,13.29,24.84
2017-06-24,,,,10.04,24.3,17.0,26.92
2017-06-25,,,,7.84,20.75,12.51,24.92
2017-06-26,,,,8.44,23.89,15.06,20.69
2017-06-27,,,,8.39,24.61,15.83,20.05
2017-06-28,,,,8.99,20.31,12.18,21.07
2017-06-29,,,,9.92,14.01,16.66,19.32
2017-06-30,,,,10.32,26.18,39.67,18.52
2017-07-01,,,,11.34,24.55,26.58,11.58
2017-07-02,,,,10.47,34.7,30.39,12.27
2017-07-03,,,,10.21,26.47,31.73,19.97
2017-07-04,,,,9.67,10.34,31.65,12.88
2017-07-05,,,,8.98,23.07,33.02,12.72
2017-07-06,,,,9.26,24.43,14.95,14.05
2017-07-07,,,,12.39,29.22,14.67,12.23
2017-07-08,,,,9.39,14.07,12.8,14.48
2017-07-09,,,,9.34,25.97,15.15,12.79
2017-07-10,,,,10.61,28.01,14.62,10.66
2017-07-11,,,,12.44,23.74,14.06,12.12
2017-07-12,,,,18.42,15.57,15.51,11.2
2017-07-13,,,,24.82,17.01,21.25,14.38
2017-07-14,,,,47.62,19.64,24.71,11.94
2017-07-15,,,,47.14,22.59,17.18,12.68
2017-07-16,,,,23.82,18.16,23.17,10.42
2017-07-17,,,,44.94,17.79,18.82,11.42
2017-07-18,,,,27.09,18.01,15.85,14.37
2017-07-19,,,,30.16,20.05,8.85,14.02
2017-07-20,,,,54.5,24.56,7.21,12.18
2017-07-21,,,,41.97,20.82,9.21,10.38
2017-07-22,,,,53.85,21.32,9.92,11.06
2017-07-23,,,,24.37,27.78,16.47,13.43
2017-07-24,,,,42.69,22.76,14.73,10.57
2017-07-25,,,,50.04,19.56,10.6,11.07
2017-07-26,,,,51.12,19.21,8.52,13.15
2017-07-27,,,,55.9,23.46,12.72,14.22
2017-07-28,,,,51.05,36.31,13.36,14.02
2017-07-29,,,,56.82,22.94,11.45,9.24
2017-07-30,,,,23.6,32.14,10.34,11.72
2017-07-31,,,,45.36,30.77,11.26,9.31
2017-08-01,,,,54.93,45.06,12.99,8.7
2017-08-02,,,,41.25,30.2,10.63,7.71
2017-08-03,,,,39.16,29.56,11.05,5.61
2017-08-04,,,,25.85,23.14,49.89,8.69
2017-08-05,,,,30.04,31.21,179.82,7.6
2017-08-06,,,,6.06,50.34,180.25,10.16
2017-08-07,,,,54.59,15.12,27.18,8.28
2017-08-08,,,,48.17,43.31,9.24,7.41
2017-08-09,,,,33.6,39.0,8.13,6.32
2017-08-10,,,,9.71,13.38,6.37,6.26
2017-08-11,,,,16.65,27.68,10.02,6.07
2017-08-12,,,,18.87,18.79,8.59,11.79
2017-08-13,,,,23.74,19.55,6.22,11.57
2017-08-14,,,,26.54,18.83,7.42,10.78
2017-08-15,,,,7.35,14.91,7.46,11.91
2017-08-16,,,,20.51,19.78,5.55,8.58
2017-08-17,,,,21.86,14.83,4.9,15.0
2017-08-18,,,,21.39,14.8375,3.95,6.81
2017-08-19,,,,20.13,14.845,5.960000000000001,11.1
2017-08-20,,,,11.17,14.8525,7.970000000000001,8.87
2017-08-21,,,,16.04,14.86,9.98,14.82
2017-08-22,,,,20.89,13.04,8.29,20.02
2017-08-23,,,,27.15,14.83,6.57,10.18
2017-08-24,,,,21.84,13.46,9.13,14.94
2017-08-25,,,,19.86,13.89,11.39,11.69
2017-08-26,,,,19.83,16.03,9.25,15.29
2017-08-27,,,,7.65,17.52,10.07,17.04
2017-08-28,,,,13.12,28.73,9.23,20.79
2017-08-29,,,,14.98,33.28,11.89,23.96
2017-08-30,,,,16.33,29.77,22.56,30.97
2017-08-31,,,,24.66,40.89,14.09,24.62
2017-09-01,,,,13.48,35.94,12.57,23.64
2017-09-02,,,,15.86,33.32,12.96,23.44
2017-09-03,,,,29.74,45.44,12.95,18.87
2017-09-04,,,,23.83,52.5,12.39,18.78
2017-09-05,,,,23.99,57.04,12.05,17.41
2017-09-06,,,,27.63,50.32,12.08,24.29
2017-09-07,,,,12.5,33.91,12.43,18.74
2017-09-08,,,,34.54,19.78,11.65,34.18
2017-09-09,,,,15.06,23.26,12.51,38.13
2017-09-10,,,,9.66,33.22,13.33,55.66
2017-09-11,,,,9.5,33.73,12.45,39.94
2017-09-12,,,,11.3,32.25,13.93,44.87
2017-09-13,,,,12.87,13.16,18.26,40.02
2017-09-14,,,,28.38,33.18,14.32,26.91
2017-09-15,,,,18.53,19.31,30.02,31.32
2017-09-16,,,,14.39,27.23,30.01,34.27
2017-09-17,,,,5.9,17.7,29.99,33.18
2017-09-18,,,,6.18,19.6,23.31,31.17
2017-09-19,,,,19.64,20.92,4.48,32.84
2017-09-20,,,,25.61,25.78,5.2,28.26
2017-09-21,,,,24.16,28.07,6.13,25.59
2017-09-22,,,,28.96,30.08,9.69,20.18
2017-09-23,,,,41.31,42.39,11.25,14.57
2017-09-24,,,,29.38,37.77,10.26,26.46
2017-09-25,,,,24.14,27.56,10.75,28.52
2017-09-26,,33.1,,27.37,32.34,11.58,32.57
2017-09-27,,19.85,,7.85,21.74,11.44,40.86
2017-09-28,,38.95,,21.6,22.01,13.36,47.54
2017-09-29,,,,8.95,30.37,15.18,43.88
2017-09-30,,,,29.89,35.78,18.72,40.57
2017-10-01,,,,21.92,23.47,16.36,38.75
2017-10-02,,,,34.02,31.28,16.98,31.89
2017-10-03,,,,29.93,30.05,13.28,25.03
2017-10-04,,29.32,,30.31,16.24,21.66,19.18
2017-10-05,,38.51,,10.53,33.99,19.26,15.51
2017-10-06,,40.03,,28.31,29.66,22.47,18.39
2017-10-07,,31.03,,21.99,24.72,27.32,23.64
2017-10-08,,33.86,,35.86,35.85,26.75,30.46
2017-10-09,,25.48,,20.43,35.88,23.35,16.07
2017-10-10,,16.35,,45.08,28.71,28.75,17.27
2017-10-11,,15.69,,34.99,40.74,20.69,16.4
2017-10-12,,13.95,,22.7,33.92,29.91,14.39
2017-10-13,,24.34,,14.59,11.17,22.94,19.92
2017-10-14,,36.48,,9.9,24.98,30.85,31.36
2017-10-15,,15.87,,13.39,17.31,36.74,43.01
2017-10-16,15.62,17.89,,15.03,9.19,24.57,41.74
2017-10-17,16.52,26.38,,17.23,6.88,11.94,41.2
2017-10-18,19.9,41.9,,27.54,26.01,16.84,28.67
2017-10-19,30.74,35.29,,34.64,49.71,16.47,18.02
2017-10-20,63.12,38.59,,38.72,39.31,13.39,15.55
2017-10-21,43.23,30.71,,34.89,46.68,16.42,14.64
2017-10-22,39.45,32.5,,28.1,44.44,21.1,50.32
2017-10-23,44.78,37.14,48.65,33.95,66.78,19.63,54.6
2017-10-24,36.94,28.21,52.26,27.3,35.69,16.6,36.57
2017-10-25,41.75,31.93,39.095,20.57,25.7,21.01,42.93
2017-10-26,64.34,35.29,25.93,12.69,14.58,20.28,44.04
2017-10-27,29.17,38.48,38.76,19.69,19.97,21.46,44.59
2017-10-28,42.63,42.59,33.379999999999995,32.07,20.15,22.09,36.69
2017-10-29,61.66,46.09,28.0,36.67,29.74,32.41,51.83
2017-10-30,60.4,38.34,72.09,32.74,9.72,33.73,41.87
2017-10-31,53.28,30.36,65.57,47.84,25.12,46.77,51.99
2017-11-01,20.72,36.36,49.79,43.92,11.94,41.4,32.65
2017-11-02,32.85,39.29,67.8,44.38,28.38,45.84,49.17
2017-11-03,87.71,38.78,50.32,52.18,33.54,48.18,45.2
2017-11-04,82.96,37.33,72.73,43.23,24.78,49.49,39.97
2017-11-05,105.74,31.28,68.25,17.19,18.16,47.32,45.84
2017-11-06,78.23,21.85,65.93,6.75,14.23,39.92,39.1
2017-11-07,56.7,18.41,68.22,7.02,13.54,52.0,40.18
2017-11-08,66.04,32.26,72.27,13.74,22.89,75.36,39.04
2017-11-09,67.15,24.96,67.41,30.46,36.48,79.86,32.39
2017-11-10,96.01,28.0,64.81,24.08,21.91,67.62,33.26
2017-11-11,100.84,24.3,68.01,30.86,37.66,76.99,44.6
2017-11-12,80.38,29.74,70.81,14.76,44.62,66.54,55.21
2017-11-13,61.24,30.52,70.86,43.16,33.31,46.58,44.89
2017-11-14,16.23,36.57,68.39,37.68,18.52,34.08,37.91
2017-11-15,15.86,32.15,65.0,39.31,24.02,39.66,35.3
2017-11-16,36.92,26.78,66.23,34.31,35.06,24.75,34.11
2017-11-17,17.76,23.39,62.5,37.48,39.0,33.46,41.41
2017-11-18,20.61,20.84,55.49,19.28,20.36,38.96,46.68
2017-11-19,19.18,31.26,50.56,15.11,13.91,40.48,38.54
2017-11-20,17.1,25.39,50.61,17.27,12.92,49.06,67.69
2017-11-21,36.29,10.94,50.7,3.14,10.06,58.7,80.73
2017-11-22,32.54,25.11,45.95,15.6,26.75,52.38,71.08
2017-11-23,28.05,27.55,45.43,28.57,38.16,47.91,61.65
2017-11-24,33.24,25.15,44.49,29.13,24.59,46.06,59.75
2017-11-25,30.65,26.66,48.4,38.5,44.45,40.97,63.83
2017-11-26,42.08,26.02,47.49,35.73,39.68,47.83,71.92
2017-11-27,23.14,25.66,52.24,24.36,20.27,53.7,72.06
2017-11-28,33.25,20.36,53.11,22.54,30.11,46.51,56.3
2017-11-29,103.58,25.88,60.66,23.71,25.99,27.94,40.07
2017-11-30,70.3,48.74,62.55,19.73,21.52,25.65,37.41
2017-12-01,58.35,24.65,57.29,4.11,37.7,28.5,29.68
2017-12-02,72.43,23.05,59.87,4.61,42.02,26.47,36.8
2017-12-03,64.29,28.01,63.82,8.9,31.4,24.68,32.38
2017-12-04,58.43,23.08,63.49,24.47,25.69,25.98,29.94
2017-12-05,39.75,17.83,59.07,12.45,25.75,23.28,35.69
2017-12-06,25.35,20.78,43.24,,31.1,41.26,43.2
2017-12-07,26.1,24.12,34.26,,34.72,39.39,47.77
2017-12-08,24.88,28.15,38.43,,48.52,43.6,70.84
2017-12-09,35.18,25.68,49.47,,49.39,36.02,41.955
2017-12-10,48.93,25.39,58.73,,53.0,28.34,13.07
2017-12-11,47.95,19.29,64.43,,58.39,27.66,35.77
2017-12-12,30.48,14.89,78.22,,27.83,22.32,28.05
2017-12-13,27.26,16.07,74.6,,21.17,22.84,34.73
2017-12-14,24.72,19.29,74.31,,14.46,23.49,22.09
2017-12-15,23.99,15.93,70.64,,24.63,24.16,30.125
2017-12-16,26.35,17.99,55.56,,37.1,41.95,38.16
2017-12-17,28.71,22.25,40.48,,62.69,32.91,48.09
2017-12-18,21.08,24.18,47.71,,55.81,26.99,35.6
2017-12-19,16.56,17.8,55.9,,46.99,17.18,33.52
2017-12-20,23.01,14.05,65.89,,39.92,15.17,29.24
2017-12-21,23.5,17.53,65.61,,21.32,29.965,24.96
2017-12-22,16.67,18.09,57.09,,22.47,44.76,33.75
2017-12-23,18.93,21.69,56.05,,24.8,30.18,35.07
2017-12-24,21.61,23.9,64.61,,26.7,19.02,26.9
2017-12-25,19.34,17.81,67.83,,24.68,12.73,17.27
2017-12-26,20.27,17.84,66.35,,38.75,24.65,31.84
2017-12-27,23.5,15.46,62.23,,51.25,23.6,30.12
2017-12-28,19.88,10.5,63.27,52.72,38.06,15.8,22.92
2017-12-29,18.56,18.08,65.46,17.18,33.37,11.22,12.62
2017-12-30,17.1,15.04,68.21,33.48,23.87,8.96,13.35
2017-12-31,20.34,14.31,70.78,32.36,31.34,19.68,29.17
2018-01-01,27.36,12.1,74.5,25.89,31.1,19.15,23.36
2018-01-02,33.24,14.72,75.63,24.78,20.93,20.61,26.9
2018-01-03,28.08,14.2,74.28,35.27,29.61,13.95,14.29
2018-01-04,36.36,17.88,75.38,46.62,46.37,25.51,30.69
2018-01-05,28.37,16.19,74.53,51.89,25.12,9.71,14.07
2018-01-06,23.15,15.32,69.0,59.57,42.96,18.62,25.91
2018-01-07,15.42,17.23,64.42,62.13,52.51,15.94,17.1
2018-01-08,15.25,19.24,58.69,76.84,54.81,15.66,20.39
2018-01-09,15.99,18.1,62.12,69.35,50.7,9.81,17.25
2018-01-10,18.56,20.79,57.26,39.43,15.94,13.78,16.51
2018-01-11,19.34,20.83,55.45,17.92,29.14,15.93,24.58
2018-01-12,21.18,18.12,55.39,21.4,44.34,9.55,21.98
2018-01-13,20.02,17.98,59.56,22.28,24.78,17.06,28.36
2018-01-14,22.37,19.1,55.9,32.71,36.55,25.07,34.53
2018-01-15,21.7,19.69,59.85,39.4,42.82,24.4,28.61
2018-01-16,25.99,28.52,51.63,36.86,42.39,33.4,39.98
2018-01-17,23.74,27.48,69.67,40.95,27.37,8.73,23.9
2018-01-18,24.51,26.85,66.47,43.13,39.4,17.7,33.54
2018-01-19,22.34,18.19,66.71,47.97,49.53,14.26,26.44
2018-01-20,18.43,20.34,76.24,56.22,49.88,9.94,22.34
2018-01-21,60.77,24.67,42.04,59.4,57.22,3.2,37.98
2018-01-22,51.54,31.67,64.03,59.86,36.75,24.09,35.31
2018-01-23,15.14,20.76,72.76,47.96,40.35,27.76,27.81
2018-01-24,27.18,15.96,76.23,35.53,28.1,25.53,36.22
2018-01-25,21.15333333333333,16.6,79.4,47.16,43.14,20.15,18.21
2018-01-26,15.126666666666663,15.96,76.66,52.61,54.25,24.51,27.28
2018-01-27,9.1,18.34,69.17,51.44,44.05,22.32,26.56
2018-01-28,8.1,13.29,67.29,56.16,54.91,23.45,28.55
2018-01-29,3.7,21.07,64.11,49.16,53.39,23.35,18.12
2018-01-30,17.026666666666667,25.78,52.27,48.6,48.19,30.48,38.18
2018-01-31,30.35333333333333,29.38,57.39,40.78,54.08,33.86,42.92
2018-02-01,43.68,23.34,51.81,31.55,40.48,27.55,33.13
2018-02-02,4.75,22.75,61.64,35.13,50.01,22.03,34.35
2018-02-03,6.55,32.3,52.75,39.3,39.69,18.18,32.55
2018-02-04,1.2,31.1,50.94,45.25,47.9,30.29,57.1
2018-02-05,22.45,26.24,47.95,38.68,41.48,34.33,64.38
2018-02-06,23.45,17.18,46.8,35.02,26.72,26.86,46.77
2018-02-07,39.39,20.93,47.4,23.32,17.58,22.84,33.58
2018-02-08,17.03,15.2,54.07,20.07,20.71,27.66,51.63
2018-02-09,15.11,21.62,55.14,18.2,17.14,31.69,57.02
2018-02-10,18.49,32.63,56.01,19.06,32.69,28.65,46.69
2018-02-11,22.27,34.31,54.53,22.72,24.21,19.0,22.51
2018-02-12,17.75,37.96,65.22,23.76,31.75,16.67,34.94
2018-02-13,24.53,26.37,68.11,36.9,33.32,12.28,39.46
2018-02-14,19.79,30.09,56.21,29.08,40.89,3.98,20.08
2018-02-15,22.4,31.4,56.21,25.5,40.86,,
2018-02-16,22.68,30.3,60.71,26.94,43.53,,
2018-02-17,20.03,31.55,58.48,36.02,48.9,,
2018-02-18,20.43,36.33,56.06,37.14,58.56,,
2018-02-19,18.7,26.1,53.19,41.05,40.99,,
2018-02-20,20.82,23.16,52.95,46.15,44.67,,
2018-02-21,39.61,28.27,53.61,46.36,34.72,,
2018-02-22,16.01,9.57,56.43,43.74,34.12,,
2018-02-23,18.74,9.09,56.56,47.11,30.6,,
2018-02-24,25.27,32.52,55.68,26.69,27.18,,
2018-02-25,23.59,28.28,52.23,30.69,23.73,,
2018-02-26,19.7,27.52,56.84,23.26,21.67,,
2018-02-27,16.01,22.6,54.86,24.88,16.715,,
2018-02-28,19.69,16.08,59.8,23.74,11.76,,
2018-03-01,13.47,10.85,54.95,26.41,52.15,,
2018-03-02,31.28,12.18,53.28,38.97,40.83,,
2018-03-03,19.98,10.06,50.38,37.14,48.63,,
2018-03-04,22.0,9.98,48.46,40.01,35.98,,
2018-03-05,20.35,20.98,50.81,31.18,26.79,,
2018-03-06,26.5,25.62,49.92,25.73,27.87,,
2018-03-07,24.39,26.43,50.2,37.25,36.69,,
2018-03-08,35.37,34.02,52.17,32.04,40.7,,
2018-03-09,28.92,26.32,49.94,35.73,55.64,,
2018-03-10,24.8,24.18,44.62,14.78,35.64,,
2018-03-11,25.6,25.62,47.9,32.18,39.33,,
2018-03-12,27.706666666666667,23.17,44.84,33.44,18.09,,
2018-03-13,29.813333333333333,24.28,43.27,14.05,18.25,70.08,
2018-03-14,31.92,22.21,37.83,33.11,16.36,,
2018-03-15,30.5,21.15,43.66,22.85,14.71,,26.07
2018-03-16,31.32,27.06,45.78,23.81,17.15,,
2018-03-17,23.4,28.44,47.2,19.58,16.67,,
2018-03-18,42.73,35.33,25.08,5.17,21.98,,
2018-03-19,62.06,34.9,38.0,39.67,26.43,,
2018-03-20,81.39,32.71,40.21,32.53,23.27,,
2018-03-21,45.22,22.82,42.71,26.67,22.49,,
2018-03-22,27.69,15.78,48.15,,29.07,,39.2
2018-03-23,31.18,28.39,46.35,,32.27,,
2018-03-24,30.78,31.24,43.72,,40.02,,
2018-03-25,41.98,33.25,42.98,,29.63,,
2018-03-26,27.89,35.52,40.69,,23.37,,
2018-03-27,29.46,29.56,33.23,,15.62,102.47,
2018-03-28,44.94,30.91,33.48,,19.42,,
2018-03-29,36.05,31.95,32.66,,24.15,,
2018-03-30,15.64,34.55,31.69,,29.63,,
2018-03-31,33.66,46.16,40.14,,42.15,,
2018-04-01,51.68,57.76,37.77,,43.24,,
2018-04-02,57.0,47.69,39.92,,44.33,,
2018-04-03,45.0,48.5,37.6,,43.92,28.36,
2018-04-04,51.93,52.3,37.58,,43.51,,
2018-04-05,61.42,34.66,39.47,,,,
2018-04-06,32.73,36.85,40.26,,,,
2018-04-07,44.04,36.12,44.33,,,,
2018-04-08,41.3,38.39,41.66,,,,
2018-04-09,28.51,23.06,58.1,,,,
2018-04-10,63.46,37.24,51.09,,22.98,,
2018-04-11,21.07,33.75,56.83,,24.86,,
2018-04-12,36.42,30.12,45.21666666666666,,26.74,,
2018-04-13,55.16,30.45,33.603333333333325,,28.62,,
2018-04-14,69.31,26.49,21.99,,26.57,,
2018-04-15,42.47,33.38,36.83,,24.52,,
2018-04-16,54.51,38.69,37.13,,22.47,,
2018-04-17,45.65,22.59,30.67,,36.82,,
2018-04-18,52.81,25.99,23.1,,46.05,,
2018-04-19,44.6,30.53,26.5,,23.87,,
2018-04-20,29.01,28.46,22.81,,9.67,,45.32
2018-04-21,35.67,34.08,26.02,,33.73,,
2018-04-22,47.74,42.52,21.68,,31.44,,
2018-04-23,54.34,41.48,20.07,,31.835,,
2018-04-24,38.67,37.38,21.14,,32.230000000000004,,
2018-04-25,25.05,26.4,23.27,,32.62500000000001,,
2018-04-26,67.25,38.06,22.57,,33.02,,
2018-04-27,19.48,40.3,38.17,,26.505000000000003,,
2018-04-28,32.13,55.84,36.5,,19.99,,
2018-04-29,35.67,55.19,39.11,,49.42,,
2018-04-30,25.63,42.86,42.75,,78.85,,
2018-05-01,10.02,45.53,45.64,,65.285,,
2018-05-02,24.29,47.52,46.26,,51.72,,
2018-05-03,26.05,34.02,45.55,,38.196666666666665,,
2018-05-04,21.24,47.53,47.54,,24.67333333333333,,
2018-05-05,43.53,45.54,38.46,,11.15,,
