Date,DL002,DL021,DL031,KA003,TN001,UP012,UP014
2018-05-06,35.31,31.73,38.65,,42.345000000000006,,
2018-05-07,53.21,34.32,34.97,,73.54,,
2018-05-08,39.39,44.65,34.1,,65.44500000000001,,
2018-05-09,38.83,43.51,45.48,,57.35,,
2018-05-10,39.83,36.52,41.99,,44.86,,
2018-05-11,43.64,42.56,33.82,,32.37,,
2018-05-12,35.9,57.16,38.32,,,,
2018-05-13,20.73,48.9,44.23,,,,
2018-05-14,37.09,48.37,44.43,,,,
2018-05-15,31.09,53.88,44.36,,,,
2018-05-16,30.28,38.59,33.2,,26.21,,
2018-05-17,56.23,54.29,26.79,,,,
2018-05-18,51.0,45.54,29.7,,,,
2018-05-19,49.84,35.51,36.05,,,,
2018-05-20,35.71,40.29,25.52,,,,
2018-05-21,45.39,50.96,15.35,,,,
2018-05-22,39.28,56.29,18.15,,,,
2018-05-23,74.05,46.87,28.53,,,,
2018-05-24,41.11,43.02,26.46,,25.7,,8.79
2018-05-25,62.18,36.06,22.15,,31.87,,
2018-05-26,36.23,37.85,21.29,3.01,51.04,,
2018-05-27,43.26,31.83,32.08,4.07,48.66666666666666,,
2018-05-28,35.87,69.91,20.76,4.86,46.29333333333333,,
2018-05-29,31.2,40.49,29.98,19.17,43.92,,
2018-05-30,23.19,42.77,38.01,22.95,,,
2018-05-31,18.4,30.5,36.0,18.29,,,
2018-06-01,16.09,36.03,41.63,22.77,,,
2018-06-02,26.89,38.406666666666666,41.27,22.85,,6.66,
2018-06-03,14.21,40.78333333333333,38.8,3.77,,,
2018-06-04,15.68,43.16,41.86,10.49,,,
2018-06-05,19.26,27.13,40.82,15.9,,,
2018-06-06,23.62,34.61,50.37,5.46,32.56,,
2018-06-07,21.82,27.6,44.82,9.44,26.82,,
2018-06-08,19.03,22.82,46.91,5.39,,,54.79
2018-06-09,17.26,25.55,60.72,11.14,,,
2018-06-10,31.93,32.66,56.01,10.72,,,
2018-06-11,22.9,29.49,46.12,9.55,,,
2018-06-12,18.21,16.81,37.48,13.11,,38.51,
2018-06-13,19.15,14.85,31.66,12.54,50.3,20.39,
2018-06-14,22.98,21.44,29.78,15.6,55.685,17.57,37.1
2018-06-15,21.7,29.65,30.29,20.32,61.07,13.52,17.38
2018-06-16,17.33,31.71,38.69,13.14,51.38,12.1,14.67
2018-06-17,21.36,43.28,49.42,5.11,41.69,19.22,12.62
2018-06-18,26.26,44.4,43.95,11.02,32.0,13.34,23.26
2018-06-19,24.95,61.1,41.69,14.71,22.31,16.19,19.01
2018-06-20,46.91,66.76,37.76,22.59,,24.8,23.24
2018-06-21,29.28,79.7,38.92,24.29,,29.73,27.23
2018-06-22,47.47,66.34,36.52,29.37,,29.29,28.94
2018-06-23,23.64,56.3,36.59,18.56,,31.27,31.14
2018-06-24,40.32,53.99,33.06,11.4,,32.27,26.71
2018-06-25,7.27,41.54,45.38,13.87,14.14,29.26,26.05
2018-06-26,18.24,43.23,48.61,17.73,,23.94,29.48
2018-06-27,10.73,60.2,62.14,14.08,,22.91,20.16
2018-06-28,,58.85,72.07,13.78,,16.96,35.23
2018-06-29,,21.92,71.29,15.87,,18.71,27.62
2018-06-30,,21.87,67.77,4.31,,23.32,10.87
2018-07-01,,20.62,62.75,4.61,,14.51,41.89
2018-07-02,,29.81,58.07,17.1,72.99,15.48,20.04
2018-07-03,,38.31,63.71,17.37,,26.07,47.92
2018-07-04,,31.98,60.04,15.93,,22.84,60.92
2018-07-05,,38.26,59.1,19.5,,22.27,19.92
2018-07-06,,39.11,51.82,15.63,,27.85,14.12
2018-07-07,,60.28,49.44,15.43,14.48,36.71,8.06
2018-07-08,,66.45,47.66,15.14,,30.19,1.84
2018-07-09,,62.52,52.72,11.84,,27.41,7.26
2018-07-10,,58.58,58.63,12.66,,26.19,18.08
2018-07-11,,45.17,63.86,9.35,,21.3,33.61
2018-07-12,,50.15,58.9,7.11,,15.28,6.94
2018-07-13,,28.61,71.99,15.13,,16.43,4.32
2018-07-14,,25.69,73.95,15.27,,12.53,3.32
2018-07-15,,32.49,67.47,14.76,14.96,19.81,9.36
2018-07-16,,22.92,74.42,10.15,,21.75,8.47
2018-07-17,,30.7,64.3,15.7,,18.87,19.87
2018-07-18,,30.18,63.36,16.69,,22.04,29.74
2018-07-19,,35.12,63.83,18.09,,24.29,19.1
2018-07-20,,36.07,73.61,24.04,,22.6,9.27
2018-07-21,,28.59,75.05,22.03,13.77,18.15,12.19
2018-07-22,,24.37,79.06,20.24,,17.71,5.51
2018-07-23,,24.37,68.04,16.73,,14.06,3.53
2018-07-24,,27.17,61.65,10.86,,19.22,4.45
2018-07-25,,20.23,74.41,9.86,,16.4,13.12
2018-07-26,,16.87,83.11,10.83,,19.59,6.25
2018-07-27,,22.53,84.3,12.86,,31.96,2.74
2018-07-28,,20.78,80.34,15.91,64.31,34.4,2.02
2018-07-29,,20.47,71.12,13.89,,26.76,6.27
2018-07-30,,19.74,70.14,12.15,,29.22,5.29
2018-07-31,,24.99,66.62,11.7,,35.18,9.29
2018-08-01,,22.24,65.62,13.1,,36.58,2.72
2018-08-02,,16.57,57.59,15.2,14.08,33.22,15.75
2018-08-03,,17.38,55.47,11.22,65.47,30.48,2.34
2018-08-04,,16.82,54.04,13.5,,25.27,4.99
2018-08-05,,12.45,64.53,14.19,,21.13,4.73
2018-08-06,,16.61,76.29,15.02,,28.41,5.68
2018-08-07,,30.51,75.62,11.32,,31.5,5.57
2018-08-08,,28.53,72.82,7.5,,31.66,6.04
2018-08-09,,40.92,63.04,11.5,,33.37,10.0
2018-08-10,,29.43,71.87,11.53,23.12,25.11,15.58
2018-08-11,,26.96,65.49,11.02,,21.17,22.64
2018-08-12,18.4,19.33,67.96,12.65,,16.24,2.23
2018-08-13,22.98,27.8,67.84,11.52,,13.69,2.43
2018-08-14,45.18,25.91,64.74,13.18,,13.12,5.56
2018-08-15,24.0,17.87,65.4,5.77,,10.87,4.53
2018-08-16,45.27,16.33,69.29,9.08,,10.34,5.56
2018-08-17,40.52,14.28,66.65,5.04,,10.12,4.08
2018-08-18,39.43,26.47,68.89,4.47,,8.19,2.14
2018-08-19,33.01,46.32,78.44,5.06,,9.48,3.7
2018-08-20,57.32,44.58,72.72,7.68,27.59,12.96,2.8
2018-08-21,32.36,34.4,65.72,18.12,47.955,16.84,1.71
2018-08-22,26.45,27.08,67.32,18.16,68.32,19.95,19.84
2018-08-23,12.62,13.54,75.59,16.94,,15.5,8.2
2018-08-24,11.43,17.16,70.45,12.56,,12.43,10.47
2018-08-25,18.99,18.19,65.74,12.8,,10.69,8.2
2018-08-26,31.62,22.86,61.93,15.97,,11.93,6.33
2018-08-27,54.49,29.42,72.34,12.61,31.56,16.05,9.33
2018-08-28,49.32,21.64,80.35,14.66,30.62,14.08,7.18
2018-08-29,23.25,18.1,78.0,6.61,30.24,9.92,4.52
2018-08-30,29.54,21.89,72.48,13.5,32.27,8.86,8.45
2018-08-31,31.96,20.04,68.23,14.41,26.41,9.26,12.05
2018-09-01,23.13,12.41,80.17,18.1,24.22,9.94,21.53
2018-09-02,43.52,22.12,81.29,16.79,29.99,11.06,23.48
2018-09-03,51.85,20.22,82.7,19.53,43.82,10.96,15.29
2018-09-04,41.73,26.54,81.69,20.34,48.17,12.47,9.31
2018-09-05,27.78,22.79,76.58,18.38,40.23,14.38,17.37
2018-09-06,31.06,21.82,71.23,18.38,37.41,23.46,15.12
2018-09-07,52.1,27.58,77.84,19.04,31.5,27.4,16.78
2018-09-08,40.31,23.52,75.41,18.17,30.17,23.36,17.36
2018-09-09,34.05,26.68,72.66,25.5,40.37,22.41,18.43
2018-09-10,42.71,27.68,73.76,13.4,35.39,15.7,14.54
2018-09-11,33.73,18.69,70.43,27.04,31.67,12.75,18.77
2018-09-12,29.83,19.12,65.89,35.18,31.6,13.45,24.27
2018-09-13,28.77,18.29,60.35,22.64,39.57,17.43,18.52
2018-09-14,32.76,16.4,59.76,20.06,38.75,19.59,23.0
2018-09-15,33.44,23.36,58.36,22.31,31.02,20.08,26.64
2018-09-16,31.41,30.98,60.94,23.07,28.0,22.76,26.12
2018-09-17,23.88,39.79,61.56,20.815,32.14,16.97,10.18
2018-09-18,18.74,46.8,58.47,18.56,14.77,20.22,17.26
2018-09-19,21.36,51.92,58.87,18.07,14.34,19.11,10.15
2018-09-20,,69.08,58.99,19.46,14.5,21.01,12.01
2018-09-21,,38.06,61.85,19.32,14.85,11.53,8.04
2018-09-22,,25.43,79.36,22.85,14.53,11.53,9.71
2018-09-23,,35.6,76.65,11.35,14.7,19.63,8.72
2018-09-24,13.03,24.93,83.58,33.51,24.6,16.09,12.96
2018-09-25,10.47,23.1,81.79,22.86,17.12,22.18,7.7
2018-09-26,19.77,26.31,71.44,11.32,14.4,31.84,10.63
2018-09-27,21.4,29.82,70.31,14.68,14.85,35.34,11.52
2018-09-28,23.22,28.42,64.94,4.25,13.93,40.71,14.65
2018-09-29,25.91,41.41,61.9,3.51,14.45,41.86,16.2
2018-09-30,22.15,41.68,62.06,6.32,14.42,45.72,18.63
2018-10-01,27.1,47.21,61.5,40.05,16.13,48.28,36.81
2018-10-02,29.96,38.46,60.87,26.84,14.53,49.89,36.63
2018-10-03,32.82,38.32,54.28,20.4,13.34,51.79,31.5
2018-10-04,56.41,57.75,58.8,7.82,13.74,9.89,24.76
2018-10-05,39.3,66.84,61.35,28.61,13.94,6.72,28.97
2018-10-06,24.9,38.96,57.46,21.17,15.0,32.35,30.94
2018-10-07,29.81,50.54,56.54,30.78,14.95,31.82,28.97
2018-10-08,56.68,60.42,59.23,4.8,15.81,35.37,27.8
2018-10-09,62.47,72.95,57.98,10.32,19.62,56.78,27.09
2018-10-10,44.76,62.28,60.81,21.37,21.54,48.61,24.24
2018-10-11,42.17,50.73,57.26,24.13,40.07,49.78,20.93
2018-10-12,27.86,57.45,51.33,20.36,36.32,22.67,17.91
2018-10-13,15.96,53.07,56.94,20.25,35.3,29.98,19.12
2018-10-14,13.95,44.26,52.02,22.4,43.03,44.98,36.32
2018-10-15,17.68,58.89,55.12,9.07,39.04,43.58,36.16
2018-10-16,55.76,61.8,59.61,5.11,22.37,35.9,31.85
2018-10-17,39.58,39.87,55.22,10.42,16.94,44.05,43.88
2018-10-18,69.19,47.82,61.21,9.55,19.58,35.85,32.58
2018-10-19,44.37,65.93,54.72,8.02,16.67,39.28,11.45
2018-10-20,27.25,59.71,51.69,13.82,25.81,36.57,14.96
2018-10-21,25.88,52.34,53.05,16.21,24.42,34.63,13.62
2018-10-22,20.78,37.68,50.23,20.4,23.68,34.9,12.52
2018-10-23,23.33,37.82,47.68,14.5,26.55,24.12,16.02
2018-10-24,74.46,54.23,56.32,12.07,21.03,21.63,24.04
2018-10-25,68.19,66.1,59.84,11.55,26.16,20.54,16.36
2018-10-26,41.54,55.54,62.1,20.68,31.38,22.58,19.12
2018-10-27,25.35,51.04,63.78,37.65,40.86,14.19,20.12
2018-10-28,19.32,48.1,62.0,40.91,63.79,15.06,15.64
2018-10-29,22.68,39.7,62.26,42.78,67.13,15.86,17.51
2018-10-30,22.62,47.02,64.05,31.09,24.5,15.61,30.13
2018-10-31,23.28,47.26,66.17,20.86,17.73,18.17,23.81
2018-11-01,19.09,49.16,66.25,19.94,20.9,22.5,30.96
2018-11-02,25.51,56.09,63.5,9.33,25.76,26.92,31.99
2018-11-03,20.45,52.47,58.67,11.2,26.4,21.04,33.45
2018-11-04,19.73,61.84,52.93,17.43,28.97,26.76,37.79
2018-11-05,9.51,27.85,63.65,15.65,26.84,21.89,35.0
2018-11-06,13.95,38.11,44.73,12.71,22.5,33.48,47.43
2018-11-07,18.68,41.72,43.76,24.77,23.6,26.94,52.85
2018-11-08,13.93,33.11,61.85,13.4,19.57,20.77,23.94
2018-11-09,14.79,33.49,63.98,20.99,25.01,33.61,27.94
2018-11-10,20.9,33.6,69.32,33.19,27.26,27.47,26.73
2018-11-11,18.16,43.68,65.36,36.46,33.53,26.49,18.98
2018-11-12,15.45,38.74,67.32,23.79,38.34,25.51,18.0
2018-11-13,18.91,25.94,69.65,20.85,45.47,22.26,17.57
2018-11-14,26.49,29.1,69.36,19.71,35.48,21.55,15.97
2018-11-15,32.54,30.07,68.69,13.49,22.18,17.3,14.85
2018-11-16,25.35,39.37,57.82,14.62,19.84,33.18,22.89
2018-11-17,22.72,28.29,58.47,21.63,18.32,41.31,26.76
2018-11-18,32.71,40.39,63.07,8.61,16.37,37.31,24.77
2018-11-19,45.49,61.9,56.77,5.71,20.7,30.2,25.79
2018-11-20,31.43,37.32,65.46,8.34,23.17,21.94,22.32
2018-11-21,23.62,30.05,60.65,13.91,16.21,20.69,24.01
2018-11-22,27.59,25.31,52.72,10.12,16.21,19.82,24.97
2018-11-23,24.15,23.72,52.91,8.92,33.13,27.09,39.88
2018-11-24,23.66,31.39,49.13,14.67,36.47,32.77,33.89
2018-11-25,24.25,29.3,53.47,30.31,42.12,25.65,26.47
2018-11-26,24.24,30.13,64.28,41.09,47.25,21.4,19.08
2018-11-27,21.68,22.29,66.26,50.81,43.02,18.95,15.91
2018-11-28,58.32,24.89,69.21,39.18,35.41,13.84,13.87
2018-11-29,24.41,22.63,67.96,21.66,32.61,11.54,15.81
2018-11-30,19.37,22.56,63.08,22.14,27.51,21.28,23.94
2018-12-01,19.12,24.31,60.81,29.27,29.39,15.27,22.0
2018-12-02,40.1,27.33,62.09,32.92,32.38,14.82,17.29
2018-12-03,23.53,19.44,62.52,21.24,25.51,15.88,22.82
2018-12-04,44.32,19.25,65.47,7.39,17.26,12.16,21.24
2018-12-05,20.58,18.12,65.54,5.82,16.36,16.22,25.42
2018-12-06,56.54,27.88,67.73,8.05,20.28,18.7,22.84
2018-12-07,28.65,20.19,67.86,9.5,35.75,16.35,24.52
2018-12-08,30.18,22.25,67.1,20.27,40.3,20.02,29.61
2018-12-09,40.03,25.58,67.4,44.21,45.38,17.21,18.73
2018-12-10,66.54,38.74,72.2,35.27,33.21,21.53,17.13
2018-12-11,57.85,22.36,73.93,37.05,29.55,14.51,15.16
2018-12-12,53.26,49.87,70.6,33.6,24.24,9.02,11.39
2018-12-13,33.71,14.93,67.67,26.46,17.64,9.7,11.48
2018-12-14,26.13,16.56,68.8,29.71,19.55,9.74,13.94
2018-12-15,23.15,16.99,66.4,32.8,25.18,9.19,19.17
2018-12-16,25.37,20.61,62.22,66.36,20.71,10.29,21.78
2018-12-17,25.02,17.67,64.69,34.31,25.02,10.29,25.99
2018-12-18,24.69,16.59,54.9,21.2,19.38,9.28,26.52
2018-12-19,20.22,25.63,60.96,30.3,16.23,15.48,45.94
2018-12-20,20.46,23.75,63.8,40.25,15.56,12.38,43.48
2018-12-21,17.65,22.49,64.81,38.04,13.72,14.62,55.36
2018-12-22,32.19,26.66,66.03,28.39,15.5,14.33,50.78
2018-12-23,68.55,31.91,70.31,32.95,13.45,10.47,47.24
2018-12-24,37.01,23.74,68.72,25.99,18.65,5.8,44.99
2018-12-25,14.1,17.46,69.21,32.86,27.28,9.495,43.82
2018-12-26,14.75,21.4,63.12,29.5,33.38,13.19,48.18
2018-12-27,25.0,16.8,62.65,28.5,33.53,9.13,53.17
2018-12-28,14.8,13.02,64.64,35.05,23.25,17.55,62.01
2018-12-29,13.87,16.16,60.47,41.51,23.15,19.46,62.54
2018-12-30,14.03,19.49,62.79,58.84,29.92,10.47,63.39
2018-12-31,17.94,12.11,62.11,45.38,50.45,12.91,59.05
2019-01-01,23.41,15.52,62.91,42.84,51.86,9.31,59.56
2019-01-02,40.88,24.71,68.81,33.79,38.24,8.48,48.96
2019-01-03,23.93,12.09,68.89,29.35,36.17,12.46,45.15
2019-01-04,20.85,7.57,72.73,23.1,32.95,7.04,52.21
2019-01-05,26.61,24.17,67.74,25.89,38.58,8.12,44.7
2019-01-06,32.07,21.89,72.87,33.91,35.13,9.13,54.61
2019-01-07,20.74,12.21,72.4,31.01,22.74,6.69,42.36
2019-01-08,17.82,14.71,61.19,27.36,27.76,6.01,47.65
2019-01-09,14.26,19.28,55.66,28.49,38.19,9.04,55.1
2019-01-10,13.64,19.39,52.99,28.06,27.92,11.75,68.9
2019-01-11,18.05,16.78,54.54,26.52,44.29,4.81,33.47
2019-01-12,26.01,24.11,71.71,29.23,36.3,5.42,43.17
2019-01-13,26.53,21.2,53.34,24.14,24.08,5.8,42.66
2019-01-14,12.01,24.96,56.38,26.28,45.02,8.14,32.52
2019-01-15,10.49,21.66,57.17,30.34,43.4,8.07,38.65
2019-01-16,12.55,19.95,65.5,28.41,21.78,6.9,45.2
2019-01-17,11.66,23.48,66.67,26.94,41.93,5.33,30.47
2019-01-18,10.22,16.22,67.55,30.26,44.62,6.36,40.6
2019-01-19,13.36,16.5,62.65,25.56,37.93,7.39,44.3
2019-01-20,53.18,28.57,62.78,33.88,41.95,7.6,50.35
2019-01-21,14.32,20.92,69.73,25.71,26.07,10.48,46.7
2019-01-22,18.39,24.24,78.77,24.73,33.41,11.53,61.61
2019-01-23,15.09,8.96,76.49,24.9,35.85,7.41,39.13
2019-01-24,24.27,22.62,72.37,23.54,38.07,5.7,33.36
2019-01-25,12.43,24.71,67.93,21.85,16.12,5.27,17.5
2019-01-26,14.87,29.23,58.51,23.93,17.08,4.92,24.86
2019-01-27,14.46,20.44,61.33,23.33,23.47,5.49,35.22
2019-01-28,14.68,22.98,56.08,26.19,23.95,6.56,42.77
2019-01-29,16.04,22.46,54.91,23.14,22.46,7.87,52.96
2019-01-30,21.51,19.89,56.48,22.75,28.03,6.5,36.4
2019-01-31,32.3,28.01,59.51,26.43,31.41,9.59,17.58
2019-02-01,41.23,14.35,64.01,30.27,40.01,6.65,21.76
2019-02-02,18.58,16.39,77.78,27.66,44.07,5.61,21.89
2019-02-03,19.35,12.9,77.84,29.16,37.99,6.08,19.01
2019-02-04,22.17,13.59,70.72,30.42,43.35,6.24,18.3
2019-02-05,61.71,32.28,67.52,28.57,51.44,5.8,17.63
2019-02-06,25.14,22.83,72.64,26.28,53.03,6.7,7.41
2019-02-07,24.44,27.99,80.06,21.74,37.65,7.88,12.5
2019-02-08,21.9,20.93,64.18,21.74,30.61,10.29,15.31
2019-02-09,25.52,23.9,60.2,20.74,16.26,15.87,21.25
2019-02-10,21.02,17.87,63.38,,16.43,17.66,23.44
2019-02-11,27.2,19.3,64.06,,19.38,19.94,24.47
2019-02-12,32.71,31.46,67.11,,41.86,17.84,20.93
2019-02-13,41.03,31.99,64.11,,58.29,13.59,20.4
2019-02-14,23.15,26.42,72.33,,43.21,20.13,11.0
2019-02-15,34.03,17.64,67.0,,22.97,20.47,16.3
2019-02-16,10.59,18.82,75.09,,19.81,21.49,18.46
2019-02-17,13.99,7.74,68.99,,18.18,25.44,17.84
2019-02-18,22.4,31.45,47.75,,13.58,28.18,23.16
2019-02-19,30.68,24.22,71.19,,11.2,25.46,20.21
2019-02-20,26.79,18.41,73.94,,12.81,19.76,15.86
2019-02-21,23.5,29.39,63.32,,14.94,19.35,14.27
2019-02-22,18.61,21.37,69.31,,29.56,23.13,22.7
2019-02-23,21.66,32.86,47.25,,40.96,34.16,27.84
2019-02-24,15.56,34.78,53.8,,26.09,28.89,28.81
2019-02-25,23.45,39.95,60.14,,19.72,24.66,21.61
2019-02-26,27.82,23.36,61.9,,12.97,29.85,31.02
2019-02-27,13.07,31.98,69.9,,12.52,25.35,27.31
2019-02-28,13.8,30.69,60.7,28.16,13.85,24.53,26.475
2019-03-01,12.41,33.76,55.59,23.42,12.12,25.76,25.64
2019-03-02,11.61,18.1,70.13,20.69,13.61,30.83,20.63
2019-03-03,24.15,32.08,65.14,21.39,16.25,19.02,15.5
2019-03-04,20.61,26.46,60.15,17.7,16.53,17.03,17.1
2019-03-05,11.93,27.31,64.21,35.46,21.59,18.24,21.39
2019-03-06,8.9,32.57,56.94,26.45,19.29,23.1,28.43
2019-03-07,8.95,33.4,55.02,27.98,22.9,21.59,32.13
2019-03-08,10.08,37.32,53.89,15.83,19.21,15.84,38.32
2019-03-09,11.54,29.46,50.37,25.36,29.61,16.95,32.13
2019-03-10,20.91,42.2,64.85,17.65,13.72,16.73,39.62
2019-03-11,31.05,39.4,47.48,19.52,11.89,27.41,28.91
2019-03-12,15.26,33.83,49.45,34.25,24.51,32.29,31.43
2019-03-13,17.6,35.45,52.46,32.02,19.26,31.9,29.03
2019-03-14,10.04,18.7,62.09,40.35,27.38,36.32,24.02
2019-03-15,17.78,26.64,58.33,40.89,28.76,34.21,34.71
2019-03-16,18.63,42.82,50.57,36.2,22.35,34.87,33.82
2019-03-17,16.8,41.42,48.64,32.49,28.63,35.79,37.39
2019-03-18,16.63,41.33,42.04,26.69,21.6,40.105,33.58
2019-03-19,12.05,34.37,48.66,28.17,15.46,44.42,33.86
2019-03-20,23.63,34.91,39.29,20.31,16.9,47.72,28.82
2019-03-21,37.65,49.84,46.35,21.85,21.9,56.99,28.48
2019-03-22,25.88,50.3,38.45,23.79,17.62,54.74,35.06
2019-03-23,31.64,52.54,38.91,24.19,17.66,57.26,43.93
2019-03-24,21.2,45.73,42.32,23.62,15.92,27.48,29.34
2019-03-25,12.03,36.48,50.05,9.39,12.18,7.3,36.39
2019-03-26,15.95,43.02,50.24,18.58,13.58,9.33,27.05
2019-03-27,18.08,44.9,42.26,19.88,17.08,13.09,35.78
2019-03-28,20.5,48.18,44.14,26.03,22.52,9.98,33.57
2019-03-29,19.81,44.56,48.56,22.85,23.63,21.32,31.39
2019-03-30,37.15,42.3,44.33,22.91,30.07,34.13,36.94
2019-03-31,24.28,49.54,35.7,14.62,30.55,16.14,31.52
2019-04-01,26.38,55.2,32.52,13.87,21.75,44.74,39.67
2019-04-02,27.93,57.47,34.95,14.24,26.36,36.78,33.91
2019-04-03,20.11,54.89,35.7,19.62,13.36,38.29,43.08
2019-04-04,42.2,62.61,40.37,18.73,10.3,40.65,35.33
2019-04-05,55.94,52.99,40.12,28.51,8.79,46.37,32.51
2019-04-06,29.61,41.31,32.5,35.35,10.76,34.52,22.95
2019-04-07,102.68,40.1,50.3,28.03,12.15,33.94,24.92
2019-04-08,36.84,45.42,46.64,24.41,10.32,36.31,29.0
2019-04-09,42.3,65.82,42.59,20.79,11.18,33.09,32.83
2019-04-10,30.74,42.8,40.85,9.21,10.44,36.03,33.92
2019-04-11,36.8,41.06,32.52,7.51,11.54,44.77,36.61
2019-04-12,23.05,49.6,34.65,11.45,11.72,37.99,24.29
2019-04-13,26.02,41.46,32.22,9.5,25.67,31.64,38.06
2019-04-14,24.53,36.69,30.48,15.74,11.48,35.24,44.98
2019-04-15,22.94,34.0,28.44,29.04,16.66,32.36,39.17
2019-04-16,30.48,42.88,50.48,45.79,13.64,26.86,24.16
2019-04-17,27.22,45.1,56.29,28.27,16.71,30.7,20.09
2019-04-18,42.72,44.79,49.11,33.79,16.08,34.4,38.37
2019-04-19,34.16,34.08,42.13,6.29,13.64,38.58,37.56
2019-04-20,44.58,43.1,37.89,12.546666666666669,16.79,39.75,42.26
2019-04-21,33.09,43.44,33.58,18.80333333333333,29.07,40.37,39.63
2019-04-22,59.05,40.1,37.72,25.06,19.12,43.69,43.9
2019-04-23,41.77,34.31,39.04,41.53,13.12,55.59,33.23
2019-04-24,33.19,51.07,33.83,25.4,14.17,48.96,39.31
2019-04-25,50.07,56.8,35.84,32.64,18.05,46.33,41.76
2019-04-26,44.17,30.62,29.13,27.5,15.85,32.89,27.01
2019-04-27,42.05,33.94,21.78,60.57,11.01,36.14,28.99
2019-04-28,43.02,34.38,17.97,42.49,14.17,37.38,29.9
2019-04-29,40.62,35.61,21.56,44.46,14.73,31.95,30.37
2019-04-30,62.88,33.58,15.14,70.57,20.81,43.38,43.72
2019-05-01,78.34,40.36,27.25,64.03,24.07,37.99,17.03
2019-05-02,54.7,40.56,29.64,60.4,21.87,42.95,14.01
2019-05-03,70.51,41.25,35.55,37.45,19.51,32.92,14.36
2019-05-04,36.29,27.78,36.82,58.17,25.17,33.22,18.67
2019-05-05,66.81,29.01,17.21,59.03,22.95,42.16,59.92
2019-05-06,49.7,24.74,21.39,53.34,17.7,44.42,80.27
2019-05-07,39.2,19.6,26.85,53.44,12.7,36.58,66.42
2019-05-08,37.52,14.459999999999996,23.47,44.14,30.07,32.31,60.57
2019-05-09,20.73,9.32,21.12,49.49,,33.99,60.56
2019-05-10,31.41,16.77,19.18,62.68,,29.51,49.26
2019-05-11,47.89,37.78,31.14,39.5,,4.91,51.1
2019-05-12,43.27,37.49,30.57,30.97,,2.77,83.54
2019-05-13,44.27,32.64,31.95,54.93,,2.68,59.61
2019-05-14,31.53,18.93,38.78,63.47,67.2,2.09,67.2
2019-05-15,37.67,15.43,47.41,44.05,46.06,2.26,71.45
2019-05-16,30.74,12.24,41.46,27.16,47.0,3.85,68.94
2019-05-17,32.35,25.92,48.17,28.61,51.93,2.75,66.76
2019-05-18,19.95,36.38,58.08,13.2,47.05,2.74,42.69
2019-05-19,31.74,49.07,39.57,35.05,42.7,3.17,62.54
2019-05-20,31.08,43.7,34.41,28.99,39.25,3.29,68.75
2019-05-21,34.49,45.21,28.91,31.42,42.18,3.62,73.13
2019-05-22,24.51,31.12,37.07,62.2,38.76,2.52,60.83
2019-05-23,28.4,47.11,42.73,24.88,47.79,3.44,54.1
2019-05-24,12.81,23.99,54.32,44.04,44.97,3.04,38.88
2019-05-25,19.14,50.64,39.2,36.82,61.7,3.02,50.62
2019-05-26,31.99,63.72,31.11,24.58,73.42,2.59,65.02
2019-05-27,28.25,60.19,26.42,66.0,53.98,4.02,57.77
2019-05-28,31.77,57.58,21.4,50.91,53.66,3.25,67.01
2019-05-29,33.19,56.83,23.03,58.82,48.6,3.27,77.24
2019-05-30,29.64,43.95,25.44,40.68,74.12,18.5,54.73
2019-05-31,45.0,43.15,20.48,24.66,73.17,42.21,48.96
2019-06-01,32.8,61.72,31.21,33.24,68.05,42.49,62.59
2019-06-02,20.79,61.89,39.64,20.18,72.38,43.01,62.1
2019-06-03,19.72,49.97,41.51,16.06,51.03,42.21,60.37
2019-06-04,34.03,62.91,39.57,24.17,70.31,41.98,58.16
2019-06-05,31.02,55.68,36.11,29.94,71.36,42.18,64.74
2019-06-06,37.87,46.86,31.58,18.61,29.76,42.56,64.32
2019-06-07,41.46,79.29,39.89,7.4,50.92,42.65,52.88
2019-06-08,31.06,46.81,36.74,7.845000000000001,68.91,42.36,61.5
