Date,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna
2019-09-11,0.88,0.23,2.5,2.26,1.27,0.09,14.67
2019-09-12,0.41,0.29,1.85,2,1.29,0.11,15.47
2019-09-13,0.67,0.07,1.5,1.39,1.3,0.07,15.99
2019-09-14,0.77,0.05,1.48,1.63,1.13,0.17,16.92
2019-09-15,0.41,0,1.42,1.14,1.12,0.42,8.88
2019-09-16,0.42,0.15,2.25,2.32,1.25,0.3,10.46
2019-09-17,0.55,0.54,2.62,1.58,1.11,0.16,8.68
2019-09-18,0.62,0,1.86,1.2,1.36,0.67,8.51
2019-09-19,0.62,0.14,1.57,1.82,1.44,0.55,10.29
2019-09-20,0.45,10.66,2.22,1.46,1.65,0.34,8.99
2019-09-21,0.73,0.02,2.08,2.06,2.07,0.28,9.81
2019-09-22,0.62,0.4,1.89,2.86,2.98,0.42,8.14
2019-09-23,0.75,0.29,2.01,3.85,2.6,0.69,10.78
2019-09-24,0.63,0.02,2.55,2.42,3.68,0.52,8.09
2019-09-25,0.47,0,1.89,1.64,2.99,0.43,0
2019-09-26,0.4,0.05,1.93,1.05,3.29,0.64,0
2019-09-27,0.64,0.02,2.09,0.74,2.41,0.38,0
2019-09-28,0.58,0,2.84,0.81,2.92,0.37,0
2019-09-29,0.48,0,1.83,0.7,2.55,0.61,0
2019-09-30,0.55,0,2.46,0.56,2.81,1.05,0
2019-10-01,0.72,0,2.56,0.5,1.95,0.76,0
2019-10-02,0.67,0,2.83,1.49,2.56,0.41,0
2019-10-03,0.87,0,4.03,2.08,2.01,0.45,12.29
2019-10-04,1.02,0.02,2.99,2.49,2.11,0.55,14.57
2019-10-05,1.26,0,2.5,2.06,2.48,0.98,15.65
2019-10-06,0.95,0,2.82,1.85,2.67,0.72,16.73
2019-10-07,1.17,0,2.35,2.39,2.47,0.92,17.81
2019-10-08,0.69,0,2.29,2.27,2.49,0.83,18.89
2019-10-09,0.85,0.32,4.1,2.57,2.33,0.78,19.97
2019-10-10,1.01,0.02,4.49,2.18,2.62,0.75,21.05
2019-10-11,1.11,0,4.4,3.73,3.98,0.71,22.13
2019-10-12,0.82,0.03,4.65,3,3.8,0.65,23.21
2019-10-13,0.71,0,5.05,2.54,3.05,0.72,24.29
2019-10-14,0.96,0,4.68,3.13,4.25,1.09,25.37
2019-10-15,1.1,0.01,6.4,2.17,3.22,1.07,26.45
2019-10-16,1.12,0.02,5.51,2.3,3.14,1.59,27.53
2019-10-17,1.1,0.04,4.58,2.55,3.16,1.31,28.55
2019-10-18,1.05,0.05,3.47,2.78,4.54,0.64,22.83
2019-10-19,1.33,0.16,4.23,2.25,4.52,0.64,15.27
2019-10-20,0.89,0.02,4.13,2.95,4.25,0.67,12.14
2019-10-21,1.37,0.02,4.36,2.78,4.92,0.66,10.71
2019-10-22,1.11,0,3.82,3.67,5.61,0.99,11.58
2019-10-23,0.82,0.04,4.7,3.19,6.3,0.65,16.28
2019-10-24,1.07,0.02,7.01,1.52,6.06,0.49,15.62
2019-10-25,0.95,0,5.07,2.29,4.28,0.55,11.29
2019-10-26,0.61,0,5.34,1.84,5.53,0.39,10.29
2019-10-27,0.77,0.23,4.92,3.2,6.71,0.42,11.56
2019-10-28,0.71,0.64,4.62,1.85,6.46,0.64,16.1
2019-10-29,0.67,0,5.79,1.74,6.53,0.82,17.09
2019-10-30,0.57,0,6.53,3.26,5.47,0.77,18.94
2019-10-31,0.45,0.1,7.27,3.68,5.92,0.54,15.54
2019-11-01,0.47,0,7.11,4.19,4.59,0.48,14.52
2019-11-02,0.57,0,5.6,4.52,5.09,0.55,13.94
2019-11-03,0.89,0.07,6.21,4.08,5.97,0.61,11.08
2019-11-04,1.34,0,4.37,2.83,5.52,0.61,9.04
2019-11-05,1.66,0.02,3.75,3.21,5.24,0.78,9.93
2019-11-06,0.98,0,3.94,3.91,5.41,0.83,8.52
2019-11-07,1.81,0,5.25,4.61,5.55,0.62,10.99
2019-11-08,1.71,0,5.58,4.38,5.65,0.83,13.14
2019-11-09,1.59,0,4.13,2.97,6.41,0.79,10.17
2019-11-10,0.93,0,3.79,2.46,5.78,0.81,8.19
2019-11-11,0.62,0.41,4.56,2.34,5.62,0.74,7.09
2019-11-12,0.42,2.01,5.85,2.97,4.81,0.64,9.3
2019-11-13,0.66,0.25,7.08,3.58,5.17,0.96,12.3
2019-11-14,0.75,0.04,8.2,4.33,5.47,1.98,11.99
2019-11-15,0.74,0.04,7.47,3.15,5.17,2.15,9.58
2019-11-16,0.69,0.02,4.3,3.78,4.55,3.29,8
2019-11-17,0.69,0,2.4,2.07,5.93,4.22,5.11
2019-11-18,0.72,0,3.03,1.49,5.54,4.76,5.59
2019-11-19,0.66,0.1,4.31,2.31,7.12,5.01,6.24
2019-11-20,0.73,0.05,5.65,2.67,7.07,3.6,6.05
2019-11-21,0.93,0,8.84,3.3,5.79,2.58,2.32
2019-11-22,0.73,0.02,7.04,2.55,6.81,2.85,2.5
2019-11-23,0.56,0,4.46,2.31,7.37,3.94,2.25
2019-11-24,0.2,0.02,2.98,2.29,7.02,3.31,1.83
2019-11-25,0.34,0.05,4.16,2.28,6.87,2.06,2.62
2019-11-26,7.6,0,5.2,3.37,9.84,1.69,2.68
2019-11-27,1.29,0,2.89,2.16,8.81,2.78,2.69
2019-11-28,2.8,0.02,1.88,1.84,7.86,3.02,2.67
2019-11-29,0.93,0.02,3.15,2.84,8.39,1.51,5.77
2019-11-30,0.82,0.05,4.1,5.64,8.7,2.6,2.12
2019-12-01,0.66,0.15,3.57,3.11,8.78,5.02,1.87
2019-12-02,0.66,0.04,4.35,2.93,7.7,1.72,2.5
2019-12-03,1.15,0.07,4.31,3.04,7.23,1.44,2.54
2019-12-04,0.73,0.03,4.93,4.23,6.39,2.21,3.08
2019-12-05,1.1,0.08,7.93,5.41,6.79,2.88,3.48
2019-12-06,0.79,0.02,7.86,4.45,6.06,3.19,3.34
2019-12-07,0.97,0.05,6.96,3.78,8.39,2.05,2.63
2019-12-08,0.67,0.02,8.02,3.64,6.71,2.53,2.19
2019-12-09,0.78,0.05,6.5,3.75,6.93,1.58,2.87
2019-12-10,0.65,0,6.87,4.47,7.25,2.83,2.68
2019-12-11,0.81,0.05,8,4.59,7.84,2.04,2.92
2019-12-12,0.68,0.04,6.29,3.58,10.42,1.89,2.54
2019-12-13,0.59,4.62,2.73,2.32,10.2,0.98,1.74
2019-12-14,0.69,2.48,3.38,1.93,4.87,1.12,1.82
2019-12-15,0.55,3.77,3.22,2.65,5.39,0.82,2.08
2019-12-16,0.71,3.45,2.4,2.54,6.17,0.93,1.81
2019-12-17,0.68,1.33,2.52,3.09,7.29,1.48,1.77
2019-12-18,0.7,2.16,3.47,3.36,6.89,2,2.56
2019-12-19,0.7,1.39,6.1,3.04,6.69,0.97,3.14
2019-12-20,0.84,3.78,6.86,2.97,8.19,1.18,3.3
2019-12-21,0.71,6.17,5.96,4.61,7.85,1.01,3.79
2019-12-22,0.61,6.12,3.77,3.48,7.44,1.12,4.38
2019-12-23,0.77,8.99,3.98,3.79,7.41,1.17,3.77
2019-12-24,1.06,1.17,5.75,3.64,8.72,0.64,3.79
2019-12-25,2.22,0.25,3.85,2.94,8.11,0.56,2.84
2019-12-26,2.08,0.25,3.69,3.15,7.32,0.62,2.68
2019-12-27,1.66,0.32,4.62,4,6.55,0.68,2.19
2019-12-28,0.93,1.87,6.7,2.77,6.15,0.59,3.89
2019-12-29,0.63,0.48,6.28,2.44,6.83,0.84,3.2
2019-12-30,0.62,0.24,8,3.41,6.62,0.66,3.23
2019-12-31,0.88,0.32,4.81,7.15,5.72,0.68,4.76
2020-01-01,1.05,3.46,8.5,8.67,8.16,0.36,4.49
2020-01-02,0.95,6.81,9.36,5.17,6.89,0.38,7.08
2020-01-03,1.06,7.69,6.96,2.89,6.12,0.41,5.51
2020-01-04,1.5,6.26,6.81,3.13,5.86,0.53,2.69
2020-01-05,1.19,2.21,3.7,1.55,3.51,0.59,2.48
2020-01-06,0.69,2.14,3.52,1.97,3.18,0.54,3.29
2020-01-07,1.03,2.94,3.64,1.01,4.81,0.4,3.8
2020-01-08,0.99,0.58,3.49,1.52,2.91,0.41,4.17
2020-01-09,0.99,0.72,2.43,2.91,2.53,0.6,3.14
2020-01-10,0.83,0.05,3.8,2.41,5.41,0.49,1.53
2020-01-11,0.79,0.8,4.33,2.76,6.42,0.73,1.59
2020-01-12,0.81,0.22,5.53,6.2,8.98,0.67,2.06
2020-01-13,1.04,0.22,5.74,3.31,5.24,0.82,3.05
2020-01-14,1.07,1.35,3.31,3.43,4.48,0.47,3.42
2020-01-15,0.75,0.24,3.72,5.12,3.56,0.42,1.28
2020-01-16,0.4,0.07,4.05,1.32,3.36,0.27,0.77
2020-01-17,0.52,0.05,3.71,2.26,3.72,0.33,0.83
2020-01-18,0.46,0,4.79,2.52,3.82,0.21,3.86
2020-01-19,0.45,0.03,2.95,1.97,5.51,0.17,2.11
2020-01-20,0.47,0.32,3.9,2.17,5.53,0.2,1.21
2020-01-21,0.47,0.51,6.32,3.74,9.97,0.2,0.73
2020-01-22,0.44,0.46,7,4.6,7.48,0.16,1.41
2020-01-23,0.48,0.05,2.52,1.9,4.65,0.27,0.95
2020-01-24,0.5,0.09,2.66,2.75,4.24,0.37,0.46
2020-01-25,0.54,0.55,4.62,3.98,3.41,0.36,1.17
2020-01-26,0.44,0.79,5.87,3.01,4.32,0.32,1.49
2020-01-27,0.39,2.24,5.97,5.55,1.99,0.28,1.37
2020-01-28,0.43,2.33,3.2,4.02,3.72,0.24,1.53
2020-01-29,0.63,2.89,3.1,1.65,1.54,0.34,1.22
2020-01-30,0.81,0.5,3.49,1.23,2.9,0.3,1.39
2020-01-31,0.65,0,3.55,1.82,3.17,0.15,0.72
2020-02-01,0.61,0.27,4.51,1.76,3.24,0.1,1.28
2020-02-02,0.45,0.06,3.94,1.4,5.04,0.09,1.4
2020-02-03,0.43,0,4.43,2.25,3.86,0.15,1.63
2020-02-04,0.51,1.38,6.43,3.5,2.96,0.16,3.69
2020-02-05,0.45,1.78,4.6,2.14,2.78,0.14,2.26
2020-02-06,0.34,1.5,3.98,1.53,2.41,0.13,2.2
2020-02-07,0.27,0.91,5.78,1.65,2.57,0.08,4.06
2020-02-08,0.33,0.55,4.36,1.65,3.5,0.19,3.03
2020-02-09,0.34,0.52,4.35,1.94,1.76,0.32,2.21
2020-02-10,0.33,0.08,5.16,1.58,1.93,0.18,2.37
2020-02-11,1.87,0.22,6.65,1.57,3.32,0.16,2.58
2020-02-12,2.13,19.18,4.71,1.16,3.02,0.72,2.22
2020-02-13,0.62,4.38,3.09,1.03,2.61,1.6,3
2020-02-14,0.76,1.45,2.43,0.67,4.08,3.4,3.37
2020-02-15,0.78,1.69,2.93,0.78,4.41,3.77,2.69
2020-02-16,0.51,0.68,3.77,1.26,5.14,1.8,3.45
2020-02-17,0.62,0.6,5.83,1.35,8.23,1.65,5.49
2020-02-18,0.38,1.23,4.14,0.87,11.52,1.47,3.19
2020-02-19,0.4,2.38,6.39,1.16,14.4,1.38,3.44
2020-02-20,0.4,0.22,2.88,0.67,9.24,1.07,3.86
2020-02-21,0.28,0.51,2.03,0.64,4.69,0.83,4.11
2020-02-22,0.23,0.72,2.8,0.54,7.55,0.85,3.18
2020-02-23,0.19,0.84,3.51,1.24,9.84,0.7,0.45
2020-02-24,0.28,0.97,2.29,0.2,9.79,0.71,1.21
2020-02-25,0.3,1.67,3.12,0.52,6.25,0.7,2.35
2020-02-26,0.31,1.4,4.71,1.13,5.06,0.96,2.12
2020-02-27,0.27,1.12,3.8,0.53,6.58,0.88,2.62
2020-02-28,0.25,0.77,2.67,9.79,12.56,1.24,4.02
2020-02-29,0.24,0.77,2.42,16.66,12.57,1.81,4.3
2020-03-01,0.22,1.1,2.18,19.47,4.06,1.85,4.68
2020-03-02,0.32,1.29,4.58,16.22,7.63,2.41,3.49
2020-03-03,0.42,1.3,3.98,17.75,4.32,1.46,4.54
2020-03-04,0.33,1.82,3.57,36.85,5.11,2.23,2.63
2020-03-05,0.33,1.25,1.81,10.34,4.07,4.14,1.91
2020-03-06,0.43,0.68,1.47,8.19,3.78,1.52,1.6
2020-03-07,0.45,0.24,1.95,6.66,3.57,1.97,1.32
2020-03-08,0.37,0.92,3.51,12.94,4.24,1.65,1.6
2020-03-09,0.39,1.01,1.91,12.43,4.54,2.86,1.57
2020-03-10,0.33,0.78,2.35,16.97,6.98,1.78,3.04
2020-03-11,0.37,0.8,1.96,17.28,3.28,2.13,2.37
2020-03-12,0.46,0.8,2.25,5.5,3.65,2.89,3.29
2020-03-13,0.42,1.72,2.63,5.02,3.03,1.51,3.54
2020-03-14,0.38,0.4,1.99,5.42,5.85,2.05,1.98
2020-03-15,0.35,0.93,2.43,3.39,7.16,3.03,2.22
2020-03-16,0.31,0.41,2.29,7.08,12.13,5.01,2.38
2020-03-17,0.35,0.84,2.65,16.76,13.17,1.99,2.5
2020-03-18,0.38,0.94,3.05,8.52,13.75,1.68,2.72
2020-03-19,0.56,0.71,3.37,17.3,9.12,3.4,3.26
2020-03-20,0.5,0.6,3.76,22.32,7.94,2.05,3.34
2020-03-21,0.8,0.51,3.35,27.17,4.4,2.45,5.26
2020-03-22,0.34,0.53,2.86,39.47,3,2.88,2.59
2020-03-23,0.34,0.28,1.96,26.46,3.54,1.44,1.15
2020-03-24,0.24,0.64,2.53,38.68,4.72,1.03,1.16
2020-03-25,0.17,0.57,1.67,46,5.05,1.02,1.2
2020-03-26,0.13,0.52,1.38,20.32,6.4,1.05,0.9
2020-03-27,0.14,7.92,1.11,5.48,3.78,0.82,0.89
2020-03-28,0.28,6.59,1.07,6.93,3.96,1.03,0.48
2020-03-29,0.36,29.02,0.97,21.56,4.05,1.19,0.49
2020-03-30,0.21,11.7,1.08,19.98,4.34,1.04,0.77
2020-03-31,0.11,0.55,1.06,13.26,3.88,1.86,2.31
2020-04-01,0.12,0.47,1.12,9.99,3.3,1.96,3.26
2020-04-02,0.11,0.46,0.91,9.04,3.7,1.62,2.12
2020-04-03,0.11,0.4,1.13,13.67,3.31,1.54,0.67
2020-04-04,0.25,0.46,1.3,16.74,3.52,2.06,0.72
2020-04-05,0.17,0.44,1.74,17.8,3.65,1.16,1.21
2020-04-06,0.15,0.37,2.04,14.41,3.76,1.64,0.17
2020-04-07,0.22,0.32,1.01,21.91,3.68,1.19,0.15
2020-04-08,0.26,0.32,0.99,12.12,4.37,0.94,0.2
2020-04-09,0.25,0.32,1.11,23.28,3.24,2.22,0.31
2020-04-10,0.25,0.44,1.79,7.4,3.34,1,0.64
2020-04-11,0.73,0.38,1.88,14.88,2.65,1.17,0.62
2020-04-12,0.57,0.36,1.19,13.65,4.69,1.56,0.84
2020-04-13,0.42,0.33,1.78,20.3,4.16,0.94,0.65
2020-04-14,0.32,0.37,2.04,22.36,4.12,1.34,0.49
2020-04-15,0.37,0.36,2.36,21.78,6.08,1.08,0.04
2020-04-16,0.44,0.3,2.4,15.37,6.9,1.06,0.36
2020-04-17,0.34,0.26,1.07,18.92,7.81,1.16,0.77
2020-04-18,0.25,0.24,1.19,26.56,4.53,1,0.48
2020-04-19,0.28,0.28,1.29,19.46,6.9,1.08,0.12
2020-04-20,0.16,0.3,2.37,28.58,5.79,1.24,0.62
2020-04-21,0.22,0.27,1.48,22.5,5.45,1.35,0.44
2020-04-22,0.19,0.25,2.03,28.26,4.32,0.94,0.52
2020-04-23,0.2,0.21,2.8,16.01,3.45,2.7,1.09
2020-04-24,0.59,0.19,2.57,37.12,4.22,0.83,0.81
2020-04-25,0.51,0.2,1.13,22.31,5.06,1.81,0.74
2020-04-26,0.25,0.15,1.68,12.27,14.21,1.21,0.54
2020-04-27,0.19,0.22,1.24,12.08,8.98,1.37,0.66
2020-04-28,0.21,0.29,1.7,10.34,16.93,0.63,0.55
2020-04-29,0.22,0.26,2.03,9.76,13.9,0.69,0.69
2020-04-30,0.36,0.22,1.68,25.15,4.34,0.74,1.67
2020-05-01,0.22,0.28,1.96,11.95,2.59,1.04,1.15
2020-05-02,0.3,0.23,1.19,31.82,2.28,0.8,0.68
2020-05-03,0.28,0.22,1.31,10.43,2.57,2.04,0.93
2020-05-04,0.25,0.2,1.14,22.28,2.52,0.85,0.69
2020-05-05,0.25,0.2,2,23.12,2.83,1.03,0.94
2020-05-06,0.22,0.19,2.04,21.19,2.19,0.73,1.65
2020-05-07,0.25,0.21,1.46,14.76,2.77,0.82,2.05
2020-05-08,0.28,0.18,1.69,15.77,2.9,1.07,1.93
2020-05-09,0.26,0.22,1.61,12.83,3.11,1.28,2.48
2020-05-10,0.22,0.24,1.3,18.83,2.98,1.02,2.57
2020-05-11,0.21,0.23,1.55,14.87,3.15,2.84,2
2020-05-12,0.24,0.2,1.5,22.57,2.8,1.18,2.97
2020-05-13,0.76,0.19,1.81,31.23,2.08,0.81,3.21
2020-05-14,0.38,0.18,1.69,36.63,2.3,0.97,3.77
2020-05-15,0.3,0.17,1.41,35.8,3.23,1.34,2.46
2020-05-16,0.35,0.14,1.61,35.83,2.7,1.88,2.81
2020-05-17,0.27,0.18,2.07,37.71,2.47,2.53,3.6
2020-05-18,0.22,0.15,2.42,25.51,2.11,1.37,2.58
2020-05-19,0.19,0.14,2.75,31.48,1.68,2.55,2.11
2020-05-20,0.18,0.15,1.92,28.63,2.2,2.33,2.24
2020-05-21,0.18,0.14,1.72,22.67,1.89,2.6,1.18
2020-05-22,0.2,0.15,2.96,29.57,0.8,4.92,1.1
2020-05-23,0.23,0.12,2.77,26.11,1,3.68,1.69
2020-05-24,0.19,0.15,1.76,30.21,0.64,1.79,2.59
2020-05-25,0.25,0.16,1.88,29.01,0.7,1.02,2.88
2020-05-26,0.26,0.14,2.51,24.85,0.62,1.05,2.23
2020-05-27,0.28,0.13,1.7,12.95,0.71,1.77,1.49
2020-05-28,0.4,0.12,1.11,5,0.52,2.38,1.14
2020-05-29,0.6,0.12,1.1,0.69,0.63,0.84,1.53
2020-05-30,0.58,0.1,0.95,0.54,0.8,0.91,1.65
2020-05-31,0.52,0.11,1.05,0.59,1.56,1.04,1.44
2020-06-01,0.52,0.13,1.94,1.07,2.39,1.57,1.74
2020-06-02,0.59,0.08,1.75,1.05,1.92,1.01,2.95
2020-06-03,0.67,0.1,1.93,1.48,1.18,0.5,2.5
2020-06-04,0.67,0.03,2.79,1.32,1.67,0.34,2.77
2020-06-05,0.92,0.11,2,0.82,1.54,0.53,2.03
2020-06-06,0.66,0.11,1.6,4.66,1.83,0.59,2.39
2020-06-07,0.73,0.12,1.82,29.74,1.95,0.69,2.5
2020-06-08,0.73,0.06,1.99,24.99,1.29,0.69,2.18
2020-06-09,0.71,0.07,2.23,20.81,2.03,0.76,3.11
2020-06-10,1.05,0.12,2.17,6.83,1.83,1.2,2.34
2020-06-11,1.03,0.1,1.84,15.04,1.21,1.24,1.9
2020-06-12,0.82,0.09,2.16,15.65,1.8,0.8,1.39
2020-06-13,0.81,0.06,2.09,11.53,1.62,0.43,1.36
2020-06-14,0.86,0.06,2.42,11.3,1.88,0.38,1.24
2020-06-15,0.63,0.05,1.9,11.1,2.47,0.42,1.46
2020-06-16,0.38,0.09,1.99,10.26,1.88,0.29,1.57
2020-06-17,0.27,0.08,1.55,7.81,2.32,0.48,1.61
2020-06-18,1.31,0.07,1.5,7.68,2.34,0.37,1.95
2020-06-19,0.45,0.16,1.69,13.7,2.49,0.64,1.72
2020-06-20,0.39,0.1,1.42,19.92,0.9,0.66,1.55
2020-06-21,0.37,0.1,1.51,15.74,1.11,0.68,1.33
2020-06-22,0.46,0.1,1.54,10.45,2.26,0.83,1.76
2020-06-23,0.39,0.12,1.25,5.96,1.4,1.34,1.35
2020-06-24,0.33,0.08,1.28,7.36,1.89,0.93,1.2
2020-06-25,0.4,0.1,1.59,8.81,1.7,1.13,1.95
2020-06-26,0.25,0.12,2.07,8.8,0.73,0.76,1.17
2020-06-27,0.21,0.1,1.69,10.16,0.82,0.88,1.09
2020-06-28,0.12,0.09,1.71,10.98,0.85,0.82,1.18
2020-06-29,0.17,0.09,2.13,15.05,0.47,1.31,1.51
2020-06-30,0.18,0.17,1.57,21.78,0.73,1.45,1.58
2020-07-01,0.27,0.09,2.03,7.79,0.78,1.31,1.73
