Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jaipur,Amaravati
2018-09-27,3.94,1.03,0.08,4.84,0.7,0.84,2.37,2.2,3.49,4.46,17.04,1.16,0.02
2018-09-28,3.94,0.53,0.09,6.51,0.64,2.15,3.95,2.63,3.85,4.68,22.43,1.2,0.01
2018-09-29,3.94,0.47,0.0,6.0,0.42,1.42,4.27,2.35,2.37,4.7,15.48,1.24,0.03
2018-09-30,3.94,0.4,0.0,2.9,0.3,1.61,5.97,2.16,0.99,4.18,16.68,1.51,0.01
2018-10-01,3.94,0.31,0.1,3.29,0.25,2.06,2.92,2.16,1.46,4.1,18.14,1.54,0.0
2018-10-02,4.26,0.23,0.03,3.8,0.24,1.49,2.42,2.42,1.74,4.73,16.96,1.54,0.01
2018-10-03,4.41,0.18,0.06,3.74,0.23,1.86,1.66,2.76,2.24,3.35,16.32,1.52,0.04
2018-10-04,3.65,0.32,0.02,4.97,0.22,1.59,2.19,3.17,3.48,5.1,14.45,1.17,0.01
2018-10-05,3.65,0.25,0.15,6.75,0.2,1.69,2.91,2.97,4.11,4.68,9.74,1.38,0.04
2018-10-06,3.77,0.32,0.39,4.74,0.2,1.57,4.05,2.85,2.18,5.16,14.31,1.11,0.05
2018-10-07,3.87,0.23,0.0,4.61,0.69,1.03,3.02,2.67,2.93,3.38,17.31,1.21,0.09
2018-10-08,3.87,0.38,0.08,5.34,0.82,2.08,3.34,3.28,2.48,3.37,16.63,1.37,0.06
2018-10-09,3.87,0.94,0.11,5.33,0.45,1.72,5.46,3.93,3.0,3.85,21.28,1.34,0.08
2018-10-10,3.87,2.07,0.64,4.55,0.38,0.98,4.33,3.72,2.61,4.3,18.53,1.35,0.04
2018-10-11,3.87,2.79,0.26,3.1,0.31,0.74,3.68,2.95,2.77,7.92,20.64,1.24,0.06
2018-10-12,3.87,1.46,0.06,3.68,0.17,0.96,3.35,2.76,2.47,6.08,16.96,1.2,0.06
2018-10-13,3.87,1.68,0.08,5.82,0.21,1.74,4.92,2.57,2.89,3.81,20.31,1.19,0.06
2018-10-14,3.87,0.72,0.12,4.23,0.22,2.47,4.0,2.24,1.66,4.62,14.99,1.22,0.0
2018-10-15,3.87,1.32,0.08,5.51,0.25,1.86,3.18,2.47,2.64,5.29,13.21,1.69,0.02
2018-10-16,3.87,0.31,0.0,7.92,0.28,2.25,2.71,2.53,3.4000000000000004,3.48,9.97,2.08,0.02
2018-10-17,3.87,0.9,0.49,6.99,0.8,3.02,1.99,3.21,4.16,3.07,11.77,1.76,0.0
2018-10-18,3.87,0.78,0.08,8.83,0.41,2.79,1.76,3.78,4.12,6.24,14.28,1.98,0.018
2018-10-19,3.87,0.24,0.05,6.59,0.41,0.78,2.14,3.23,2.75,6.57,11.69,1.69,0.036
2018-10-20,3.87,0.15,0.6,5.99,0.39,0.88,3.78,3.12,5.67,5.75,13.02,1.73,0.0539999999999999
2018-10-21,3.87,0.16,0.13,5.73,0.4,0.8400000000000001,2.41,3.62,3.61,5.62,13.33,1.33,0.072
2018-10-22,3.87,0.34,0.03,5.75,0.29,0.8,3.99,3.6,2.24,5.76,15.45,1.59,0.09
2018-10-23,3.87,0.59,0.02,7.1,0.26,0.8,3.35,3.8,4.7,7.05,12.74,1.32,0.06
2018-10-24,3.87,0.56,0.05,10.68,0.3,1.28,3.46,3.29,4.66,7.08,12.82,1.37,0.07
2018-10-25,3.87,0.48,0.03,9.42,0.68,1.43,3.58,3.8,5.17,6.79,13.54,1.73,0.06
2018-10-26,3.87,0.46,0.54,10.6,0.73,1.16,3.17,4.47,6.31,4.28,18.73,1.36,0.08
2018-10-27,3.87,0.51,0.05,11.57,1.16,2.39,6.3,4.04,7.36,5.4,10.51,1.32,0.07
2018-10-28,3.87,0.53,0.03,8.94,1.2,1.615,6.21,3.52,5.42,3.12,15.23,1.33,0.07
2018-10-29,7.12,0.76,0.07,9.06,0.94,0.84,5.25,3.49,5.81,2.9,14.68,1.84,0.08
2018-10-30,38.06,0.81,0.09,10.08,0.7,1.04,5.31,3.62,6.27,3.26,12.43,2.12,0.07
2018-10-31,10.47,0.63,0.13,9.95,0.45,0.96,4.83,3.43,6.29,2.7,13.24,2.03,0.04
2018-11-01,8.43,0.44,0.37,10.79,0.94,2.77,3.91,4.52,6.59,2.19,13.12,2.46,0.0
2018-11-02,16.41,0.36,0.2,7.93,0.57,2.3,3.24,4.29,2.83,2.33,8.35,3.01,0.0
2018-11-03,32.77,0.32,0.05,4.98,0.43,2.07,1.89,3.62,3.64,1.87,7.09,1.86,0.0
2018-11-04,77.43,0.29,0.03,2.56,0.46,1.89,1.44,4.3,1.49,1.68,2.19,1.42,0.0
2018-11-05,34.93,0.39,0.0,5.5,0.67,1.72,1.86,4.38,2.97,2.14,7.04,1.03,0.0
2018-11-06,16.14,0.66,0.08,3.88,0.56,2.52,2.59,3.11,1.84,4.53,11.08,1.4,0.01
2018-11-07,16.62,0.46,0.04,4.15,0.52,2.57,2.23,2.88,2.67,4.82,11.65,1.48,0.01
2018-11-08,20.41,0.55,0.07,9.12,0.8,3.27,1.83,3.92,7.39,5.24,4.68,1.96,0.01
2018-11-09,17.88,0.44,0.02,9.12,0.53,3.26,2.96,2.92,9.65,3.51,5.89,2.89,0.04
2018-11-10,19.05,0.76,0.08,10.17,1.36,3.84,3.67,3.28,7.32,4.62,6.97,3.15,0.03
2018-11-11,18.27,0.8,0.02,9.37,0.98,3.23,3.89,3.48,4.76,3.17,6.25,1.88,0.08
2018-11-12,21.11,1.47,0.02,9.5,1.27,3.25,5.14,3.5,6.32,4.84,6.32,2.04,0.1
2018-11-13,26.28,1.87,0.01,9.65,1.55,2.28,6.78,3.11,5.65,3.85,6.13,3.14,0.09
2018-11-14,3.97,1.91,0.09,5.38,0.22,2.75,6.23,3.73,3.19,3.96,6.02,1.25,0.12
2018-11-15,3.97,1.14,0.0,4.17,0.19,2.86,4.71,3.19,2.61,3.74,5.61,1.9,0.08
2018-11-16,3.97,0.33,0.08,3.27,0.16,2.86,4.55,2.72,2.26,3.52,6.06,1.56,0.01
2018-11-17,3.97,0.36,0.12,4.06,0.19,3.33,1.68,2.6,2.76,3.59,6.27,2.45,0.01
2018-11-18,3.97,0.21,0.11,6.3,0.23,3.32,1.2,3.26,4.06,3.33,6.48,1.31,0.01
2018-11-19,3.97,0.28,0.13,4.66,2.17,2.705,1.3,4.92,2.27,2.67,6.41,1.46,0.0
2018-11-20,3.97,0.37,0.16,6.37,1.19,2.09,3.02,4.94,3.75,2.56,5.43,1.51,0.0
2018-11-21,3.97,0.3,0.1,5.32,0.65,2.05,3.66,4.59,4.37,,5.65,2.18,0.02
2018-11-22,3.97,0.3,0.21,6.05,1.0,2.01,2.57,4.91,5.08,,8.95,1.35,0.05
2018-11-23,3.97,0.34,0.2,6.49,0.57,1.09,4.48,3.93,6.31,,5.56,1.26,0.1
2018-11-24,3.97,0.54,0.09,3.33,0.56,1.46,4.52,3.32,1.91,,6.6,1.83,0.04
2018-11-25,3.97,0.76,0.11,4.61,1.08,2.05,3.27,4.41,2.45,,6.98,2.77,0.05
2018-11-26,3.97,0.8,0.28,7.01,0.86,2.18,4.19,5.78,1.82,,7.99,1.64,0.1
2018-11-27,3.97,0.78,0.15,10.54,2.05,1.45,3.59,4.55,0.0,,6.95,1.12,0.11
2018-11-28,3.99,0.82,0.12,8.67,2.88,2.3,3.45,3.78,0.0,,5.39,1.04,0.12
2018-11-29,4.0,0.82,0.11,8.64,1.57,2.04,5.26,4.0,0.0,,6.16,1.76,0.09
2018-11-30,4.03,0.61,0.16,6.19,0.91,2.2,5.29,3.85,0.0,4.18,5.99,3.02,0.05
2018-12-01,4.04,0.83,0.14,5.99,1.64,2.21,3.57,3.59,0.0,4.46,6.47,2.52,0.1
2018-12-02,4.04,0.77,0.09,8.92,1.12,2.73,3.22,3.77,0.0,4.57,6.18,1.79,0.07
2018-12-03,4.07,0.8,0.11,8.11,0.79,2.22,3.01,4.01,0.0,4.680000000000001,6.18,2.07,0.09
2018-12-04,4.06,0.6,0.09,9.77,2.72,1.87,3.19,4.69,0.0,4.79,4.83,1.81,0.1
2018-12-05,4.09,0.62,0.11,7.76,1.04,2.09,2.13,4.43,0.0,4.96,5.55,2.47,0.1
2018-12-06,4.08,0.58,0.17,10.22,1.03,1.91,2.39,4.11,0.0,4.82,6.32,2.19,0.09
2018-12-07,4.05,0.61,0.2,7.45,0.65,1.75,2.35,3.68,0.0,5.23,6.36,1.43,0.1
2018-12-08,4.07,0.64,0.03,7.6,0.63,1.7,2.47,3.91,0.0,4.15,6.52,1.52,0.1
2018-12-09,4.08,0.6,0.21,9.42,0.35,2.04,1.63,4.21,0.0,4.37,6.14,2.01,0.06
2018-12-10,4.07,0.61,0.0,8.92,1.07,1.38,1.29,5.45,0.0,4.46,6.15,1.79,0.09
2018-12-11,4.11,0.7,0.05,8.53,0.55,1.28,2.8,4.76,0.0,4.69,7.13,1.0,0.07
2018-12-12,4.09,0.85,0.13,6.65,0.28,1.27,2.23,5.26,0.0,4.31,8.47,0.72,0.1
2018-12-13,4.05,0.91,0.27,3.74,0.08,1.46,2.4,5.21,0.0,4.37,8.66,0.77,0.1
2018-12-14,4.07,0.82,0.15,3.76,0.09,1.05,3.65,4.41,0.0,4.15,6.22,0.61,0.11
2018-12-15,4.07,0.77,0.1,3.88,0.09,1.01,3.48,3.02,0.0,3.76,5.71,0.78,0.11
2018-12-16,4.06,0.74,0.17,4.34,0.75,0.94,4.19,3.02,0.0,2.87,6.21,0.9,0.07
2018-12-17,4.06,1.11,0.08,6.06,0.08,1.01,3.79,3.41,0.0,2.37,6.76,1.1,0.0
2018-12-18,4.08,1.46,0.34,6.28,1.28,0.95,2.48,3.3,0.0,3.99,6.28,1.54,0.0
2018-12-19,4.11,0.86,0.13,6.34,0.07,1.46,2.26,3.25,0.0,2.44,6.88,2.52,0.0
2018-12-20,4.08,0.78,0.21,8.96,0.08,1.17,2.87,4.2,0.0,2.75,12.51,3.07,0.03
2018-12-21,4.1,0.87,0.23,7.39,0.09,1.66,3.25,3.96,0.0,3.06,6.18,3.49,0.06
2018-12-22,4.09,0.75,0.21,8.63,0.11,2.49,3.49,4.11,0.0,2.8,7.86,1.58,0.07
2018-12-23,4.1,0.67,0.08,10.84,0.07,1.95,2.6,3.67,0.0,0.01,6.22,0.86,0.08
2018-12-24,4.08,0.75,0.26,10.58,0.1,2.14,3.67,3.61,0.0,1.7,7.54,1.22,0.1
2018-12-25,4.08,0.82,0.08,6.63,0.18,1.88,3.39,3.06,0.0,5.25,6.28,1.21,0.1
2018-12-26,4.08,0.71,0.15,6.56,0.09,1.58,1.84,3.79,0.0,5.83,7.1,2.2,0.05
2018-12-27,4.09,0.38,0.28,10.25,0.07,3.54,2.61,4.11,0.0,5.19,11.8,2.11,0.0
2018-12-28,4.07,0.37,0.17,5.4,0.08,1.48,3.63,3.57,0.0,4.04,6.92,1.76,0.07
2018-12-29,4.05,0.28,0.12,6.34,0.57,1.55,4.24,4.12,0.0,3.44,26.09,2.4,0.09
2018-12-30,4.07,0.24,0.05,9.87,0.06,1.78,3.83,4.45,0.0,2.53,8.48,2.23,0.1
2018-12-31,4.05,0.39,0.05,9.1,0.08,2.21,4.51,4.58,0.0,4.43,9.62,3.24,0.09
2019-01-01,4.08,0.33,0.16,8.09,0.09,2.76,5.59,5.47,0.0,6.26,10.0,2.97,0.1
2019-01-02,4.1,0.32,0.06,10.04,0.16,3.04,3.7,6.09,0.0,5.31,5.49,2.53,0.11
2019-01-03,4.09,0.4,0.18,8.91,0.09,4.09,3.85,5.11,0.0,5.72,6.53,1.7,0.13
2019-01-04,4.09,0.53,0.13,6.78,0.08,3.37,3.3,4.75,0.0,5.24,6.94,1.63,0.12
2019-01-05,4.12,0.39,0.03,8.5,0.1,2.5,2.17,6.01,0.0,3.06,7.48,1.31,0.11
2019-01-06,4.12,0.31,0.07,5.08,0.04,2.2,2.14,4.9,0.0,4.12,7.69,1.59,0.12
2019-01-07,4.12,0.32,0.03,5.29,0.05,1.48,3.22,3.94,0.0,4.78,6.69,1.35,0.12
2019-01-08,4.09,0.39,0.1,4.16,0.04,2.44,4.47,2.9,0.0,7.45,6.38,2.01,0.1
2019-01-09,4.13,0.41,0.03,3.91,0.03,2.56,6.74,2.94,0.0,5.14,5.14,2.48,0.09
2019-01-10,4.14,0.28,0.07,5.15,0.05,3.2,4.14,3.79,0.0,4.15,6.08,2.07,0.11
2019-01-11,4.12,0.29,0.14,10.0,0.12,3.09,2.5,5.11,0.0,2.64,5.05,1.05,0.1
2019-01-12,4.11,0.37,0.16,10.49,0.11,2.55,2.27,4.74,0.0,3.8,5.84,1.45,0.08
2019-01-13,4.16,0.36,0.15,7.7,0.07,2.66,1.79,4.87,0.0,4.65,7.21,1.12,0.07
2019-01-14,4.16,0.39,1.64,2.77,0.04,1.57,2.17,3.26,0.0,5.91,6.41,0.69,0.1
2019-01-15,4.11,0.28,0.08,3.88,0.03,1.7,3.68,2.72,0.0,5.73,6.32,2.15,0.08
2019-01-16,4.06,0.39,0.08,8.8,0.05,1.9,3.4,3.67,0.0,2.47,8.92,2.17,0.08
2019-01-17,4.11,0.49,0.22,10.74,0.06,2.7,3.69,4.2,0.0,3.05,7.04,1.57,0.1
2019-01-18,4.12,0.37,0.3,7.09,0.03,2.18,3.26,3.98,0.0,4.08,5.7,2.15,0.08
2019-01-19,4.1,0.32,0.02,8.27,0.03,2.45,3.2,3.71,0.0,4.72,7.34,2.83,0.09
2019-01-20,4.1,0.24,0.07,12.17,0.08,3.13,3.67,3.81,0.0,6.18,7.84,1.67,0.07
2019-01-21,4.1,0.31,0.09,6.36,0.08,1.17,2.46,5.35,0.0,6.25,4.95,1.11,0.06
2019-01-22,4.09,1.27,0.22,2.16,0.03,1.03,1.24,4.36,0.0,5.88,6.1,0.86,0.06
2019-01-23,4.11,0.32,0.13,5.6,0.04,0.67,1.64,2.98,0.0,5.57,6.12,1.09,0.02
2019-01-24,4.12,0.26,0.18,4.78,0.07,0.7,1.58,2.67,0.0,6.25,5.33,0.87,0.04
2019-01-25,4.07,0.24,0.13,2.42,0.08,0.84,1.01,3.13,0.0,7.45,5.39,0.59,0.02
2019-01-26,4.04,0.23,0.1,2.57,0.03,0.91,1.96,2.62,0.0,3.06,9.18,0.6,0.0
2019-01-27,4.07,0.2,0.1,3.13,0.06,0.79,3.67,1.89,0.0,3.23,5.36,0.75,0.02
2019-01-28,4.06,0.26,0.05,3.19,0.06,1.4,4.28,2.05,0.0,3.51,5.27,1.59,0.06
2019-01-29,4.05,0.22,0.08,3.87,0.07,1.82,4.02,1.88,0.0,3.15,5.39,1.36,0.04
2019-01-30,4.01,1.14,0.03,5.45,0.05,2.19,3.79,2.09,0.0,2.15,5.63,1.36,0.03
2019-01-31,4.06,2.3,0.02,6.82,5.83,4.26,2.71,3.51,0.0,2.11,5.32,0.87,0.07
2019-02-01,4.05,1.09,0.12,4.43,0.06,1.68,2.09,3.85,0.0,2.56,5.26,1.02,0.06
2019-02-02,4.04,0.45,0.03,3.93,0.05,1.88,2.03,3.5,0.0,5.81,5.3,1.35,0.06
2019-02-03,4.08,0.4,0.0,3.28,0.08,3.42,1.89,2.57,0.0,4.75,5.3,1.66,0.06
2019-02-04,4.08,0.4,0.03,4.9,0.07,3.16,1.94,2.26,0.0,2.83,5.08,1.41,0.08
2019-02-05,4.12,0.41,0.0,8.99,0.07,2.9,2.34,2.5,0.0,5.4,4.02,1.46,0.08
2019-02-06,4.08,0.45,0.0,5.1,0.14,1.02,1.91,2.68,0.0,5.47,4.29,1.5,0.07
2019-02-07,4.08,0.49,0.03,2.15,0.05,0.59,1.18,3.52,0.0,5.47,4.29,1.05,0.05
2019-02-08,4.07,0.52,0.0,2.78,0.05,0.64,2.11,2.19,0.0,3.53,3.52,0.52,0.0
2019-02-09,4.08,0.58,0.0,2.51,0.07,1.26,3.19,1.69,0.0,1.8,2.56,0.9,0.01
2019-02-10,4.06,0.56,0.0,4.12,0.08,3.1,2.59,1.67,0.0,1.38,2.56,1.16,0.01
2019-02-11,4.05,0.43,0.03,5.97,0.05,2.93,1.76,2.2,0.0,1.2,2.56,0.68,0.01
2019-02-12,4.09,0.44,0.06,7.38,0.06,3.13,1.79,2.23,0.0,1.36,3.44,0.73,0.02
2019-02-13,4.11,0.46,0.03,6.6,0.12,2.46,2.02,2.55,0.0,1.31,3.64,0.74,0.06
2019-02-14,4.1,0.46,0.0,4.69,0.03,0.84,1.79,2.46,0.0,3.18,2.93,0.76,0.05
2019-02-15,4.12,0.63,0.0,3.64,0.04,0.92,0.94,2.41,0.0,1.47,3.19,0.85,0.02
2019-02-16,4.1,1.12,0.09,2.79,0.27,1.58,2.12,1.77,0.0,2.11,3.19,0.68,0.0
2019-02-17,4.09,1.23,0.12,2.82,0.37,1.69,2.15,1.44,0.0,1.89,3.19,1.04,0.0
2019-02-18,4.1,1.03,0.02,3.38,0.27,1.31,3.47,1.53,0.0,1.9,4.12,1.16,0.0
2019-02-19,4.22,0.53,0.0,3.97,0.35,1.29,1.73,2.65,0.0,1.43,5.41,0.9,0.0
2019-02-20,4.16,0.43,0.03,4.45,0.14,4.0,0.86,2.34,0.0,1.92,5.7,1.29,0.0
2019-02-21,4.1,0.48,0.0,3.76,0.11,0.49,1.09,2.42,0.0,2.06,3.51,1.21,0.0
2019-02-22,4.11,0.54,0.0,3.24,0.14,0.78,1.31,2.75,0.0,1.87,4.3,0.77,0.0
2019-02-23,4.09,1.92,0.03,2.09,0.21,1.92,2.0,1.68,0.0,2.13,4.99,0.84,0.02
2019-02-24,4.14,2.49,0.0,2.43,0.11,0.9,1.54,1.34,0.0,1.83,6.89,1.13,0.02
2019-02-25,4.1,2.28,0.05,3.13,0.13,0.98,1.88,1.98,0.0,2.47,7.21,1.07,0.0
2019-02-26,4.15,2.88,0.02,2.49,0.17,0.56,4.61,2.83,0.0,2.72,3.24,1.02,0.0
2019-02-27,4.17,2.05,0.03,1.67,0.34,0.78,3.11,2.33,0.0,3.356666666666667,3.62,1.05,0.0
2019-02-28,4.15,3.14,0.04,3.14,0.31,1.12,2.25,1.38,0.0,3.9933333333333336,3.49,0.84,0.0
2019-03-01,4.11,3.44,0.03,3.02,0.15,2.53,1.95,1.51,0.0,4.63,4.57,1.07,0.0
2019-03-02,4.08,1.07,0.05,4.51,0.24,3.01,1.44,2.1,0.0,1.26,4.3,1.24,0.0
2019-03-03,4.16,1.18,0.0,2.32,0.31,0.43,1.11,1.94,0.0,1.38,3.52,0.99,0.0
2019-03-04,4.1,1.04,0.0,3.92,0.25,0.36,1.62,1.59,0.0,1.93,4.41,1.28,0.0
2019-03-05,4.07,1.48,0.0,2.73,0.34,0.31,3.46,1.82,0.0,1.54,1.52,0.73,0.0
2019-03-06,4.17,2.36,0.03,3.38,1.1,0.38,4.28,1.55,0.0,1.83,1.27,1.13,0.08
2019-03-07,4.12,3.82,0.05,5.34,0.46,0.6,6.73,1.35,0.0,1.58,1.43,1.3,2.25
2019-03-08,4.15,2.51,0.03,4.78,0.47,0.78,3.23,1.57,0.0,1.6,1.05,1.14,1.7
2019-03-09,4.16,1.92,0.07,3.06,0.28,1.0,1.54,1.73,0.0,2.69,1.3,0.86,1.38
2019-03-10,4.17,0.92,0.0,3.34,0.26,1.11,0.92,2.14,0.0,1.17,2.62,0.69,1.05
2019-03-11,4.12,0.79,0.0,4.35,0.36,0.58,0.9,1.64,0.0,1.53,2.14,0.85,0.95
2019-03-12,4.11,0.88,0.05,2.9,0.34,0.36,1.15,2.0,0.0,1.85,2.7,0.74,1.01
2019-03-13,4.07,1.09,0.0,4.61,0.38,0.39,1.14,1.8,0.0,1.8,4.05,1.06,0.86
2019-03-14,4.1,0.9,0.09,5.84,0.3,0.48,1.28,1.6,0.0,2.48,4.07,0.99,1.07
2019-03-15,4.1,1.01,0.03,3.55,1.33,0.62,1.41,1.59,0.0,0.88,4.4,0.56,1.03
2019-03-16,4.11,1.25,0.0,2.82,0.51,1.32,1.73,1.56,0.0,0.94,4.25,0.56,1.46
2019-03-17,4.11,1.19,0.0,3.79,0.39,0.92,0.97,1.33,0.0,1.44,5.63,0.76,1.74
2019-03-18,4.11,1.05,0.02,4.13,1.69,1.13,1.4,1.38,0.0,1.85,5.03,0.89,1.17
2019-03-19,4.08,0.93,0.08,4.94,0.79,1.56,0.91,1.51,0.0,3.68,4.93,1.18,1.87
2019-03-20,4.13,0.97,0.05,4.72,0.32,0.83,1.1,2.34,0.0,2.39,2.97,0.81,4.88
2019-03-21,4.12,1.12,0.05,4.69,0.31,0.41,0.87,2.32,0.0,4.19,3.55,0.93,1.7
2019-03-22,4.1,1.38,0.0,1.85,0.31,0.35,1.3,1.35,0.0,3.94,3.76,0.46,1.18
2019-03-23,4.14,1.33,0.0,2.27,0.25,0.75,1.74,1.07,0.0,3.16,5.12,0.54,1.4
2019-03-24,4.13,0.98,0.0,2.1,0.83,1.68,1.83,1.2,0.0,3.76,4.77,0.56,1.46
2019-03-25,4.09,1.07,0.06,2.59,1.5,1.88,1.8,1.59,0.0,2.95,5.26,0.57,1.51
2019-03-26,4.13,1.07,0.0,3.25,1.1,1.16,2.18,1.8,0.0,2.08,5.35,0.63,1.2
2019-03-27,4.13,1.24,0.0,3.96,1.12,0.6,1.86,1.69,0.0,1.57,7.79,1.75,1.09
2019-03-28,4.19,1.69,0.0,6.64,1.48,1.35,2.24,1.92,0.0,1.81,7.4,2.6,1.18
2019-03-29,4.2,1.7,0.0,6.85,1.82,0.55,2.41,2.29,0.0,2.38,6.44,2.67,1.08
2019-03-30,4.14,1.45,0.05,5.34,1.65,0.73,1.83,2.43,0.0,2.55,4.97,1.21,1.26
2019-03-31,4.16,1.17,0.0,2.54,0.52,0.42,1.39,1.76,0.0,3.16,3.8,0.73,0.69
2019-04-01,4.21,1.21,0.02,2.46,0.7,0.82,3.26,1.49,0.0,3.16,4.69,0.86,0.52
2019-04-02,4.21,1.43,0.0,4.02,1.17,1.05,1.94,1.59,0.0,2.34,5.9,1.19,1.13
2019-04-03,4.22,1.57,0.02,4.1,1.36,0.55,1.88,2.32,0.0,1.83,5.81,1.47,1.09
2019-04-04,4.2,0.93,0.0,6.57,1.35,0.53,1.52,1.54,0.0,3.23,5.57,2.41,1.33
2019-04-05,4.21,1.62,0.03,6.53,0.98,0.57,1.15,1.54,0.0,2.34,7.19,1.62,1.06
2019-04-06,4.18,1.33,0.03,4.68,0.82,0.57,1.33,1.43,0.0,2.85,6.33,0.53,0.51
2019-04-07,4.21,1.26,0.0,5.88,0.48,1.02,0.85,1.12,0.0,2.48,4.41,0.44,0.8
2019-04-08,4.18,1.5,0.05,2.83,0.46,0.43,1.31,1.49,0.0,2.47,3.76,0.59,0.69
2019-04-09,4.22,1.49,0.03,4.92,0.23,0.58,1.51,1.54,0.0,2.87,5.12,0.97,0.71
2019-04-10,4.16,1.36,0.02,6.07,0.25,0.4,1.41,1.42,0.0,2.02,4.41,1.47,0.67
2019-04-11,4.23,1.21,0.03,3.28,0.27,0.32,4.19,1.55,0.02,2.535,4.25,1.14,0.63
2019-04-12,4.2,1.66,0.0,2.79,0.3,1.52,1.48,1.62,0.0,3.05,3.7,0.7,0.78
2019-04-13,4.23,0.96,0.0,2.42,0.22,0.84,2.26,1.57,0.0,3.53,3.86,0.75,0.67
2019-04-14,4.23,0.26,0.03,2.02,0.19,0.61,2.18,1.33,0.0,2.46,4.5,0.56,0.62
2019-04-15,4.18,0.53,0.03,2.74,0.19,0.98,1.52,1.46,0.0,3.54,4.71,0.49,0.33
2019-04-16,4.23,0.83,0.0,2.52,0.23,0.82,1.67,1.35,0.0,4.6,2.72,0.34,0.67
2019-04-17,4.19,0.99,0.02,1.16,0.21,0.17,1.02,1.09,0.0,2.97,2.57,0.31,0.52
2019-04-18,4.19,0.93,0.03,2.26,0.21,0.32,1.76,1.13,0.0,1.83,3.07,0.55,0.16
2019-04-19,4.19,0.64,0.11,3.13,0.25,0.37,1.13,1.1,0.0,1.3,4.32,0.6,0.19
2019-04-20,4.2,0.74,0.16,3.8,0.22,0.48,1.1,1.22,0.0,1.56,5.28,0.86,0.27
2019-04-21,4.16,0.7,0.11,4.44,0.22,0.57,0.75,1.95,0.0,3.47,6.52,1.12,0.01
2019-04-22,4.18,0.78,0.15,5.89,0.25,0.49,0.87,1.38,0.0,2.45,6.43,1.61,0.39
2019-04-23,4.21,0.81,1.23,6.09,0.31,0.27,1.55,1.34,0.0,1.7,5.83,2.42,0.41
2019-04-24,4.31,0.96,0.13,3.75,0.26,0.19,1.44,1.62,0.0,1.87,4.38,1.46,0.25
2019-04-25,4.27,0.84,0.1,3.38,0.27,0.19,1.69,1.7,0.0,2.18,3.58,0.89,0.24
2019-04-26,4.23,0.74,0.26,4.54,0.24,0.23,1.65,1.5,0.0,2.46,3.33,0.87,0.19
2019-04-27,4.19,0.37,0.18,2.92,0.19,0.47,1.8,1.63,0.0,1.9,4.16,0.61,0.38
